Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.1e-05,19.351944,[10 22] ; [42 11],[19.57647059 12.42352941] ; [32.42352941 20.57647059],1
a7,1,0.004129,8.226275,[22 10] ; [19 33],[15.61904762 16.38095238] ; [25.38095238 26.61904762],0
d4,1,0.017138,5.682233,[27  5] ; [31 21],[22.0952381  9.9047619] ; [35.9047619 16.0952381],0
n6,1,0.026068,4.951484,[15 17] ; [37 15],[19.80952381 12.19047619] ; [32.19047619 19.80952381],0
v2,1,0.03399,4.495183,[15 16] ; [13 38],[10.58536585 20.41463415] ; [17.41463415 33.58536585],0
d3,1,0.035411,4.42524,[22 10] ; [24 29],[17.31764706 14.68235294] ; [28.68235294 24.31764706],0
u2,1,0.043343,4.081983,[7 7] ; [ 4 18],[4.27777778 9.72222222] ; [ 6.72222222 15.27777778],0
r3,1,0.045974,3.982554,[21 11] ; [22 29],[16.57831325 15.42168675] ; [26.42168675 24.57831325],0
n2,1,0.05659,3.634615,[ 5 11] ; [16 10],[8. 8.] ; [13. 13.],0
d5,1,0.064328,3.422122,[25  7] ; [31 22],[21.08235294 10.91764706] ; [34.91764706 18.08235294],0
d1,1,0.110253,2.550597,[19 13] ; [22 31],[15.43529412 16.56470588] ; [25.56470588 27.43529412],0
v1,1,0.142926,2.146175,[12 19] ; [12 39],[ 9.07317073 21.92682927] ; [14.92682927 36.07317073],0
p3,1,0.145708,2.116616,[ 8 23] ; [ 7 46],[ 5.53571429 25.46428571] ; [ 9.46428571 43.53571429],0
p1,1,0.153266,2.039442,[ 2 30] ; [ 9 44],[ 4.14117647 27.85882353] ; [ 6.85882353 46.14117647],0
b1,1,0.153407,2.038046,[19 13] ; [23 30],[15.81176471 16.18823529] ; [26.18823529 26.81176471],0
p6,1,0.187412,1.737845,[ 1 30] ; [ 6 46],[ 2.61445783 28.38554217] ; [ 4.38554217 47.61445783],0
s5,1,0.20337,1.61801,[ 7 25] ; [ 6 46],[ 4.95238095 27.04761905] ; [ 8.04761905 43.95238095],0
r1,1,0.203491,1.617138,[12 20] ; [13 40],[ 9.41176471 22.58823529] ; [15.58823529 37.41176471],0
b4,1,0.214212,1.542728,[23  9] ; [31 22],[20.32941176 11.67058824] ; [33.67058824 19.32941176],0
p9,1,0.251193,1.316656,[13 18] ; [27 22],[15.5 15.5] ; [24.5 24.5],0
u1,1,0.271223,1.210549,[ 1 31] ; [ 5 48],[ 2.25882353 29.74117647] ; [ 3.74117647 49.25882353],0
v4,1,0.299143,1.078012,[20 12] ; [27 26],[17.69411765 14.30588235] ; [29.30588235 23.69411765],0
s2,1,0.3092,1.034091,[ 5 27] ; [13 39],[ 6.85714286 25.14285714] ; [11.14285714 40.85714286],0
s8,1,0.329193,0.952069,[ 3 29] ; [ 9 44],[ 4.51764706 27.48235294] ; [ 7.48235294 45.51764706],0
s7,1,0.366579,0.815228,[ 6 23] ; [15 35],[ 7.70886076 21.29113924] ; [13.29113924 36.70886076],0
n1,1,0.368803,0.807692,[ 4 12] ; [10 16],[ 5.33333333 10.66666667] ; [ 8.66666667 17.33333333],0
p2,1,0.383945,0.758034,[17 15] ; [23 30],[15.05882353 16.94117647] ; [24.94117647 28.05882353],0
b5,1,0.383945,0.758034,[17 15] ; [23 30],[15.05882353 16.94117647] ; [24.94117647 28.05882353],0
d2,1,0.45498,0.558217,[13 19] ; [25 26],[14.65060241 17.34939759] ; [23.34939759 27.65060241],0
p8,1,0.477608,0.50432,[ 3 28] ; [ 8 45],[ 4.05952381 26.94047619] ; [ 6.94047619 46.05952381],0
p11,1,0.481687,0.495042,[12 20] ; [24 29],[13.55294118 18.44705882] ; [22.44705882 30.55294118],0
s1,1,0.517108,0.419658,[ 3 29] ; [ 3 50],[ 2.25882353 29.74117647] ; [ 3.74117647 49.25882353],0
a5,1,0.553867,0.350434,[16 16] ; [30 23],[17.31764706 14.68235294] ; [28.68235294 24.31764706],0
r2,1,0.579598,0.306885,[16 14] ; [31 21],[17.19512195 12.80487805] ; [29.80487805 22.19512195],0
u3,1,0.591943,0.28732,[5 9] ; [ 6 16],[4.27777778 9.72222222] ; [ 6.72222222 15.27777778],0
p5,1,0.592787,0.286012,[ 1 31] ; [ 3 50],[ 1.50588235 30.49411765] ; [ 2.49411765 50.50588235],0
s3,1,0.629516,0.232718,[ 8 23] ; [16 36],[ 8.96385542 22.03614458] ; [15.03614458 36.96385542],0
a6,1,0.634858,0.225531,[14 18] ; [26 27],[15.05882353 16.94117647] ; [24.94117647 28.05882353],0
a8,1,0.635614,0.224524,[ 2 29] ; [ 2 47],[ 1.55 29.45] ; [ 2.45 46.55],0
v3,1,0.648982,0.207186,[ 8 24] ; [11 42],[ 7.15294118 24.84705882] ; [11.84705882 41.15294118],0
p4,1,0.648982,0.207186,[ 8 24] ; [11 42],[ 7.15294118 24.84705882] ; [11.84705882 41.15294118],0
n3,1,0.657774,0.196239,[8 7] ; [12 14],[7.31707317 7.68292683] ; [12.68292683 13.31707317],0
