Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,53.875287,[14 39] ; [107  22],[35.23626374 17.76373626] ; [85.76373626 43.23626374],1
s7,1,0.000241,13.478527,[10 41] ; [62 63],[20.86363636 30.13636364] ; [51.13636364 73.86363636],1
s8,1,0.000893,11.037785,[10 42] ; [59 70],[19.82320442 32.17679558] ; [49.17679558 79.82320442],1
d5,1,0.002157,9.410973,[31 21] ; [105  24],[39.0718232 12.9281768] ; [96.9281768 32.0718232],0
a8,1,0.004035,8.268169,[ 3 47] ; [30 89],[ 9.76331361 40.23668639] ; [23.23668639 95.76331361],0
p10,1,0.00992,6.649289,[33 20] ; [103  25],[39.82320442 13.17679558] ; [96.17679558 31.82320442],0
a4,1,0.010017,6.631831,[11 42] ; [53 77],[18.53551913 34.46448087] ; [45.46448087 84.53551913],0
n1,1,0.010392,6.56636,[ 1 16] ; [13 19],[ 4.85714286 12.14285714] ; [ 9.14285714 22.85714286],0
n6,1,0.016204,5.780567,[37 16] ; [110  19],[42.80769231 10.19230769] ; [104.19230769  24.80769231],0
a5,1,0.024088,5.088286,[26 27] ; [87 43],[32.72677596 20.27322404] ; [80.27322404 49.72677596],0
s3,1,0.02723,4.876143,[21 31] ; [76 54],[27.71428571 24.28571429] ; [69.28571429 60.71428571],0
d1,1,0.030587,4.676007,[18 35] ; [67 63],[24.61748634 28.38251366] ; [60.38251366 69.61748634],0
a3,1,0.034,4.494712,[29 23] ; [93 36],[35.04972376 16.95027624] ; [86.95027624 42.04972376],0
a2,1,0.039023,4.259845,[ 4 49] ; [ 26 104],[ 8.68852459 44.31147541] ; [ 21.31147541 108.68852459],0
p9,1,0.042704,4.1071,[36 17] ; [103  23],[41.15642458 11.84357542] ; [97.84357542 28.15642458],0
r2,1,0.10107,2.688578,[46  6] ; [120   6],[48.49438202  3.50561798] ; [117.50561798   8.49438202],0
s6,1,0.129789,2.295026,[26 25] ; [81 47],[30.48603352 20.51396648] ; [76.51396648 51.48603352],0
s4,1,0.14984,2.073875,[11 42] ; [ 16 113],[ 7.86263736 45.13736264] ; [ 19.13736264 109.86263736],0
v2,1,0.151652,2.055558,[25 26] ; [76 49],[29.26704545 21.73295455] ; [71.73295455 53.26704545],0
