Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.619311,[ 8 43] ; [116 109],[22.91304348 28.08695652] ; [101.08695652 123.91304348],1
p9,1,8e-06,20.008779,[31 19] ; [199  27],[41.66666667  8.33333333] ; [188.33333333  37.66666667],1
p10,1,1.6e-05,18.594508,[28 22] ; [189  37],[39.3115942 10.6884058] ; [177.6884058  48.3115942],1
p4,1,9.3e-05,15.279509,[14 37] ; [131  96],[26.60071942 24.39928058] ; [118.39928058 108.60071942],1
d5,1,0.000223,13.625307,[30 21] ; [188  40],[39.84946237 11.15053763] ; [178.15053763  49.84946237],1
p7,1,0.000345,12.809935,[14 33] ; [132  94],[25.13553114 21.86446886] ; [120.86446886 105.13553114],1
v4,1,0.000702,11.483422,[42  8] ; [216   8],[47.08029197  2.91970803] ; [210.91970803  13.08029197],1
r4,1,0.002018,9.532802,[38 13] ; [206  22],[44.60215054  6.39784946] ; [199.39784946  28.60215054],0
r3,1,0.002604,9.066161,[42  8] ; [217  10],[46.75090253  3.24909747] ; [212.24909747  14.75090253],0
s1,1,0.003311,8.627471,[ 5 45] ; [  4 219],[ 1.64835165 48.35164835] ; [  7.35164835 215.64835165],0
p3,1,0.003485,8.534491,[14 37] ; [114 114],[23.39784946 27.60215054] ; [104.60215054 123.39784946],0
n6,1,0.006807,7.323277,[34 16] ; [190  35],[40.72727273  9.27272727] ; [183.27272727  41.72727273],0
n5,1,0.007791,7.080846,[31 19] ; [180  46],[38.22463768 11.77536232] ; [172.77536232  53.22463768],0
d4,1,0.008906,6.84148,[34 17] ; [189  39],[40.76344086 10.23655914] ; [182.23655914  45.76344086],0
p11,1,0.009098,6.803471,[32 19] ; [182  46],[39.11827957 11.88172043] ; [174.88172043  53.11827957],0
a5,1,0.01005,6.625932,[31 20] ; [178  50],[38.20430108 12.79569892] ; [170.79569892  57.20430108],0
s4,1,0.011278,6.420956,[13 36] ; [ 28 199],[ 7.27898551 41.72101449] ; [ 33.72101449 193.27898551],0
v2,1,0.01953,5.453418,[23 25] ; [145  75],[30.08955224 17.91044776] ; [137.91044776  82.08955224],0
a6,1,0.02144,5.290635,[27 24] ; [159  69],[34. 17.] ; [152.  76.],0
n4,1,0.023222,5.151792,[31 19] ; [175  51],[37.31884058 12.68115942] ; [168.68115942  57.31884058],0
a7,1,0.032406,4.576872,[28 22] ; [163  65],[34.35251799 15.64748201] ; [156.64748201  71.35251799],0
d1,1,0.034819,4.45403,[21 30] ; [131  97],[27.78494624 23.21505376] ; [124.21505376 103.78494624],0
d3,1,0.035414,4.425088,[27 24] ; [156  72],[33.4516129 17.5483871] ; [149.5483871  78.4516129],0
r2,1,0.058942,3.566905,[44  6] ; [214  11],[46.90909091  3.09090909] ; [211.09090909  13.90909091],0
n1,1,0.070367,3.274428,[12  9] ; [14 28],[ 8.66666667 12.33333333] ; [17.33333333 24.66666667],0
a8,1,0.072998,3.214282,[ 3 44] ; [ 34 170],[ 6.92828685 40.07171315] ; [ 30.07171315 173.92828685],0
r1,1,0.083694,2.991671,[36 14] ; [186  39],[40.36363636  9.63636364] ; [181.63636364  43.36363636],0
s2,1,0.093259,2.817206,[30 20] ; [105 119],[24.6350365 25.3649635] ; [110.3649635 113.6350365],0
s3,1,0.105141,2.62577,[32 18] ; [114 108],[26.83823529 23.16176471] ; [119.16176471 102.83823529],0
a1,1,0.11334,2.507019,[ 4 47] ; [  7 221],[ 2.01075269 48.98924731] ; [  8.98924731 219.01075269],0
a3,1,0.192225,1.700485,[33 17] ; [171  57],[36.69064748 13.30935252] ; [167.30935252  60.69064748],0
s5,1,0.215761,1.532341,[11 36] ; [ 73 151],[14.56826568 32.43173432] ; [ 69.43173432 154.56826568],0
u3,1,0.27652,1.184112,[13  5] ; [33 24],[11.04  6.96] ; [34.96 22.04],0
s6,1,0.31859,0.994725,[29 20] ; [150  75],[32.01094891 16.98905109] ; [146.98905109  78.01094891],0
u4,1,0.334805,0.930221,[ 2 49] ; [  4 224],[ 1.09677419 49.90322581] ; [  4.90322581 223.09677419],0
p12,1,0.376918,0.78073,[ 2 48] ; [ 17 210],[ 3.42960289 46.57039711] ; [ 15.57039711 211.42960289],0
b1,1,0.379537,0.7722,[21 30] ; [ 79 149],[18.27956989 32.72043011] ; [ 81.72043011 146.27956989],0
b4,1,0.386349,0.750402,[25 26] ; [127 101],[27.78494624 23.21505376] ; [124.21505376 103.78494624],0
p5,1,0.408071,0.684413,[ 3 45] ; [ 23 205],[ 4.52173913 43.47826087] ; [ 21.47826087 206.52173913],0
a2,1,0.451746,0.566266,[10 41] ; [ 56 172],[12.06451613 38.93548387] ; [ 53.93548387 174.06451613],0
u2,1,0.54369,0.368743,[9 9] ; [32 23],[10.10958904  7.89041096] ; [30.89041096 24.10958904],0
s8,1,0.60863,0.262175,[19 32] ; [ 93 133],[20.62093863 30.37906137] ; [ 91.37906137 134.62093863],0
s7,1,0.609978,0.260207,[19 28] ; [ 97 121],[20.57358491 26.42641509] ; [ 95.42641509 122.57358491],0
n3,1,0.644718,0.212625,[15  6] ; [33 10],[15.75  5.25] ; [32.25 10.75],0
p1,1,0.693688,0.155121,[ 3 48] ; [ 17 211],[ 3.65591398 47.34408602] ; [ 16.34408602 211.65591398],0
b2,1,0.710729,0.13755,[12 22] ; [55 87],[12.94318182 21.05681818] ; [54.05681818 87.94318182],0
b3,1,0.710729,0.13755,[12 22] ; [55 87],[12.94318182 21.05681818] ; [54.05681818 87.94318182],0
n2,1,0.814465,0.05507,[17  4] ; [35  7],[17.33333333  3.66666667] ; [34.66666667  7.33333333],0
u1,1,0.864563,0.029093,[ 8 43] ; [ 38 190],[ 8.40860215 42.59139785] ; [ 37.59139785 190.40860215],0
b5,1,0.881531,0.022209,[33 18] ; [145  83],[32.53763441 18.46236559] ; [145.46236559  82.53763441],0
v3,1,0.885508,0.020733,[22 25] ; [106 115],[22.44776119 24.55223881] ; [105.55223881 115.44776119],0
a4,1,0.935909,0.006466,[23 27] ; [103 124],[22.74368231 27.25631769] ; [103.25631769 123.74368231],0
d2,1,0.941443,0.005396,[24 27] ; [106 122],[23.76344086 27.23655914] ; [106.23655914 121.76344086],0
