Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,78.155649,[ 3 35] ; [197  53],[26.38888889 11.61111111] ; [173.61111111  76.38888889],1
r3,1,0.416179,0.66108,[36  2] ; [243   7],[36.8125  1.1875] ; [242.1875   7.8125],0
u4,1,0.442912,0.588726,[ 1 37] ; [ 14 236],[ 1.97916667 36.02083333] ; [ 13.02083333 236.97916667],0
s6,1,0.521693,0.410545,[33  4] ; [227  19],[33.99293286  3.00706714] ; [226.00706714  19.99293286],0
p10,1,0.693399,0.155431,[32  5] ; [220  28],[32.71578947  4.28421053] ; [219.28421053  28.71578947],0
p5,1,0.707023,0.141268,[ 5 33] ; [ 38 207],[ 5.77385159 32.22614841] ; [ 37.22614841 207.77385159],0
b1,1,0.715107,0.133229,[17 21] ; [104 146],[15.96527778 22.03472222] ; [105.03472222 144.96527778],0
r4,1,0.729466,0.119602,[35  3] ; [234  16],[35.49305556  2.50694444] ; [233.50694444  16.49305556],0
s7,1,0.782878,0.075939,[32  5] ; [200  36],[31.44322344  5.55677656] ; [200.55677656  35.44322344],0
n6,1,0.882987,0.021663,[34  4] ; [219  28],[33.73333333  4.26666667] ; [219.26666667  27.73333333],0
p7,1,0.885112,0.020878,[26 12] ; [167  73],[26.38129496 11.61870504] ; [166.61870504  73.38129496],0
r2,1,0.920278,0.010017,[36  1] ; [241   6],[36.08802817  0.91197183] ; [240.91197183   6.08802817],0
s4,1,0.923984,0.009104,[ 9 29] ; [ 57 191],[ 8.76923077 29.23076923] ; [ 57.23076923 190.76923077],0
n5,1,0.967247,0.001686,[31  7] ; [203  45],[31.09090909  6.90909091] ; [202.90909091  45.09090909],0
