Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,78.155649,[ 3 35] ; [197  53],[26.38888889 11.61111111] ; [173.61111111  76.38888889],1
d3,1,0.0,39.246637,[10 28] ; [191  59],[26.52083333 11.47916667] ; [174.47916667  75.52083333],1
d5,1,0.0,26.395084,[23 15] ; [227  23],[32.98611111  5.01388889] ; [217.01388889  32.98611111],1
a3,1,0.000224,13.616888,[22 16] ; [208  41],[30.45296167  7.54703833] ; [199.54703833  49.45296167],1
d2,1,0.000484,12.17587,[12 26] ; [154  96],[21.90277778 16.09722222] ; [144.09722222 105.90277778],1
a2,1,0.002554,9.101743,[ 3 35] ; [ 79 171],[10.81944444 27.18055556] ; [ 71.18055556 178.81944444],0
a4,1,0.006145,7.507315,[11 27] ; [132 118],[18.86805556 19.13194444] ; [124.13194444 125.86805556],0
p3,1,0.00734,7.187911,[15 23] ; [156  94],[22.5625 15.4375] ; [148.4375 101.5625],0
u1,1,0.01136,6.408067,[ 3 35] ; [ 67 183],[ 9.23611111 28.76388889] ; [ 60.76388889 189.23611111],0
u2,1,0.012119,6.293336,[ 6 10] ; [30 11],[10.10526316  5.89473684] ; [25.89473684 15.10526316],0
n4,1,0.023989,5.095438,[25 12] ; [207  42],[30.01398601  6.98601399] ; [201.98601399  47.01398601],0
u3,1,0.031215,4.641098,[9 7] ; [35  7],[12.13793103  3.86206897] ; [31.86206897 10.13793103],0
p11,1,0.034861,4.45197,[25 13] ; [202  48],[29.95138889  8.04861111] ; [197.04861111  52.95138889],0
p8,1,0.043476,4.076815,[16 22] ; [147 100],[21.73333333 16.26666667] ; [141.26666667 105.73333333],0
p12,1,0.046936,3.947688,[ 1 37] ; [ 35 213],[ 4.78321678 33.21678322] ; [ 31.21678322 216.78321678],0
v2,1,0.049479,3.859016,[18 19] ; [155  82],[23.36131387 13.63868613] ; [149.63868613  87.36131387],0
v4,1,0.068897,3.309105,[35  2] ; [246   3],[36.35314685  0.64685315] ; [244.64685315   4.35314685],0
a5,1,0.06899,3.306882,[26 12] ; [203  47],[30.21527778  7.78472222] ; [198.78472222  51.21527778],0
b3,1,0.071815,3.241035,[ 8 21] ; [76 91],[12.42857143 16.57142857] ; [71.57142857 95.42857143],0
b2,1,0.071815,3.241035,[ 8 21] ; [76 91],[12.42857143 16.57142857] ; [71.57142857 95.42857143],0
r1,1,0.073952,3.193047,[27 10] ; [211  38],[30.79020979  6.20979021] ; [207.20979021  41.79020979],0
p2,1,0.090157,2.87156,[29  9] ; [216  33],[32.43902439  5.56097561] ; [212.56097561  36.43902439],0
p9,1,0.098539,2.729027,[32  6] ; [229  19],[34.67832168  3.32167832] ; [226.32167832  21.67832168],0
v3,1,0.165903,1.919581,[14 24] ; [115 120],[17.95604396 20.04395604] ; [111.04395604 123.95604396],0
n3,1,0.177561,1.817919,[9 1] ; [36 16],[7.25806452 2.74193548] ; [37.74193548 14.25806452],0
p4,1,0.187174,1.739725,[23 15] ; [177  72],[26.48083624 11.51916376] ; [173.51916376  75.48083624],0
v1,1,0.194009,1.686909,[21 17] ; [158  81],[24.55595668 13.44404332] ; [154.44404332  84.55595668],0
s1,1,0.203342,1.618206,[ 3 34] ; [  9 240],[ 1.55244755 35.44755245] ; [ 10.44755245 238.55244755],0
p6,1,0.235813,1.40545,[15 23] ; [123 124],[18.4 19.6] ; [119.6 127.4],0
a8,1,0.240283,1.378933,[ 8 26] ; [ 36 196],[ 5.62406015 28.37593985] ; [ 38.37593985 193.62406015],0
b4,1,0.255422,1.293401,[18 20] ; [143 107],[21.24305556 16.75694444] ; [139.75694444 110.24305556],0
a6,1,0.266666,1.233816,[22 16] ; [167  82],[25.02439024 12.97560976] ; [163.97560976  85.02439024],0
p1,1,0.291821,1.111203,[ 6 32] ; [ 25 223],[ 4.11888112 33.88111888] ; [ 26.88111888 221.11888112],0
s5,1,0.291867,1.11099,[16 21] ; [123 111],[18.97785978 18.02214022] ; [120.02214022 113.97785978],0
a7,1,0.292832,1.106556,[23 15] ; [172  77],[25.81881533 12.18118467] ; [169.18118467  79.81881533],0
s3,1,0.316289,1.00423,[36  2] ; [223  26],[34.29268293  3.70731707] ; [224.70731707  24.29268293],0
b5,1,0.322646,0.978189,[21 17] ; [159  91],[23.75 14.25] ; [156.25  93.75],0
n1,1,0.355275,0.854526,[6 3] ; [26 26],[4.72131148 4.27868852] ; [27.27868852 24.72131148],0
a1,1,0.358436,0.843367,[ 1 37] ; [ 16 234],[ 2.24305556 35.75694444] ; [ 14.75694444 235.24305556],0
