Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,75.574483,[27 76] ; [91 15],[58.15311005 44.84688995] ; [59.84688995 46.15311005],1
s8,1,0.0,55.84788,[22 82] ; [77 29],[49.02857143 54.97142857] ; [49.97142857 56.02857143],1
s6,1,0.0,54.842791,[39 63] ; [90 12],[64.5 37.5] ; [64.5 37.5],1
s7,1,0.0,47.005722,[29 72] ; [77 23],[53.26368159 47.73631841] ; [52.73631841 47.26368159],1
v1,1,8.7e-05,15.398932,[43 60] ; [71 32],[57. 46.] ; [57. 46.],1
s5,1,0.000796,11.250153,[30 71] ; [53 47],[41.70646766 59.29353234] ; [41.29353234 58.70646766],1
u3,1,0.00212,9.442306,[10 21] ; [14  4],[15.18367347 15.81632653] ; [8.81632653 9.18367347],0
r3,1,0.004475,8.080259,[89 16] ; [102   4],[95.04739336  9.95260664] ; [95.95260664 10.04739336],0
p3,1,0.004572,8.041553,[42 62] ; [63 42],[52.24880383 51.75119617] ; [52.75119617 52.24880383],0
a1,1,0.009321,6.760204,[  3 103] ; [13 93],[ 8. 98.] ; [ 8. 98.],0
p4,1,0.018533,5.545094,[46 55] ; [65 40],[54.4223301 46.5776699] ; [56.5776699 48.4223301],0
v4,1,0.023441,5.135536,[87 19] ; [98  8],[92.5 13.5] ; [92.5 13.5],0
p6,1,0.023615,5.122692,[27 73] ; [43 59],[34.65346535 65.34653465] ; [35.34653465 66.65346535],0
v3,1,0.029999,4.709353,[33 68] ; [49 54],[40.59803922 60.40196078] ; [41.40196078 61.59803922],0
p12,1,0.03132,4.635345,[  2 100] ; [ 9 94],[ 5.47317073 96.52682927] ; [ 5.52682927 97.47317073],0
v2,1,0.03577,4.408058,[47 57] ; [61 41],[54.52427184 49.47572816] ; [53.47572816 48.52427184],0
a3,1,0.044641,4.032161,[75 30] ; [88 18],[81.11374408 23.88625592] ; [81.88625592 24.11374408],0
s4,1,0.050942,3.810166,[14 91] ; [25 80],[19.5 85.5] ; [19.5 85.5],0
r4,1,0.055773,3.658822,[80 26] ; [91 15],[85.5 20.5] ; [85.5 20.5],0
n1,1,0.063449,3.444848,[ 9 20] ; [16 13],[12.5 16.5] ; [12.5 16.5],0
n4,1,0.072702,3.220941,[75 30] ; [86 19],[80.5 24.5] ; [80.5 24.5],0
u4,1,0.0976,2.744337,[  1 105] ; [  5 101],[  3. 103.] ; [  3. 103.],0
a8,1,0.144548,2.128862,[ 6 96] ; [12 91],[ 8.95609756 93.04390244] ; [ 9.04390244 93.95609756],0
a6,1,0.154391,2.02832,[44 62] ; [34 72],[39. 67.] ; [39. 67.],0
n5,1,0.157077,2.002139,[72 32] ; [81 23],[76.5 27.5] ; [76.5 27.5],0
b4,1,0.168347,1.897601,[62 44] ; [52 54],[57. 49.] ; [57. 49.],0
u2,1,0.178198,1.812587,[14 16] ; [12  6],[16.25 13.75] ; [9.75 8.25],0
p10,1,0.180788,1.791134,[74 29] ; [83 21],[78.12077295 24.87922705] ; [78.87922705 25.12077295],0
p9,1,0.201348,1.63257,[80 23] ; [88 16],[83.5942029 19.4057971] ; [84.4057971 19.5942029],0
n6,1,0.249569,1.325714,[81 24] ; [86 17],[84.30288462 20.69711538] ; [82.69711538 20.30288462],0
n3,1,0.284205,1.146869,[19  8] ; [17 13],[17.05263158  9.94736842] ; [18.94736842 11.05263158],0
p2,1,0.296787,1.088577,[73 29] ; [81 23],[76.25242718 25.74757282] ; [77.74757282 26.25242718],0
p7,1,0.309413,1.033178,[61 41] ; [68 34],[64.5 37.5] ; [64.5 37.5],0
p11,1,0.344257,0.894515,[76 30] ; [82 24],[79. 27.] ; [79. 27.],0
d5,1,0.354993,0.855529,[86 20] ; [91 15],[88.5 17.5] ; [88.5 17.5],0
p8,1,0.361225,0.83363,[45 57] ; [52 51],[48.26341463 53.73658537] ; [48.73658537 54.26341463],0
p5,1,0.371552,0.798466,[10 94] ; [14 89],[12.05797101 91.94202899] ; [11.94202899 91.05797101],0
s1,1,0.470926,0.519802,[  3 102] ; [  5 100],[  4. 101.] ; [  4. 101.],0
d1,1,0.481704,0.495003,[62 44] ; [67 39],[64.5 41.5] ; [64.5 41.5],0
d3,1,0.492188,0.47174,[51 55] ; [56 50],[53.5 52.5] ; [53.5 52.5],0
a5,1,0.528351,0.397562,[77 29] ; [81 25],[79. 27.] ; [79. 27.],0
r1,1,0.533206,0.388278,[76 30] ; [80 26],[78. 28.] ; [78. 28.],0
d2,1,0.570169,0.3224,[59 45] ; [56 50],[56.95238095 47.04761905] ; [58.04761905 47.95238095],0
p1,1,0.602917,0.270619,[ 9 96] ; [ 7 98],[ 8. 97.] ; [ 8. 97.],0
a2,1,0.622162,0.242841,[ 8 98] ; [10 96],[ 9. 97.] ; [ 9. 97.],0
b5,1,0.679619,0.170555,[51 55] ; [48 58],[49.5 56.5] ; [49.5 56.5],0
b1,1,0.680159,0.169947,[50 56] ; [53 53],[51.5 54.5] ; [51.5 54.5],0
r2,1,0.749766,0.101728,[90 12] ; [95 11],[90.72115385 11.27884615] ; [94.27884615 11.72115385],0
b2,1,0.76424,0.089951,[30 35] ; [37 39],[30.88652482 34.11347518] ; [36.11347518 39.88652482],0
b3,1,0.76424,0.089951,[30 35] ; [37 39],[30.88652482 34.11347518] ; [36.11347518 39.88652482],0
n2,1,0.772989,0.083214,[21  8] ; [20  9],[20.5  8.5] ; [20.5  8.5],0
a4,1,0.835595,0.043069,[51 54] ; [53 53],[51.7535545 53.2464455] ; [52.2464455 53.7535545],0
u1,1,1.0,0.0,[  6 100] ; [  6 100],[  6. 100.] ; [  6. 100.],0
