Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,24.36088,[13 53] ; [44 28],[27.26086957 38.73913043] ; [29.73913043 42.26086957],1
s6,1,2.7e-05,17.625869,[35 32] ; [59 10],[46.30882353 20.69117647] ; [47.69117647 21.30882353],1
u3,1,0.000218,13.672076,[ 7 18] ; [16  3],[13.06818182 11.93181818] ; [9.93181818 9.06818182],1
s7,1,0.000581,11.834813,[27 39] ; [46 19],[36.77862595 29.22137405] ; [36.22137405 28.77862595],1
p2,1,0.001027,10.777686,[42 24] ; [63  9],[50.2173913 15.7826087] ; [54.7826087 17.2173913],0
s8,1,0.002413,9.205746,[21 46] ; [41 31],[29.88489209 37.11510791] ; [32.11510791 39.88489209],0
r4,1,0.00387,8.343984,[49 18] ; [66  6],[55.43165468 11.56834532] ; [59.56834532 12.43165468],0
p6,1,0.00757,7.132403,[17 50] ; [34 38],[24.58273381 42.41726619] ; [26.41726619 45.58273381],0
n5,1,0.00769,7.104276,[37 29] ; [55 16],[44.32116788 21.67883212] ; [47.67883212 23.32116788],0
n6,1,0.008202,6.988897,[41 24] ; [59 12],[47.79411765 17.20588235] ; [52.20588235 18.79411765],0
s2,1,0.009401,6.745003,[32 35] ; [50 22],[39.52517986 27.47482014] ; [42.47482014 29.52517986],0
p5,1,0.023735,5.113877,[ 2 64] ; [10 62],[ 5.73913043 60.26086957] ; [ 6.26086957 65.73913043],0
s5,1,0.033336,4.528458,[19 44] ; [32 34],[24.90697674 38.09302326] ; [26.09302326 39.90697674],0
u2,1,0.039784,4.227088,[ 7 17] ; [12  8],[10.36363636 13.63636364] ; [ 8.63636364 11.36363636],0
p8,1,0.042458,4.116868,[17 50] ; [30 42],[22.65467626 44.34532374] ; [24.34532374 47.65467626],0
r3,1,0.052193,3.769578,[55 12] ; [66  5],[58.74637681  8.25362319] ; [62.25362319  8.74637681],0
p7,1,0.077026,3.126567,[29 36] ; [43 29],[34.16058394 30.83941606] ; [37.83941606 34.16058394],0
n4,1,0.079747,3.070055,[39 27] ; [52 19],[43.83941606 22.16058394] ; [47.16058394 23.83941606],0
b1,1,0.101829,2.676658,[27 40] ; [39 33],[31.81294964 35.18705036] ; [34.18705036 37.81294964],0
d3,1,0.115284,2.480243,[40 24] ; [54 18],[44.23529412 19.76470588] ; [49.76470588 22.23529412],0
v1,1,0.167988,1.900806,[28 38] ; [39 33],[32.04347826 33.95652174] ; [34.95652174 37.04347826],0
r1,1,0.171932,1.866018,[46 21] ; [56 15],[49.52173913 17.47826087] ; [52.47826087 18.52173913],0
d5,1,0.174653,1.842548,[48 17] ; [60 12],[51.24087591 13.75912409] ; [56.75912409 15.24087591],0
u1,1,0.177601,1.817583,[ 9 58] ; [16 56],[12.05035971 54.94964029] ; [12.94964029 59.05035971],0
a1,1,0.206931,1.592768,[ 5 62] ; [ 2 70],[ 3.37410072 63.62589928] ; [ 3.62589928 68.37410072],0
a5,1,0.22932,1.445076,[43 24] ; [53 19],[46.27338129 20.72661871] ; [49.72661871 22.27338129],0
b3,1,0.272282,1.205217,[11 19] ; [ 9 28],[ 8.95522388 21.04477612] ; [11.04477612 25.95522388],0
b2,1,0.272282,1.205217,[11 19] ; [ 9 28],[ 8.95522388 21.04477612] ; [11.04477612 25.95522388],0
v2,1,0.284364,1.146116,[27 36] ; [37 34],[30.08955224 32.91044776] ; [33.91044776 37.08955224],0
a4,1,0.299396,1.076882,[29 37] ; [38 34],[32.04347826 33.95652174] ; [34.95652174 37.04347826],0
p1,1,0.310681,1.027779,[ 5 62] ; [ 9 62],[ 6.79710145 60.20289855] ; [ 7.20289855 63.79710145],0
s3,1,0.343124,0.898724,[36 30] ; [45 27],[38.73913043 27.26086957] ; [42.26086957 29.73913043],0
a3,1,0.366013,0.817155,[42 23] ; [51 20],[44.44852941 20.55147059] ; [48.55147059 22.44852941],0
a7,1,0.389491,0.74053,[51 15] ; [51 21],[48.7826087 17.2173913] ; [53.2173913 18.7826087],0
d2,1,0.398255,0.713589,[31 35] ; [39 33],[33.47826087 32.52173913] ; [36.52173913 35.47826087],0
r2,1,0.403358,0.698293,[61  5] ; [68  3],[62.1459854  3.8540146] ; [66.8540146  4.1459854],0
n1,1,0.422018,0.644689,[10 16] ; [11 11],[11.375 14.625] ; [ 9.625 12.375],0
n3,1,0.449195,0.572682,[21  6] ; [15  7],[19.83673469  7.16326531] ; [16.16326531  5.83673469],0
a8,1,0.454641,0.559054,[10 52] ; [ 7 54],[ 8.56910569 53.43089431] ; [ 8.43089431 52.56910569],0
v4,1,0.462432,0.540003,[60  7] ; [67  5],[61.21582734  5.78417266] ; [65.78417266  6.21582734],0
d1,1,0.470118,0.521699,[35 32] ; [42 30],[37.11510791 29.88489209] ; [39.88489209 32.11510791],0
b5,1,0.526028,0.402059,[48 19] ; [48 24],[46.27338129 20.72661871] ; [49.72661871 22.27338129],0
a2,1,0.600228,0.274652,[16 51] ; [20 52],[17.35251799 49.64748201] ; [18.64748201 53.35251799],0
v3,1,0.62101,0.244451,[20 45] ; [24 45],[21.34328358 43.65671642] ; [22.65671642 46.34328358],0
n2,1,0.649739,0.206229,[20  7] ; [15  7],[19.28571429  7.71428571] ; [15.71428571  6.28571429],0
p10,1,0.698452,0.150087,[51 16] ; [56 15],[51.94927536 15.05072464] ; [55.05072464 15.94927536],0
b4,1,0.752313,0.099598,[39 28] ; [40 32],[38.07913669 28.92086331] ; [40.92086331 31.07913669],0
a6,1,0.75976,0.093511,[42 24] ; [44 28],[41.13043478 24.86956522] ; [44.86956522 27.13043478],0
s1,1,0.781814,0.076704,[ 4 63] ; [ 5 65],[ 4.40145985 62.59854015] ; [ 4.59854015 65.40145985],0
s4,1,0.849324,0.036093,[14 53] ; [16 56],[14.46043165 52.53956835] ; [15.53956835 56.46043165],0
d4,1,0.95649,0.002977,[52 14] ; [57 15],[52.13043478 13.86956522] ; [56.86956522 15.13043478],0
