Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,56.323898,[27 50] ; [122  22],[51.91402715 25.08597285] ; [97.08597285 46.91402715],1
n6,1,9e-06,19.802317,[50 27] ; [129  15],[62.36651584 14.63348416] ; [116.63348416  27.36651584],1
v1,1,0.000223,13.62947,[21 54] ; [77 65],[33.87096774 41.12903226] ; [64.12903226 77.87096774],1
p4,1,0.000248,13.429283,[25 52] ; [84 60],[37.97737557 39.02262443] ; [71.02262443 72.97737557],1
p3,1,0.000432,12.389918,[19 59] ; [70 74],[31.27027027 46.72972973] ; [57.72972973 86.27027027],1
p5,1,0.000982,10.860633,[ 1 77] ; [ 22 120],[ 8.15454545 69.84545455] ; [ 14.84545455 127.15454545],1
a8,1,0.002608,9.063069,[ 3 70] ; [ 26 109],[10.17788462 62.82211538] ; [ 18.82211538 116.17788462],0
p7,1,0.008086,7.014396,[35 39] ; [93 48],[44.05581395 29.94418605] ; [83.94418605 57.05581395],0
p8,1,0.008171,6.99554,[25 52] ; [73 70],[34.3 42.7] ; [63.7 79.3],0
p10,1,0.00823,6.982801,[45 29] ; [112  32],[53.29357798 20.70642202] ; [103.70642202  40.29357798],0
p11,1,0.009446,6.736568,[50 28] ; [116  29],[58.06278027 19.93721973] ; [107.93721973  37.06278027],0
v3,1,0.010674,6.51872,[16 56] ; [56 85],[24.33802817 47.66197183] ; [47.66197183 93.33802817],0
p6,1,0.043798,4.064339,[19 56] ; [55 86],[25.69444444 49.30555556] ; [48.30555556 92.69444444],0
p9,1,0.045596,3.996442,[51 22] ; [117  26],[56.77777778 16.22222222] ; [111.22222222  31.77777778],0
u3,1,0.046571,3.960829,[33 13] ; [39 34],[27.83193277 18.16806723] ; [44.16806723 28.83193277],0
p12,1,0.047501,3.927554,[ 1 76] ; [ 11 133],[ 4.18099548 72.81900452] ; [  7.81900452 136.18099548],0
s7,1,0.053243,3.736261,[21 52] ; [58 79],[27.46190476 45.53809524] ; [51.53809524 85.46190476],0
n1,1,0.055564,3.665082,[ 7 16] ; [15 11],[10.32653061 12.67346939] ; [11.67346939 14.32653061],0
s6,1,0.059902,3.540105,[41 35] ; [95 47],[47.41284404 28.58715596] ; [88.58715596 53.41284404],0
s3,1,0.072224,3.231735,[38 40] ; [87 55],[44.31818182 33.68181818] ; [80.68181818 61.31818182],0
s8,1,0.079756,3.069859,[21 57] ; [56 89],[26.93273543 51.06726457] ; [50.06726457 94.93273543],0
p2,1,0.116405,2.46503,[55 23] ; [115  29],[59.72972973 18.27027027] ; [110.27027027  33.72972973],0
