Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000115,14.875173,[360  97] ; [41 30],[347.07765152 109.92234848] ; [53.92234848 17.07765152],1
u1,1,0.000671,11.568156,[ 97 360] ; [ 3 68],[ 86.5530303 370.4469697] ; [13.4469697 57.5530303],1
d4,1,0.00402,8.274842,[387  66] ; [51 20],[378.65267176  74.34732824] ; [59.34732824 11.65267176],0
a3,1,0.006555,7.390929,[345 110] ; [43 28],[335.62737643 119.37262357] ; [52.37262357 18.62737643],0
a4,1,0.007741,7.092441,[218 237] ; [22 49],[207.60456274 247.39543726] ; [32.39543726 38.60456274],0
d1,1,0.009824,6.666445,[292 165] ; [34 37],[282.16287879 174.83712121] ; [43.83712121 27.16287879],0
n4,1,0.014016,6.036168,[372  84] ; [49 22],[364.28083491  91.71916509] ; [56.71916509 14.28083491],0
a2,1,0.015621,5.845061,[126 331] ; [10 61],[117.71212121 339.28787879] ; [18.28787879 52.71212121],0
d2,1,0.022201,5.229978,[233 222] ; [26 45],[224.03992395 230.96007605] ; [34.96007605 36.03992395],0
v1,1,0.023527,5.129148,[266 182] ; [32 39],[257.23314066 190.76685934] ; [40.76685934 30.23314066],0
n5,1,0.030513,4.680149,[360  95] ; [48 23],[352.92775665 102.07224335] ; [55.07224335 15.92775665],0
p2,1,0.032627,4.565226,[416  40] ; [59 12],[411.0056926  44.9943074] ; [63.9943074  7.0056926],0
u3,1,0.039331,4.246499,[67 43] ; [11 17],[62.17391304 47.82608696] ; [15.82608696 12.17391304],0
p11,1,0.039833,4.224971,[386  71] ; [53 18],[379.96780303  77.03219697] ; [59.03219697 11.96780303],0
a7,1,0.049046,3.873793,[338 118] ; [44 26],[331.1634981 124.8365019] ; [50.8365019 19.1634981],0
a8,1,0.053896,3.715929,[ 75 335] ; [ 6 62],[ 69.47698745 340.52301255] ; [11.52301255 56.47698745],0
v2,1,0.058633,3.575627,[273 168] ; [35 35],[265.80821918 175.19178082] ; [42.19178082 27.80821918],0
p10,1,0.075139,3.167036,[395  60] ; [56 15],[390.12357414  64.87642586] ; [60.87642586 10.12357414],0
a6,1,0.093252,2.817326,[314 140] ; [42 29],[307.8552381 146.1447619] ; [48.1447619 22.8552381],0
a1,1,0.102185,2.671113,[ 23 434] ; [ 7 64],[ 25.96590909 431.03409091] ; [ 4.03409091 66.96590909],0
s7,1,0.10498,2.628215,[242 195] ; [30 37],[235.84126984 201.15873016] ; [36.15873016 30.84126984],0
v4,1,0.122227,2.388544,[449   7] ; [68  3],[447.34724858   8.65275142] ; [69.65275142  1.34724858],0
r2,1,0.124257,2.362826,[443  11] ; [66  4],[441.00381679  12.99618321] ; [67.99618321  2.00381679],0
s8,1,0.128224,2.313871,[229 224] ; [29 42],[223.04198473 229.95801527] ; [34.95801527 36.04198473],0
d3,1,0.143788,2.136945,[331 124] ; [45 25],[325.86666667 129.13333333] ; [50.13333333 19.86666667],0
s6,1,0.144162,2.132957,[320 128] ; [42 25],[314.90485437 133.09514563] ; [47.09514563 19.90485437],0
d5,1,0.159811,1.976012,[381  73] ; [54 16],[376.88931298  77.11068702] ; [58.11068702 11.88931298],0
s2,1,0.179377,1.802781,[244 211] ; [32 39],[238.74524715 216.25475285] ; [37.25475285 33.74524715],0
s5,1,0.184141,1.76388,[180 267] ; [22 47],[174.98837209 272.01162791] ; [27.01162791 41.98837209],0
p8,1,0.187034,1.740831,[314 139] ; [43 27],[309.21797323 143.78202677] ; [47.78202677 22.21797323],0
p4,1,0.189033,1.725135,[322 134] ; [44 26],[317.29277567 138.70722433] ; [48.70722433 21.29277567],0
p9,1,0.21364,1.546585,[401  53] ; [59 12],[397.79047619  56.20952381] ; [62.20952381  8.79047619],0
b4,1,0.230187,1.439705,[255 202] ; [45 26],[259.65909091 197.34090909] ; [40.34090909 30.65909091],0
r3,1,0.238848,1.387383,[451   5] ; [69  2],[449.943074   6.056926] ; [70.056926  0.943074],0
s3,1,0.286079,1.137981,[270 183] ; [37 33],[265.91013384 187.08986616] ; [41.08986616 28.91013384],0
b1,1,0.30003,1.07406,[184 273] ; [24 47],[180.03030303 276.96969697] ; [27.96969697 43.03030303],0
n6,1,0.342748,0.900124,[397  56] ; [65  6],[399.40076336  53.59923664] ; [62.59923664  8.40076336],0
b3,1,0.411539,0.674351,[112 171] ; [16 32],[109.43806647 173.56193353] ; [18.56193353 29.43806647],0
b2,1,0.411539,0.674351,[112 171] ; [16 32],[109.43806647 173.56193353] ; [18.56193353 29.43806647],0
v3,1,0.508609,0.436927,[195 246] ; [28 42],[192.45205479 248.54794521] ; [30.54794521 39.45205479],0
p1,1,0.546842,0.363005,[ 41 413] ; [ 8 63],[ 42.37333333 411.62666667] ; [ 6.62666667 64.37333333],0
n3,1,0.679399,0.170803,[61 11] ; [17  4],[60.38709677 11.61290323] ; [17.61290323  3.38709677],0
s4,1,0.72522,0.123546,[ 75 376] ; [13 58],[ 76.03065134 374.96934866] ; [11.96934866 59.03065134],0
u4,1,0.747014,0.104057,[  9 448] ; [ 1 70],[  8.65530303 448.34469697] ; [ 1.34469697 69.65530303],0
p5,1,0.787855,0.072413,[ 65 390] ; [11 60],[ 65.74144487 389.25855513] ; [10.25855513 60.74144487],0
p6,1,0.814795,0.05487,[224 230] ; [33 36],[223.09369025 230.90630975] ; [33.90630975 35.09369025],0
n2,1,0.87834,0.023432,[56 16] ; [16  5],[55.74193548 16.25806452] ; [16.25806452  4.74193548],0
p3,1,0.892461,0.018276,[280 176] ; [43 28],[279.48387097 176.51612903] ; [43.51612903 27.48387097],0
n1,1,0.920514,0.009957,[24 47] ; [ 7 13],[24.18681319 46.81318681] ; [ 6.81318681 13.18681319],0
u2,1,0.926395,0.008534,[60 50] ; [15 13],[59.7826087 50.2173913] ; [15.2173913 12.7826087],0
s1,1,0.93732,0.006184,[ 12 440] ; [ 2 69],[ 12.09942639 439.90057361] ; [ 1.90057361 69.09942639],0
p12,1,0.977631,0.000786,[ 38 417] ; [ 6 65],[ 38.0608365 416.9391635] ; [ 5.9391635 65.0608365],0
