Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,37.306132,[ 22 323] ; [14 24],[ 32.42819843 312.57180157] ; [ 3.57180157 34.42819843],1
s5,1,1e-06,24.424146,[ 71 271] ; [20 14],[ 82.7712766 259.2287234] ; [ 8.2287234 25.7712766],1
p12,1,8.4e-05,15.460264,[ 13 332] ; [ 7 30],[ 18.06282723 326.93717277] ; [ 1.93717277 35.06282723],1
p4,1,0.000135,14.570695,[175 169] ; [31  6],[185.99475066 158.00524934] ; [20.00524934 16.99475066],1
p3,1,0.000224,13.619682,[137 207] ; [27 11],[147.68586387 196.31413613] ; [16.31413613 21.68586387],1
p6,1,0.001523,10.05051,[ 90 250] ; [19 18],[ 98.30238727 241.69761273] ; [10.69761273 26.30238727],0
s6,1,0.0178,5.615775,[175 167] ; [24  9],[181.488 160.512] ; [17.512 15.488],0
p8,1,0.025525,4.987927,[150 190] ; [24 14],[156.50793651 183.49206349] ; [17.49206349 20.50793651],0
d2,1,0.028451,4.800507,[143 198] ; [23 15],[149.35620053 191.64379947] ; [16.64379947 21.35620053],0
r2,1,0.031597,4.620255,[315  28] ; [30  7],[311.40789474  31.59210526] ; [33.59210526  3.40789474],0
a1,1,0.037906,4.309222,[ 17 329] ; [ 5 33],[ 19.82291667 326.17708333] ; [ 2.17708333 35.82291667],0
s4,1,0.038528,4.281545,[ 54 287] ; [ 1 34],[ 49.88031915 291.11968085] ; [ 5.11968085 29.88031915],0
p7,1,0.042766,4.104629,[188 150] ; [27 10],[193.78666667 144.21333333] ; [21.21333333 15.78666667],0
b2,1,0.04493,4.021277,[ 58 130] ; [14 14],[ 62.66666667 125.33333333] ; [ 9.33333333 18.66666667],0
b3,1,0.04493,4.021277,[ 58 130] ; [14 14],[ 62.66666667 125.33333333] ; [ 9.33333333 18.66666667],0
u1,1,0.04859,3.889464,[ 49 297] ; [10 28],[ 53.16145833 292.83854167] ; [ 5.83854167 32.16145833],0
n3,1,0.065673,3.38798,[60 26] ; [2 4],[57.95652174 28.04347826] ; [4.04347826 1.95652174],0
