Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.695143,[26  4] ; [36 59],[14.88 15.12] ; [47.12 47.88],1
s2,1,1.4e-05,18.839937,[22  9] ; [26 69],[11.80952381 19.19047619] ; [36.19047619 58.80952381],1
s7,1,0.000171,14.127343,[16 13] ; [17 72],[ 8.11016949 20.88983051] ; [24.88983051 64.11016949],1
v1,1,0.002294,9.298357,[19 10] ; [32 63],[11.92741935 17.07258065] ; [39.07258065 55.92741935],0
s3,1,0.002464,9.166887,[20 11] ; [32 63],[12.79365079 18.20634921] ; [39.20634921 55.79365079],0
p6,1,0.002715,8.990068,[ 8 23] ; [ 6 89],[ 3.44444444 27.55555556] ; [10.55555556 84.44444444],0
a8,1,0.002795,8.936398,[ 5 24] ; [ 2 88],[ 1.70588235 27.29411765] ; [ 5.29411765 84.70588235],0
p9,1,0.006987,7.276285,[24  5] ; [51 42],[17.82786885 11.17213115] ; [57.17213115 35.82786885],0
s5,1,0.010092,6.618618,[12 16] ; [17 73],[ 6.88135593 21.11864407] ; [22.11864407 67.88135593],0
r4,1,0.022066,5.240583,[28  3] ; [67 29],[23.18897638  7.81102362] ; [71.81102362 24.18897638],0
p1,1,0.025263,5.005772,[ 5 26] ; [ 4 91],[ 2.21428571 28.78571429] ; [ 6.78571429 88.21428571],0
v4,1,0.03367,4.511385,[30  1] ; [77 18],[26.32539683  4.67460317] ; [80.67460317 14.32539683],0
n1,1,0.075193,3.165848,[6 5] ; [ 9 26],[3.58695652 7.41304348] ; [11.41304348 23.58695652],0
a1,1,0.084634,2.97358,[ 2 29] ; [ 1 95],[ 0.73228346 30.26771654] ; [ 2.26771654 93.73228346],0
p10,1,0.086933,2.930278,[19 10] ; [45 50],[14.96774194 14.03225806] ; [49.03225806 45.96774194],0
u3,1,0.097536,2.745378,[10  2] ; [24 18],[7.55555556 4.44444444] ; [26.44444444 15.55555556],0
d3,1,0.105004,2.62784,[16 15] ; [65 31],[19.77165354 11.22834646] ; [61.22834646 34.77165354],0
p3,1,0.121652,2.395925,[10 21] ; [18 77],[ 6.88888889 24.11111111] ; [21.11111111 73.88888889],0
r1,1,0.158727,1.98631,[25  6] ; [64 31],[21.8968254  9.1031746] ; [67.1031746 27.8968254],0
r3,1,0.173064,1.856196,[30  1] ; [85 11],[28.07086614  2.92913386] ; [86.92913386  9.07086614],0
p4,1,0.177145,1.821416,[12 19] ; [25 71],[ 9.03149606 21.96850394] ; [27.96850394 68.03149606],0
d1,1,0.325854,0.965304,[13 18] ; [50 46],[15.37795276 15.62204724] ; [47.62204724 48.37795276],0
u1,1,0.334156,0.932724,[ 4 27] ; [ 7 89],[ 2.68503937 28.31496063] ; [ 8.31496063 87.68503937],0
u2,1,0.346843,0.884972,[8 3] ; [24 18],[6.64150943 4.35849057] ; [25.35849057 16.64150943],0
a7,1,0.370809,0.800952,[20 11] ; [70 26],[21.96850394  9.03149606] ; [68.03149606 27.96850394],0
p11,1,0.370925,0.800562,[19 12] ; [50 46],[16.84251969 14.15748031] ; [52.15748031 43.84251969],0
n3,1,0.371441,0.798838,[8 3] ; [19 14],[6.75 4.25] ; [20.25 12.75],0
d4,1,0.37362,0.791589,[24  7] ; [81 15],[25.62992126  5.37007874] ; [79.37007874 16.62992126],0
a6,1,0.387458,0.746906,[16 15] ; [58 38],[18.06299213 12.93700787] ; [55.93700787 40.06299213],0
b4,1,0.405392,0.692275,[21 10] ; [57 39],[19.03937008 11.96062992] ; [58.96062992 37.03937008],0
a5,1,0.51147,0.431058,[16 15] ; [56 40],[17.57480315 13.42519685] ; [54.42519685 41.57480315],0
d2,1,0.513388,0.427156,[13 18] ; [34 62],[11.47244094 19.52755906] ; [35.52755906 60.47244094],0
b5,1,0.582928,0.301524,[17 14] ; [58 38],[18.30708661 12.69291339] ; [56.69291339 39.30708661],0
p2,1,0.621634,0.243577,[19 12] ; [54 42],[17.81889764 13.18110236] ; [55.18110236 40.81889764],0
a3,1,0.621634,0.243577,[19 12] ; [54 42],[17.81889764 13.18110236] ; [55.18110236 40.81889764],0
v2,1,0.6305,0.231383,[15 13] ; [45 48],[13.88429752 14.11570248] ; [46.11570248 46.88429752],0
p8,1,0.633657,0.227135,[ 5 26] ; [19 76],[ 5.9047619 25.0952381] ; [18.0952381 76.9047619],0
s4,1,0.640959,0.217491,[ 7 24] ; [18 78],[ 6.1023622 24.8976378] ; [18.8976378 77.1023622],0
r2,1,0.646312,0.210582,[28  3] ; [82 12],[27.28  3.72] ; [82.72 11.28],0
n2,1,0.650844,0.204838,[7 4] ; [19 15],[6.35555556 4.64444444] ; [19.64444444 14.35555556],0
n4,1,0.659158,0.194549,[13 18] ; [36 60],[11.96062992 19.03937008] ; [37.03937008 58.96062992],0
b1,1,0.660883,0.192453,[12 19] ; [33 63],[10.98425197 20.01574803] ; [34.01574803 61.98425197],0
a2,1,0.672032,0.179234,[ 3 28] ; [12 84],[ 3.66141732 27.33858268] ; [11.33858268 84.66141732],0
p12,1,0.701614,0.146798,[ 1 29] ; [ 2 93],[ 0.72 29.28] ; [ 2.28 92.72],0
v3,1,0.73823,0.111688,[ 8 19] ; [24 67],[ 7.3220339 19.6779661] ; [24.6779661 66.3220339],0
b2,1,0.814793,0.054872,[ 8 12] ; [17 29],[ 7.57575758 12.42424242] ; [17.42424242 28.57575758],0
b3,1,0.814793,0.054872,[ 8 12] ; [17 29],[ 7.57575758 12.42424242] ; [17.42424242 28.57575758],0
a4,1,0.821421,0.050949,[12 19] ; [35 61],[11.47244094 19.52755906] ; [35.52755906 60.47244094],0
d5,1,0.836219,0.042738,[24  7] ; [76 20],[24.40944882  6.59055118] ; [75.59055118 20.40944882],0
n6,1,0.867896,0.027666,[17 14] ; [51 45],[16.5984252 14.4015748] ; [51.4015748 44.5984252],0
p5,1,0.954696,0.003227,[ 1 29] ; [ 3 93],[ 0.95238095 29.04761905] ; [ 3.04761905 92.95238095],0
