Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.000262,13.321824,[3 4] ; [86  9],[6.10784314 0.89215686] ; [82.89215686 12.10784314],1
r3,1,0.001084,10.677944,[4 3] ; [88  6],[6.37623762 0.62376238] ; [85.62376238  8.37623762],0
p11,1,0.010923,6.47786,[1 6] ; [60 35],[4.18627451 2.81372549] ; [56.81372549 38.18627451],0
r4,1,0.017731,5.62255,[3 4] ; [77 18],[5.49019608 1.50980392] ; [74.50980392 20.49019608],0
n6,1,0.017951,5.600961,[2 5] ; [68 27],[4.80392157 2.19607843] ; [65.19607843 29.80392157],0
a5,1,0.018433,5.554501,[1 6] ; [57 38],[3.98039216 3.01960784] ; [54.01960784 40.98039216],0
r1,1,0.029823,4.719491,[3 4] ; [75 20],[5.35294118 1.64705882] ; [72.64705882 22.35294118],0
d5,1,0.03754,4.325732,[3 4] ; [74 21],[5.28431373 1.71568627] ; [71.71568627 23.28431373],0
s3,1,0.053376,3.732106,[1 6] ; [49 45],[3.46534653 3.53465347] ; [46.53465347 47.46534653],0
s6,1,0.067941,3.33207,[1 6] ; [47 47],[3.32673267 3.67326733] ; [44.67326733 49.32673267],0
d1,1,0.071851,3.240226,[1 6] ; [47 48],[3.29411765 3.70588235] ; [44.70588235 50.29411765],0
d2,1,0.07621,3.143935,[1 6] ; [46 48],[3.25742574 3.74257426] ; [43.74257426 50.25742574],0
p8,1,0.110257,2.550541,[1 6] ; [43 52],[3.01960784 3.98039216] ; [40.98039216 54.01960784],0
b5,1,0.147397,2.09898,[6 1] ; [55 40],[4.18627451 2.81372549] ; [56.81372549 38.18627451],0
s2,1,0.158447,1.988987,[1 6] ; [38 54],[2.75757576 4.24242424] ; [36.24242424 55.75757576],0
n2,1,0.237663,1.394403,[2 2] ; [24  7],[2.97142857 1.02857143] ; [23.02857143  7.97142857],0
b1,1,0.335611,0.927124,[5 2] ; [50 45],[3.7745098 3.2254902] ; [51.2254902 43.7745098],0
v3,1,0.346813,0.885085,[1 6] ; [29 64],[2.1 4.9] ; [27.9 65.1],0
p10,1,0.354808,0.856187,[1 6] ; [29 65],[2.07920792 4.92079208] ; [27.92079208 66.07920792],0
p7,1,0.355382,0.854146,[3 4] ; [57 37],[4.15841584 2.84158416] ; [55.84158416 38.15841584],0
v2,1,0.393808,0.727153,[2 5] ; [42 51],[3.08 3.92] ; [40.92 52.08],0
d4,1,0.429832,0.623278,[4 3] ; [67 27],[4.92079208 2.07920792] ; [66.07920792 27.92079208],0
a3,1,0.438184,0.601032,[3 4] ; [55 40],[3.98039216 3.01960784] ; [54.01960784 40.98039216],0
n4,1,0.457502,0.551999,[4 3] ; [67 28],[4.87254902 2.12745098] ; [66.12745098 28.87254902],0
a7,1,0.469498,0.523158,[4 3] ; [66 28],[4.85148515 2.14851485] ; [65.14851485 28.85148515],0
n5,1,0.472039,0.517198,[3 4] ; [54 41],[3.91176471 3.08823529] ; [53.08823529 41.91176471],0
p4,1,0.579671,0.306767,[3 4] ; [51 44],[3.70588235 3.29411765] ; [50.29411765 44.70588235],0
a8,1,0.601344,0.272973,[1 6] ; [ 7 76],[0.62222222 6.37777778] ; [ 7.37777778 75.62222222],0
d3,1,0.621771,0.243386,[4 3] ; [63 32],[4.59803922 2.40196078] ; [62.40196078 32.59803922],0
p3,1,0.646296,0.210602,[2 5] ; [35 59],[2.56435644 4.43564356] ; [34.43564356 59.56435644],0
s5,1,0.685906,0.163554,[1 6] ; [19 73],[1.41414141 5.58585859] ; [18.58585859 73.41414141],0
a6,1,0.707405,0.140883,[4 3] ; [61 34],[4.46078431 2.53921569] ; [60.53921569 34.46078431],0
b4,1,0.707405,0.140883,[4 3] ; [61 34],[4.46078431 2.53921569] ; [60.53921569 34.46078431],0
s4,1,0.732407,0.116913,[1 6] ; [18 74],[1.34343434 5.65656566] ; [17.65656566 74.34343434],0
a2,1,0.808992,0.058432,[1 6] ; [17 78],[1.23529412 5.76470588] ; [16.76470588 78.23529412],0
a4,1,0.810449,0.057527,[2 5] ; [31 63],[2.28712871 4.71287129] ; [30.71287129 63.28712871],0
n3,1,0.826538,0.048024,[3 1] ; [23 10],[2.81081081 1.18918919] ; [23.18918919  9.81081081],0
v1,1,0.881716,0.02214,[3 4] ; [38 57],[2.81372549 4.18627451] ; [38.18627451 56.81372549],0
b3,1,0.939268,0.005805,[1 3] ; [14 46],[0.9375 3.0625] ; [14.0625 45.9375],0
b2,1,0.939268,0.005805,[1 3] ; [14 46],[0.9375 3.0625] ; [14.0625 45.9375],0
p6,1,0.985968,0.000309,[2 5] ; [26 66],[1.97979798 5.02020202] ; [26.02020202 65.97979798],0
