Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.381863,[ 1 16] ; [68 18],[11.38834951  5.61165049] ; [57.61165049 28.38834951],1
r3,1,1e-06,23.193672,[ 5 11] ; [74 12],[12.39215686  3.60784314] ; [66.60784314 19.39215686],1
a1,1,6e-06,20.647476,[ 5 12] ; [ 1 85],[ 0.99029126 16.00970874] ; [ 5.00970874 80.99029126],1
p2,1,0.000193,13.89586,[ 5 12] ; [65 21],[11.55339806  5.44660194] ; [58.44660194 27.55339806],1
p11,1,0.000193,13.89586,[ 5 12] ; [65 21],[11.55339806  5.44660194] ; [58.44660194 27.55339806],1
r2,1,0.000873,11.079813,[9 8] ; [75 11],[13.86407767  3.13592233] ; [70.13592233 15.86407767],1
r1,1,0.002078,9.478948,[ 4 13] ; [55 31],[9.73786408 7.26213592] ; [49.26213592 36.73786408],0
n6,1,0.002355,9.250129,[ 6 11] ; [63 23],[11.38834951  5.61165049] ; [57.61165049 28.38834951],0
p10,1,0.004104,8.237319,[ 5 11] ; [58 26],[10.08  5.92] ; [52.92 31.08],0
u2,1,0.004483,8.076846,[ 1 10] ; [24 18],[5.18867925 5.81132075] ; [19.81132075 22.18867925],0
p9,1,0.010653,6.522254,[7 9] ; [62 20],[11.26530612  4.73469388] ; [57.73469388 24.26530612],0
p7,1,0.014752,5.945864,[ 4 13] ; [47 37],[8.58415842 8.41584158] ; [42.41584158 41.58415842],0
p3,1,0.015185,5.894917,[ 2 15] ; [37 49],[ 6.4368932 10.5631068] ; [32.5631068 53.4368932],0
n3,1,0.017383,5.657287,[4 6] ; [21  5],[6.94444444 3.05555556] ; [18.05555556  7.94444444],0
p4,1,0.01783,5.612793,[ 3 14] ; [42 44],[7.42718447 9.57281553] ; [37.57281553 48.42718447],0
v2,1,0.020836,5.340475,[ 2 14] ; [35 46],[6.10309278 9.89690722] ; [30.89690722 50.10309278],0
a6,1,0.021715,5.268504,[ 6 11] ; [56 30],[10.23300971  6.76699029] ; [51.76699029 34.23300971],0
p8,1,0.037222,4.340236,[ 4 13] ; [42 40],[7.8989899 9.1010101] ; [38.1010101 43.8989899],0
n2,1,0.053843,3.717569,[4 6] ; [20  7],[6.48648649 3.51351351] ; [17.51351351  9.48648649],0
u3,1,0.058034,3.592688,[2 9] ; [21 21],[4.77358491 6.22641509] ; [18.22641509 23.77358491],0
d5,1,0.061096,3.507368,[ 4 13] ; [41 44],[7.5 9.5] ; [37.5 47.5],0
s1,1,0.068002,3.330612,[ 2 15] ; [ 2 83],[ 0.66666667 16.33333333] ; [ 3.33333333 81.66666667],0
s6,1,0.089353,2.885986,[ 3 14] ; [33 51],[ 6.05940594 10.94059406] ; [29.94059406 54.05940594],0
p6,1,0.095581,2.777778,[ 2 14] ; [28 56],[ 4.8 11.2] ; [25.2 58.8],0
b5,1,0.097504,2.745901,[ 7 10] ; [54 32],[10.06796117  6.93203883] ; [50.93203883 35.06796117],0
s4,1,0.144116,2.133449,[ 4 13] ; [ 9 76],[ 2.16666667 14.83333333] ; [10.83333333 74.16666667],0
a5,1,0.170373,1.879661,[ 6 11] ; [46 40],[8.58252427 8.41747573] ; [43.41747573 42.58252427],0
s7,1,0.275867,1.18734,[ 2 15] ; [19 61],[ 3.68041237 13.31958763] ; [17.31958763 62.68041237],0
p1,1,0.308715,1.036165,[ 3 14] ; [ 8 78],[ 1.81553398 15.18446602] ; [ 9.18446602 76.81553398],0
a3,1,0.315458,1.007683,[ 6 10] ; [44 42],[7.84313725 8.15686275] ; [42.15686275 43.84313725],0
n5,1,0.321077,0.984556,[14  3] ; [60 25],[12.33333333  4.66666667] ; [61.66666667 23.33333333],0
b3,1,0.361678,0.832059,[5 5] ; [17 32],[3.72881356 6.27118644] ; [18.27118644 30.72881356],0
b2,1,0.361678,0.832059,[5 5] ; [17 32],[3.72881356 6.27118644] ; [18.27118644 30.72881356],0
a7,1,0.42219,0.644211,[8 9] ; [49 36],[9.5 7.5] ; [47.5 37.5],0
u1,1,0.425526,0.635002,[ 1 16] ; [ 2 84],[ 0.49514563 16.50485437] ; [ 2.50485437 83.49514563],0
s8,1,0.425942,0.633862,[ 2 15] ; [17 68],[ 3.16666667 13.83333333] ; [15.83333333 69.16666667],0
v3,1,0.515961,0.421959,[ 3 14] ; [21 63],[ 4.03960396 12.96039604] ; [19.96039604 64.03960396],0
a8,1,0.517311,0.419251,[ 1 16] ; [ 9 72],[ 1.73469388 15.26530612] ; [ 8.26530612 72.73469388],0
n4,1,0.540327,0.374933,[12  5] ; [54 32],[10.89320388  6.10679612] ; [55.10679612 30.89320388],0
d3,1,0.580575,0.305307,[ 3 14] ; [20 64],[ 3.87128713 13.12871287] ; [19.12871287 64.87128713],0
n1,1,0.613642,0.254905,[5 5] ; [11 16],[4.32432432 5.67567568] ; [11.67567568 15.32432432],0
d1,1,0.640616,0.217937,[ 1 16] ; [ 3 83],[ 0.66019417 16.33980583] ; [ 3.33980583 82.66019417],0
a4,1,0.66498,0.18753,[ 5 12] ; [21 65],[ 4.29126214 12.70873786] ; [21.70873786 64.29126214],0
d2,1,0.783014,0.075842,[ 4 13] ; [23 63],[ 4.45631068 12.54368932] ; [22.54368932 63.45631068],0
v1,1,0.784577,0.074725,[ 7 10] ; [32 53],[ 6.5 10.5] ; [32.5 52.5],0
b1,1,0.827655,0.047398,[8 9] ; [38 48],[7.59223301 9.40776699] ; [38.40776699 47.59223301],0
p12,1,0.860964,0.030677,[ 1 16] ; [ 6 79],[ 1.16666667 15.83333333] ; [ 5.83333333 79.16666667],0
b4,1,0.897086,0.01673,[8 9] ; [39 47],[7.75728155 9.24271845] ; [39.24271845 46.75728155],0
a2,1,0.987183,0.000258,[ 2 15] ; [10 76],[ 1.98058252 15.01941748] ; [10.01941748 75.98058252],0
