Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,102.603975,[226  17] ; [21 37],[199.40531561  43.59468439] ; [47.59468439 10.40531561],1
p11,1,0.0,36.620615,[213  30] ; [32 28],[196.48514851  46.51485149] ; [48.51485149 11.48514851],1
n5,1,0.0,29.00058,[187  53] ; [25 34],[170.16722408  69.83277592] ; [41.83277592 17.16722408],1
r4,1,6e-06,20.623705,[225  18] ; [43 17],[214.93069307  28.06930693] ; [53.06930693  6.93069307],1
p7,1,8e-05,15.564701,[148  93] ; [19 39],[134.60535117 106.39464883] ; [32.39464883 25.60535117],1
n6,1,0.000116,14.863309,[210  31] ; [39 20],[200.03  40.97] ; [48.97 10.03],1
p2,1,0.000127,14.681681,[204  39] ; [37 23],[193.27722772  49.72277228] ; [47.72277228 12.27722772],1
v4,1,0.000492,12.144424,[231   8] ; [51  9],[225.41137124  13.58862876] ; [56.58862876  3.41137124],1
p3,1,0.000512,12.073203,[117 126] ; [14 46],[105.05940594 137.94059406] ; [25.94059406 34.05940594],1
r3,1,0.001949,9.597147,[239   3] ; [54  5],[235.56810631   6.43189369] ; [57.43189369  1.56810631],0
p8,1,0.002089,9.469424,[118 121] ; [16 43],[107.46979866 131.53020134] ; [26.53020134 32.46979866],0
n4,1,0.003669,8.440841,[189  54] ; [35 24],[180.2384106  62.7615894] ; [43.7615894 15.2384106],0
s8,1,0.004894,7.918036,[104 137] ; [14 46],[ 94.47840532 146.52159468] ; [23.52159468 36.47840532],0
r1,1,0.006165,7.501471,[211  30] ; [44 16],[204.16943522  36.83056478] ; [50.83056478  9.16943522],0
v3,1,0.009874,6.657539,[137 101] ; [22 35],[128.2779661 109.7220339] ; [30.7220339 26.2779661],0
a5,1,0.011668,6.360615,[195  48] ; [39 21],[187.66336634  55.33663366] ; [46.33663366 13.66336634],0
r2,1,0.014208,6.012174,[228   9] ; [52  7],[224.18918919  12.81081081] ; [55.81081081  3.18918919],0
a3,1,0.015712,5.834856,[187  56] ; [37 23],[179.64356436  63.35643564] ; [44.35643564 15.64356436],0
s7,1,0.022684,5.192569,[112 121] ; [19 41],[104.17406143 128.82593857] ; [26.82593857 33.17406143],0
u3,1,0.051017,3.807716,[33 23] ; [ 8 15],[29.06329114 26.93670886] ; [11.93670886 11.06329114],0
