Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.315492,[25 23] ; [ 21 108],[12.47457627 35.52542373] ; [33.52542373 95.47457627],1
s2,1,0.000592,11.802231,[24 24] ; [30 99],[14.6440678 33.3559322] ; [39.3559322 89.6440678],1
s6,1,0.000645,11.640212,[31 17] ; [46 82],[21. 27.] ; [56. 72.],1
s3,1,0.001037,10.760265,[28 20] ; [39 86],[18.58959538 29.41040462] ; [48.41040462 76.58959538],0
a2,1,0.016628,5.735205,[11 37] ; [ 12 117],[ 6.23728814 41.76271186] ; [ 16.76271186 112.23728814],0
u1,1,0.01698,5.698421,[ 8 40] ; [  7 122],[ 4.06779661 43.93220339] ; [ 10.93220339 118.06779661],0
n4,1,0.017492,5.646281,[27 21] ; [47 82],[20.06779661 27.93220339] ; [53.93220339 75.06779661],0
a3,1,0.019978,5.413802,[36 12] ; [72 57],[29.28813559 18.71186441] ; [78.71186441 50.28813559],0
u2,1,0.020991,5.327531,[10  1] ; [30 26],[6.56716418 4.43283582] ; [33.43283582 22.56716418],0
a5,1,0.02471,5.044109,[35 13] ; [70 59],[28.47457627 19.52542373] ; [76.52542373 52.47457627],0
d2,1,0.025405,4.996077,[24 24] ; [41 88],[17.62711864 30.37288136] ; [47.37288136 81.62711864],0
p5,1,0.027209,4.877469,[ 3 44] ; [  1 128],[ 1.06818182 45.93181818] ; [  2.93181818 126.06818182],0
d3,1,0.036175,4.388856,[38 10] ; [80 48],[32.18181818 15.81818182] ; [85.81818182 42.18181818],0
r4,1,0.036343,4.380947,[43  5] ; [97 32],[37.96610169 10.03389831] ; [102.03389831  26.96610169],0
p11,1,0.039057,4.258369,[38 10] ; [81 48],[32.27118644 15.72881356] ; [86.72881356 42.27118644],0
u3,1,0.039981,4.218682,[10  2] ; [28 27],[6.80597015 5.19402985] ; [31.19402985 23.80597015],0
p10,1,0.042362,4.120672,[34 14] ; [69 59],[28.09090909 19.90909091] ; [74.90909091 53.09090909],0
p9,1,0.054026,3.711909,[36 11] ; [78 50],[30.61714286 16.38285714] ; [83.38285714 44.61714286],0
v1,1,0.058149,3.589404,[21 25] ; [38 88],[15.77906977 30.22093023] ; [43.22093023 82.77906977],0
a8,1,0.064009,3.430346,[ 6 39] ; [  6 115],[ 3.25301205 41.74698795] ; [  8.74698795 112.25301205],0
s4,1,0.084657,2.973148,[10 38] ; [ 14 115],[ 6.50847458 41.49152542] ; [ 17.49152542 111.50847458],0
d1,1,0.113546,2.504166,[28 20] ; [58 71],[23.3220339 24.6779661] ; [62.6779661 66.3220339],0
r1,1,0.127889,2.31794,[38 10] ; [87 42],[33.89830508 14.10169492] ; [91.10169492 37.89830508],0
v3,1,0.140301,2.174651,[15 28] ; [29 95],[11.32934132 31.67065868] ; [32.67065868 91.32934132],0
b1,1,0.142235,2.153615,[15 33] ; [56 73],[19.25423729 28.74576271] ; [51.74576271 77.25423729],0
r2,1,0.161327,1.961746,[44  3] ; [109  18],[41.32758621  5.67241379] ; [111.67241379  15.32758621],0
r3,1,0.167861,1.901941,[46  2] ; [115  14],[43.66101695  4.33898305] ; [117.33898305  11.66101695],0
d5,1,0.172344,1.862434,[38 10] ; [88 40],[34.36363636 13.63636364] ; [91.63636364 36.36363636],0
n6,1,0.198175,1.655771,[33 15] ; [75 54],[29.28813559 18.71186441] ; [78.71186441 50.28813559],0
a6,1,0.207592,1.588143,[35 13] ; [81 48],[31.45762712 16.54237288] ; [84.54237288 44.45762712],0
p4,1,0.209643,1.573888,[23 25] ; [48 80],[19.36363636 28.63636364] ; [51.63636364 76.36363636],0
p3,1,0.211496,1.561158,[19 29] ; [38 90],[15.54545455 32.45454545] ; [41.45454545 86.54545455],0
p7,1,0.301524,1.067443,[28 19] ; [65 63],[24.97714286 22.02285714] ; [68.02285714 59.97714286],0
n1,1,0.363045,0.827334,[3 7] ; [ 8 38],[1.96428571 8.03571429] ; [ 9.03571429 36.96428571],0
p2,1,0.377908,0.777495,[38 10] ; [93 35],[35.72727273 12.27272727] ; [95.27272727 32.72727273],0
v2,1,0.399993,0.708347,[24 20] ; [58 65],[21.60479042 22.39520958] ; [60.39520958 62.60479042],0
b4,1,0.436799,0.604678,[31 17] ; [75 54],[28.74576271 19.25423729] ; [77.25423729 51.74576271],0
p6,1,0.482964,0.492164,[11 35] ; [ 24 102],[ 9.36046512 36.63953488] ; [ 25.63953488 100.36046512],0
p1,1,0.484423,0.488889,[ 2 46] ; [  9 119],[ 3. 45.] ; [  8. 120.],0
a4,1,0.509697,0.434689,[17 31] ; [39 90],[15.18644068 32.81355932] ; [40.81355932 88.18644068],0
a1,1,0.511024,0.43197,[ 2 46] ; [  3 126],[ 1.3559322 46.6440678] ; [  3.6440678 125.3559322],0
a7,1,0.551631,0.354404,[37 11] ; [93 35],[35.45454545 12.54545455] ; [94.54545455 33.45454545],0
v4,1,0.555468,0.347613,[43  4] ; [114  15],[41.92613636  5.07386364] ; [115.07386364  13.92613636],0
n3,1,0.592899,0.28584,[8 2] ; [33 13],[7.32142857 2.67857143] ; [33.67857143 12.32142857],0
b5,1,0.616529,0.250777,[31 17] ; [78 51],[29.55932203 18.44067797] ; [79.44067797 49.55932203],0
p8,1,0.638771,0.220353,[21 27] ; [51 77],[19.63636364 28.36363636] ; [52.36363636 75.63636364],0
n2,1,0.643736,0.213889,[7 3] ; [28 17],[6.36363636 3.63636364] ; [28.63636364 16.36363636],0
d4,1,0.653932,0.200979,[38 10] ; [98 31],[36.88135593 11.11864407] ; [99.11864407 29.88135593],0
b3,1,0.912053,0.012199,[ 8 23] ; [18 49],[ 8.2244898 22.7755102] ; [17.7755102 49.2244898],0
b2,1,0.912053,0.012199,[ 8 23] ; [18 49],[ 8.2244898 22.7755102] ; [17.7755102 49.2244898],0
p12,1,0.923197,0.009294,[ 1 47] ; [  3 126],[ 1.08474576 46.91525424] ; [  2.91525424 126.08474576],0
