Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.003255,8.658574,[ 30 104] ; [4 1],[ 32.77697842 101.22302158] ; [1.22302158 3.77697842],0
s7,1,0.008928,6.83719,[32 90] ; [4 1],[34.58267717 87.41732283] ; [1.41732283 3.58267717],0
s6,1,0.093336,2.81587,[56 77] ; [4 1],[57.82608696 75.17391304] ; [2.17391304 2.82608696],0
p3,1,0.105412,2.62169,[36 98] ; [3 2],[37.5971223 96.4028777] ; [1.4028777 3.5971223],0
s5,1,0.143619,2.138746,[ 20 110] ; [2 3],[ 21.18518519 108.81481481] ; [0.81481481 4.18518519],0
p7,1,0.146914,2.104008,[51 80] ; [3 1],[52.4 78.6] ; [1.6 2.4],0
b1,1,0.156798,2.004842,[64 70] ; [4 1],[65.55395683 68.44604317] ; [2.44604317 2.55395683],0
p4,1,0.197583,1.66015,[43 90] ; [3 2],[44.33333333 88.66666667] ; [1.66666667 3.33333333],0
p11,1,0.210081,1.570869,[69 65] ; [4 1],[70.37410072 63.62589928] ; [2.62589928 2.37410072],0
u1,1,0.210674,1.566787,[  8 126] ; [1 4],[  8.67625899 125.32374101] ; [0.32374101 4.67625899],0
p10,1,0.222541,1.487908,[69 63] ; [4 1],[70.33576642 61.66423358] ; [2.66423358 2.33576642],0
a6,1,0.243697,1.359079,[87 46] ; [2 3],[85.77536232 47.22463768] ; [3.22463768 1.77536232],0
b4,1,0.273018,1.201522,[74 60] ; [4 1],[75.1942446 58.8057554] ; [2.8057554 2.1942446],0
b5,1,0.273018,1.201522,[74 60] ; [4 1],[75.1942446 58.8057554] ; [2.8057554 2.1942446],0
v1,1,0.278566,1.174072,[47 83] ; [3 2],[48.14814815 81.85185185] ; [1.85185185 3.14814815],0
v2,1,0.359932,0.83813,[49 75] ; [3 2],[49.98449612 74.01550388] ; [2.01550388 2.98449612],0
p2,1,0.378473,0.775657,[81 53] ; [4 1],[81.94244604 52.05755396] ; [3.05755396 1.94244604],0
d1,1,0.398697,0.712253,[55 79] ; [3 2],[55.91366906 78.08633094] ; [2.08633094 2.91366906],0
a5,1,0.430298,0.622018,[84 50] ; [4 1],[84.83453237 49.16546763] ; [3.16546763 1.83453237],0
v3,1,0.48001,0.49884,[32 92] ; [2 3],[32.68217054 91.31782946] ; [1.31782946 3.68217054],0
a7,1,0.486388,0.484507,[87 47] ; [4 1],[87.72661871 46.27338129] ; [3.27338129 1.72661871],0
s2,1,0.519424,0.415038,[45 88] ; [1 4],[44.33333333 88.66666667] ; [1.66666667 3.33333333],0
r4,1,0.52627,0.401589,[89 45] ; [4 1],[89.65467626 44.34532374] ; [3.34532374 1.65467626],0
n4,1,0.568071,0.325921,[71 63] ; [2 3],[70.37410072 63.62589928] ; [2.62589928 2.37410072],0
p8,1,0.580286,0.305773,[38 95] ; [2 3],[38.55072464 94.44927536] ; [1.44927536 3.55072464],0
d5,1,0.583135,0.301194,[91 42] ; [4 1],[91.55797101 41.44202899] ; [3.44202899 1.55797101],0
s3,1,0.589815,0.290633,[63 69] ; [3 2],[63.59124088 68.40875912] ; [2.40875912 2.59124088],0
r1,1,0.60548,0.26681,[92 41] ; [4 1],[92.52173913 40.47826087] ; [3.47826087 1.52173913],0
n1,1,0.691118,0.157878,[17 30] ; [1 1],[17.26530612 29.73469388] ; [0.73469388 1.26530612],0
n3,1,0.709147,0.13913,[29 17] ; [1 1],[28.75 17.25] ; [1.25 0.75],0
b2,1,0.790051,0.070886,[20 59] ; [1 4],[19.75 59.25] ; [1.25 3.75],0
b3,1,0.790051,0.070886,[20 59] ; [1 4],[19.75 59.25] ; [1.25 3.75],0
a4,1,0.793409,0.068584,[46 88] ; [2 3],[46.27338129 87.72661871] ; [1.72661871 3.27338129],0
a2,1,0.794591,0.067784,[ 21 113] ; [1 4],[ 21.20863309 112.79136691] ; [0.79136691 4.20863309],0
a3,1,0.885804,0.020626,[84 49] ; [3 2],[83.84782609 49.15217391] ; [3.15217391 1.84782609],0
r3,1,0.899772,0.015863,[104  30] ; [4 1],[104.11510791  29.88489209] ; [3.88489209 1.11510791],0
d2,1,0.913208,0.011879,[50 83] ; [2 3],[50.11594203 82.88405797] ; [1.88405797 3.11594203],0
n5,1,0.951886,0.003641,[55 78] ; [2 3],[54.93478261 78.06521739] ; [2.06521739 2.93478261],0
