Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001912,9.632432,[32 17] ; [ 8 20],[25.45454545 23.54545455] ; [14.54545455 13.45454545],0
r3,1,0.00689,7.301382,[45  4] ; [19  9],[40.72727273  8.27272727] ; [23.27272727  4.72727273],0
v4,1,0.007838,7.070178,[44  4] ; [19  9],[39.78947368  8.21052632] ; [23.21052632  4.78947368],0
s4,1,0.014617,5.96209,[ 6 43] ; [10 18],[10.18181818 38.81818182] ; [ 5.81818182 22.18181818],0
p2,1,0.02669,4.910769,[36 12] ; [14 14],[31.57894737 16.42105263] ; [18.42105263  9.57894737],0
b1,1,0.031139,4.64527,[19 30] ; [18 10],[23.54545455 25.45454545] ; [13.45454545 14.54545455],0
u3,1,0.038774,4.270737,[ 9 13] ; [10  3],[11.94285714 10.05714286] ; [7.05714286 5.94285714],0
p1,1,0.046491,3.963719,[ 2 46] ; [ 5 23],[ 4.42105263 43.57894737] ; [ 2.57894737 25.42105263],0
r2,1,0.05337,3.732304,[39  8] ; [17 10],[35.56756757 11.43243243] ; [20.43243243  6.56756757],0
n1,1,0.074247,3.186532,[ 2 16] ; [4 6],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
s7,1,0.103655,2.648388,[11 37] ; [11 16],[14.08 33.92] ; [ 7.92 19.08],0
n4,1,0.163045,1.945755,[18 31] ; [ 6 22],[15.27272727 33.72727273] ; [ 8.72727273 19.27272727],0
p11,1,0.208486,1.581908,[30 19] ; [13 15],[27.36363636 21.63636364] ; [15.63636364 12.36363636],0
v1,1,0.211504,1.561102,[12 35] ; [11 17],[14.41333333 32.58666667] ; [ 8.58666667 19.41333333],0
d4,1,0.219494,1.507675,[34 15] ; [23  5],[36.27272727 12.72727273] ; [20.72727273  7.27272727],0
v3,1,0.223182,1.483794,[13 35] ; [ 4 23],[10.88 37.12] ; [ 6.12 20.88],0
