Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001912,9.632432,[32 17] ; [ 8 20],[25.45454545 23.54545455] ; [14.54545455 13.45454545],0
b5,1,0.278717,1.173333,[34 15] ; [16 12],[31.81818182 17.18181818] ; [18.18181818  9.81818182],0
b4,1,0.279562,1.169218,[29 20] ; [13 15],[26.72727273 22.27272727] ; [15.27272727 12.72727273],0
d2,1,0.309751,1.031738,[17 32] ; [13 15],[19.09090909 29.90909091] ; [10.90909091 17.09090909],0
d1,1,0.309751,1.031738,[17 32] ; [13 15],[19.09090909 29.90909091] ; [10.90909091 17.09090909],0
a4,1,0.350725,0.870833,[11 38] ; [ 9 19],[12.72727273 36.27272727] ; [ 7.27272727 20.72727273],0
n3,1,0.3869,0.748663,[12  6] ; [5 5],[10.92857143  7.07142857] ; [6.07142857 3.92857143],0
p4,1,0.409679,0.679733,[20 28] ; [ 9 19],[18.31578947 29.68421053] ; [10.68421053 17.31578947],0
p7,1,0.418882,0.65345,[26 22] ; [12 15],[24.32 23.68] ; [13.68 13.32],0
a2,1,0.469613,0.522887,[ 3 46] ; [ 3 25],[ 3.81818182 45.18181818] ; [ 2.18181818 25.81818182],0
a1,1,0.469613,0.522887,[ 3 46] ; [ 3 25],[ 3.81818182 45.18181818] ; [ 2.18181818 25.81818182],0
s3,1,0.482748,0.49265,[17 30] ; [12 15],[18.41891892 28.58108108] ; [10.58108108 16.41891892],0
u1,1,0.560383,0.339041,[ 2 47] ; [ 2 26],[ 2.54545455 46.45454545] ; [ 1.45454545 26.54545455],0
p6,1,0.591002,0.288782,[11 35] ; [ 8 19],[11.97260274 34.02739726] ; [ 7.02739726 19.97260274],0
d5,1,0.666611,0.185592,[32 16] ; [20  8],[32.84210526 15.15789474] ; [19.15789474  8.84210526],0
v2,1,0.684594,0.165,[18 31] ; [ 9 19],[17.18181818 31.81818182] ; [ 9.81818182 18.18181818],0
u2,1,0.686254,0.16317,[12 10] ; [8 5],[12.57142857  9.42857143] ; [7.42857143 5.57142857],0
p9,1,0.696344,0.152304,[30 16] ; [17 11],[29.21621622 16.78378378] ; [17.78378378 10.21621622],0
p10,1,0.716372,0.131996,[25 21] ; [14 14],[24.24324324 21.75675676] ; [14.75675676 13.24324324],0
s5,1,0.722831,0.125796,[14 33] ; [ 7 20],[13.33783784 33.66216216] ; [ 7.66216216 19.33783784],0
n2,1,0.724263,0.124444,[12  6] ; [6 4],[11.57142857  6.42857143] ; [6.42857143 3.57142857],0
d3,1,0.735894,0.113768,[31 17] ; [17 11],[30.31578947 17.68421053] ; [17.68421053 10.31578947],0
s2,1,0.759679,0.093576,[21 28] ; [11 17],[20.36363636 28.63636364] ; [11.63636364 16.36363636],0
p3,1,0.76683,0.087926,[18 31] ; [ 9 18],[17.40789474 31.59210526] ; [ 9.59210526 17.40789474],0
a6,1,0.795917,0.066892,[23 26] ; [14 14],[23.54545455 25.45454545] ; [13.45454545 14.54545455],0
b3,1,0.805666,0.060526,[ 9 18] ; [ 7 12],[ 9.39130435 17.60869565] ; [ 6.60869565 12.39130435],0
b2,1,0.805666,0.060526,[ 9 18] ; [ 7 12],[ 9.39130435 17.60869565] ; [ 6.60869565 12.39130435],0
s6,1,0.820781,0.051321,[21 27] ; [13 15],[21.47368421 26.52631579] ; [12.52631579 15.47368421],0
a3,1,0.820781,0.051321,[27 21] ; [15 13],[26.52631579 21.47368421] ; [15.47368421 12.52631579],0
s1,1,0.861236,0.030556,[ 3 46] ; [ 2 26],[ 3.18181818 45.81818182] ; [ 1.81818182 26.18181818],0
a5,1,0.861236,0.030556,[20 29] ; [12 16],[20.36363636 28.63636364] ; [11.63636364 16.36363636],0
p8,1,0.888401,0.019692,[17 31] ; [10 17],[17.28 30.72] ; [ 9.72 17.28],0
p12,1,0.91138,0.012387,[ 2 47] ; [ 1 27],[ 1.90909091 47.09090909] ; [ 1.09090909 26.90909091],0
s8,1,0.960159,0.002495,[12 37] ; [ 7 21],[12.09090909 36.90909091] ; [ 6.90909091 21.09090909],0
a7,1,0.979137,0.000684,[31 17] ; [18 10],[30.94736842 17.05263158] ; [18.05263158  9.94736842],0
