Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.354173,[58  6] ; [31 26],[47.07438017 16.92561983] ; [41.92561983 15.07438017],1
v4,1,5.4e-05,16.315929,[60  3] ; [38 19],[51.45 11.55] ; [46.55 10.45],1
r3,1,8.5e-05,15.446951,[59  4] ; [37 20],[50.4 12.6] ; [45.6 11.4],1
p2,1,0.00331,8.628454,[46 18] ; [26 31],[38.08264463 25.91735537] ; [33.91735537 23.08264463],0
p10,1,0.003457,8.548851,[24 39] ; [ 8 48],[16.94117647 46.05882353] ; [15.05882353 40.94117647],0
r2,1,0.009743,6.681354,[61  3] ; [44 11],[56.47058824  7.52941176] ; [48.52941176  6.47058824],0
n6,1,0.01035,6.573577,[51 12] ; [34 23],[44.625 18.375] ; [40.375 16.625],0
r1,1,0.022742,5.188117,[54 10] ; [38 19],[48.66115702 15.33884298] ; [43.33884298 13.66115702],0
u3,1,0.025865,4.96505,[16 12] ; [ 6 17],[12.07843137 15.92156863] ; [ 9.92156863 13.07843137],0
p4,1,0.027913,4.833461,[30 34] ; [15 40],[24.20168067 39.79831933] ; [20.79831933 34.20168067],0
b4,1,0.02856,4.793949,[45 19] ; [29 28],[39.14049587 24.85950413] ; [34.85950413 22.14049587],0
a6,1,0.02856,4.793949,[45 19] ; [29 28],[39.14049587 24.85950413] ; [34.85950413 22.14049587],0
a1,1,0.029582,4.733405,[ 2 62] ; [ 8 49],[ 5.2892562 58.7107438] ; [ 4.7107438 52.2892562],0
p7,1,0.032576,4.567902,[32 30] ; [18 38],[26.27118644 35.72881356] ; [23.72881356 32.27118644],0
u2,1,0.055564,3.665082,[16 11] ; [ 7 15],[12.67346939 14.32653061] ; [10.32653061 11.67346939],0
s3,1,0.072095,3.234655,[34 29] ; [21 35],[29.11764706 33.88235294] ; [25.88235294 30.11764706],0
b1,1,0.092136,2.836648,[33 31] ; [38 19],[37.55371901 26.44628099] ; [33.44628099 23.55371901],0
s2,1,0.097005,2.754113,[26 37] ; [15 41],[21.70588235 41.29411765] ; [19.29411765 36.70588235],0
a7,1,0.119874,2.418966,[44 19] ; [32 25],[39.9 23.1] ; [36.1 20.9],0
a5,1,0.151986,2.052202,[44 20] ; [32 25],[40.19834711 23.80165289] ; [35.80165289 21.19834711],0
n1,1,0.172773,1.85872,[4 9] ; [13 11],[5.97297297 7.02702703] ; [11.02702703 12.97297297],0
d5,1,0.226719,1.461325,[49 15] ; [38 19],[46.01652893 17.98347107] ; [40.98347107 16.01652893],0
b2,1,0.233466,1.419621,[12 31] ; [15 22],[14.5125 28.4875] ; [12.4875 24.5125],0
b3,1,0.233466,1.419621,[12 31] ; [15 22],[14.5125 28.4875] ; [12.4875 24.5125],0
d4,1,0.24734,1.338266,[47 16] ; [37 20],[44.1 18.9] ; [39.9 17.1],0
s5,1,0.265626,1.239196,[14 49] ; [ 8 48],[11.64705882 51.35294118] ; [10.35294118 45.64705882],0
s8,1,0.278884,1.172522,[18 46] ; [11 45],[15.46666667 48.53333333] ; [13.53333333 42.46666667],0
s7,1,0.280516,1.16459,[23 38] ; [14 36],[20.33333333 40.66666667] ; [16.66666667 33.33333333],0
s4,1,0.297776,1.084126,[ 6 56] ; [ 9 47],[ 7.88135593 54.11864407] ; [ 7.11864407 48.88135593],0
n3,1,0.315041,1.009425,[10  5] ; [11 11],[8.51351351 6.48648649] ; [12.48648649  9.51351351],0
p8,1,0.317702,0.998383,[21 43] ; [14 43],[18.51239669 45.48760331] ; [16.48760331 40.51239669],0
b5,1,0.347923,0.881019,[38 26] ; [29 28],[35.43801653 28.56198347] ; [31.56198347 25.43801653],0
v2,1,0.356961,0.848557,[28 34] ; [21 36],[25.52941176 36.47058824] ; [23.47058824 33.52941176],0
d3,1,0.373916,0.79061,[41 23] ; [32 25],[38.61157025 25.38842975] ; [34.38842975 22.61157025],0
s6,1,0.418415,0.654762,[31 33] ; [23 33],[28.8 35.2] ; [25.2 30.8],0
p6,1,0.422889,0.642273,[14 49] ; [ 9 46],[12.27966102 50.72033898] ; [10.72033898 44.27966102],0
u1,1,0.448979,0.573227,[11 53] ; [ 7 50],[ 9.52066116 54.47933884] ; [ 8.47933884 48.52066116],0
n2,1,0.475404,0.509388,[10  4] ; [15 10],[8.97435897 5.02564103] ; [16.02564103  8.97435897],0
d1,1,0.485008,0.487582,[31 33] ; [24 33],[29.09090909 34.90909091] ; [25.90909091 31.09090909],0
s1,1,0.542105,0.371653,[ 5 57] ; [ 3 54],[ 4.16806723 57.83193277] ; [ 3.83193277 53.16806723],0
p5,1,0.58369,0.300307,[ 3 61] ; [ 4 53],[ 3.70247934 60.29752066] ; [ 3.29752066 53.70247934],0
a2,1,0.588585,0.29256,[11 53] ; [12 45],[12.16528926 51.83471074] ; [10.83471074 46.16528926],0
