Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.354173,[58  6] ; [31 26],[47.07438017 16.92561983] ; [41.92561983 15.07438017],1
a3,1,0.620691,0.244898,[36 28] ; [34 22],[37.33333333 26.66666667] ; [32.66666667 23.33333333],0
a8,1,0.631983,0.229381,[ 5 52] ; [ 6 46],[ 5.75229358 51.24770642] ; [ 5.24770642 46.75229358],0
n5,1,0.823493,0.049753,[46 18] ; [42 15],[46.54545455 17.45454545] ; [41.45454545 15.54545455],0
p1,1,0.854953,0.033417,[ 6 57] ; [ 6 51],[ 6.3 56.7] ; [ 5.7 51.3],0
a4,1,0.894105,0.017719,[24 39] ; [22 34],[24.35294118 38.64705882] ; [21.64705882 34.35294118],0
d2,1,0.913942,0.011679,[31 32] ; [27 29],[30.70588235 32.29411765] ; [27.29411765 28.70588235],0
p12,1,0.943082,0.005097,[ 1 62] ; [ 1 56],[ 1.05 61.95] ; [ 0.95 56.05],0
v1,1,0.958131,0.002756,[25 39] ; [22 35],[24.85950413 39.14049587] ; [22.14049587 34.85950413],0
v3,1,0.958678,0.002685,[24 40] ; [20 34],[23.86440678 40.13559322] ; [20.13559322 33.86440678],0
p3,1,1.0,0.0,[21 42] ; [19 38],[21. 42.] ; [19. 38.],0
