Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,47.118385,[120 165] ; [224  97],[161.78217822 123.21782178] ; [182.21782178 138.78217822],1
v3,1,0.0,34.021921,[ 74 218] ; [155 167],[108.90553746 183.09446254] ; [120.09446254 201.90553746],1
a5,1,3.4e-05,17.158986,[193 105] ; [264  68],[216.16825397  81.83174603] ; [240.83174603  91.16825397],1
p6,1,9e-05,15.329363,[ 78 219] ; [133 190],[101.07580645 195.92419355] ; [109.92419355 213.07580645],1
p4,1,0.000121,14.779784,[146 150] ; [213 117],[169.75079872 126.24920128] ; [189.24920128 140.75079872],1
p3,1,0.000153,14.335981,[114 183] ; [177 154],[137.62261146 159.37738854] ; [153.37738854 177.62261146],1
n5,1,0.000249,13.418112,[201  92] ; [269  62],[220.68910256  72.31089744] ; [249.31089744  81.68910256],1
p9,1,0.000389,12.583029,[238  57] ; [298  31],[253.3974359  41.6025641] ; [282.6025641  46.3974359],1
r1,1,0.002203,9.372497,[220  77] ; [278  53],[235.51910828  61.48089172] ; [262.48089172  68.51910828],0
s8,1,0.002326,9.272277,[106 192] ; [157 173],[124.79936306 173.20063694] ; [138.20063694 191.79936306],0
p7,1,0.003062,8.770112,[169 122] ; [224  98],[186.56280587 104.43719413] ; [206.43719413 115.56280587],0
a3,1,0.003138,8.725187,[191 107] ; [248  83],[207.98410175  90.01589825] ; [231.01589825  99.98410175],0
p8,1,0.003581,8.485034,[139 156] ; [190 133],[157.04692557 137.95307443] ; [171.95307443 151.04692557],0
n4,1,0.004288,8.157631,[215  82] ; [272  60],[229.95071542  67.04928458] ; [257.04928458  74.95071542],0
p10,1,0.004384,8.117596,[235  61] ; [288  40],[248.08974359  47.91025641] ; [274.91025641  53.08974359],0
s6,1,0.005865,7.59145,[171 123] ; [225 102],[187.47826087 106.52173913] ; [208.52173913 118.47826087],0
r4,1,0.006665,7.361122,[258  40] ; [309  23],[268.2  29.8] ; [298.8  33.2],0
b2,1,0.009475,6.731032,[ 47 119] ; [ 90 129],[ 59.07012987 106.92987013] ; [ 77.92987013 141.07012987],0
b3,1,0.009475,6.731032,[ 47 119] ; [ 90 129],[ 59.07012987 106.92987013] ; [ 77.92987013 141.07012987],0
b5,1,0.012794,6.197321,[164 134] ; [215 117],[179.27301587 118.72698413] ; [199.72698413 132.27301587],0
d5,1,0.018755,5.524196,[225  73] ; [275  56],[236.88394277  61.11605723] ; [263.11605723  67.88394277],0
u1,1,0.018915,5.509351,[ 40 258] ; [ 68 264],[ 51.08571429 246.91428571] ; [ 56.91428571 275.08571429],0
p2,1,0.019404,5.464732,[244  54] ; [292  38],[254.34394904  43.65605096] ; [281.65605096  48.34394904],0
a2,1,0.021327,5.299857,[ 56 242] ; [ 88 244],[ 68.11428571 229.88571429] ; [ 75.88571429 256.11428571],0
s5,1,0.027984,4.829044,[ 71 218] ; [106 219],[ 83.31107492 205.68892508] ; [ 93.68892508 231.31107492],0
r2,1,0.030466,4.682778,[270  25] ; [314  14],[276.5329053  18.4670947] ; [307.4670947  20.5329053],0
v4,1,0.031375,4.63234,[277  20] ; [318  10],[282.744  14.256] ; [312.256  15.744],0
d1,1,0.047583,3.924658,[158 140] ; [202 130],[170.28571429 127.71428571] ; [189.71428571 142.28571429],0
a4,1,0.053983,3.713225,[119 179] ; [157 173],[130.96815287 167.03184713] ; [145.03184713 184.96815287],0
u3,1,0.093507,2.812944,[54 52] ; [53 31],[59.69473684 46.30526316] ; [47.30526316 36.69473684],0
d4,1,0.093632,2.810794,[234  63] ; [278  53],[242.14012739  54.85987261] ; [269.85987261  61.14012739],0
s2,1,0.096589,2.76098,[131 165] ; [166 160],[141.33762058 154.66237942] ; [155.66237942 170.33762058],0
s7,1,0.110868,2.541802,[120 169] ; [153 166],[129.76480263 159.23519737] ; [143.23519737 175.76480263],0
u4,1,0.129055,2.303835,[  2 296] ; [  7 325],[  4.25714286 293.74285714] ; [  4.74285714 327.25714286],0
r3,1,0.17001,1.882859,[283  13] ; [323   8],[286.0861244   9.9138756] ; [319.9138756  11.0861244],0
n1,1,0.170017,1.882792,[24 52] ; [23 30],[27.68992248 48.31007752] ; [19.31007752 33.68992248],0
n6,1,0.175709,1.833548,[247  50] ; [288  43],[253.01751592  43.98248408] ; [281.98248408  49.01751592],0
s1,1,0.19677,1.66619,[  9 284] ; [  5 322],[  6.61612903 286.38387097] ; [  7.38387097 319.61612903],0
d2,1,0.229131,1.446249,[128 168] ; [159 172],[135.48963317 160.51036683] ; [151.51036683 179.48963317],0
s4,1,0.234945,1.41067,[ 55 238] ; [ 50 279],[ 49.46141479 243.53858521] ; [ 55.53858521 273.46141479],0
a8,1,0.273268,1.20027,[ 34 244] ; [ 46 253],[ 38.54419411 239.45580589] ; [ 41.45580589 257.54419411],0
n2,1,0.396562,0.718727,[56 21] ; [42 11],[58.04615385 18.95384615] ; [39.95384615 13.04615385],0
d3,1,0.407129,0.687168,[200  98] ; [233  99],[204.81587302  93.18412698] ; [228.18412698 103.81587302],0
p12,1,0.619335,0.246803,[ 17 279] ; [ 22 306],[ 18.5 277.5] ; [ 20.5 307.5],0
b1,1,0.634413,0.226124,[105 193] ; [111 221],[102.17142857 195.82857143] ; [113.82857143 218.17142857],0
p1,1,0.640131,0.218571,[ 17 279] ; [ 22 309],[ 18.41148325 277.58851675] ; [ 20.58851675 310.41148325],0
a6,1,0.640442,0.218165,[201  97] ; [229 102],[203.72019078  94.27980922] ; [226.27980922 104.72019078],0
a7,1,0.66603,0.186281,[208  89] ; [237  94],[210.45382166  86.54617834] ; [234.54617834  96.45382166],0
u2,1,0.669642,0.182021,[58 47] ; [49 35],[59.44444444 45.55555556] ; [47.55555556 36.44444444],0
a1,1,0.678209,0.172149,[  9 289] ; [ 12 320],[  9.93333333 288.06666667] ; [ 11.06666667 320.93333333],0
b4,1,0.698698,0.149829,[175 123] ; [200 132],[177.38095238 120.61904762] ; [197.61904762 134.38095238],0
