Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.006953,7.285127,[27  3] ; [53 30],[21.23893805  8.76106195] ; [58.76106195 24.23893805],0
n6,1,0.027331,4.869777,[24  6] ; [47 35],[19.01785714 10.98214286] ; [51.98214286 30.01785714],0
n3,1,0.036274,4.384155,[5 9] ; [22 10],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
v1,1,0.038562,4.280043,[18 12] ; [30 49],[13.21100917 16.78899083] ; [34.78899083 44.21100917],0
p11,1,0.052676,3.754168,[23  7] ; [47 36],[18.5840708 11.4159292] ; [51.4159292 31.5840708],0
a2,1,0.05559,3.664314,[11 19] ; [16 67],[ 7.16814159 22.83185841] ; [19.83185841 63.16814159],0
p9,1,0.068371,3.321701,[25  4] ; [55 25],[21.28440367  7.71559633] ; [58.71559633 21.28440367],0
s8,1,0.077772,3.110848,[14 16] ; [24 59],[10.08849558 19.91150442] ; [27.91150442 55.08849558],0
n1,1,0.130131,2.290943,[ 2 12] ; [12 21],[4.17021277 9.82978723] ; [ 9.82978723 23.17021277],0
p6,1,0.142666,2.148962,[10 20] ; [16 64],[ 7.09090909 22.90909091] ; [18.90909091 61.09090909],0
a3,1,0.159794,1.976175,[24  6] ; [55 28],[20.97345133  9.02654867] ; [58.02654867 24.97345133],0
s7,1,0.181421,1.785948,[12 15] ; [23 53],[ 9.17475728 17.82524272] ; [25.82524272 50.17475728],0
a7,1,0.245354,1.349568,[22  8] ; [69 14],[24.15929204  5.84070796] ; [66.84070796 16.15929204],0
d5,1,0.279502,1.169511,[28  2] ; [81  2],[28.9380531  1.0619469] ; [80.0619469  2.9380531],0
b2,1,0.291428,1.113011,[11 12] ; [13 25],[ 9.04918033 13.95081967] ; [14.95081967 23.04918033],0
b3,1,0.291428,1.113011,[11 12] ; [13 25],[ 9.04918033 13.95081967] ; [14.95081967 23.04918033],0
u2,1,0.365437,0.819123,[5 1] ; [18 10],[4.05882353 1.94117647] ; [18.94117647  9.05882353],0
v4,1,0.369501,0.805343,[28  1] ; [76  7],[26.92857143  2.07142857] ; [77.07142857  5.92857143],0
p4,1,0.375487,0.785424,[16 14] ; [36 46],[13.92857143 16.07142857] ; [38.07142857 43.92857143],0
s2,1,0.383699,0.758817,[16 13] ; [38 45],[13.98214286 15.01785714] ; [40.01785714 42.98214286],0
b5,1,0.40792,0.684854,[22  8] ; [54 29],[20.17699115  9.82300885] ; [55.82300885 27.17699115],0
p7,1,0.410176,0.67829,[16 13] ; [37 43],[14.10091743 14.89908257] ; [38.89908257 41.10091743],0
p1,1,0.432922,0.614973,[ 1 29] ; [ 6 75],[ 1.89189189 28.10810811] ; [ 5.10810811 75.89189189],0
d2,1,0.438263,0.600827,[16 14] ; [51 32],[17.78761062 12.21238938] ; [49.21238938 33.78761062],0
p8,1,0.449569,0.571739,[15 15] ; [34 47],[13.24324324 16.75675676] ; [35.75675676 45.24324324],0
r4,1,0.464751,0.534428,[26  4] ; [67 16],[24.69026549  5.30973451] ; [68.30973451 14.69026549],0
a5,1,0.479476,0.500055,[23  7] ; [58 25],[21.50442478  8.49557522] ; [59.49557522 23.50442478],0
s3,1,0.531787,0.390975,[17 13] ; [41 41],[15.53571429 14.46428571] ; [42.46428571 39.53571429],0
a4,1,0.531912,0.390738,[15 15] ; [36 47],[13.53982301 16.46017699] ; [37.46017699 45.53982301],0
p10,1,0.555445,0.347652,[22  8] ; [54 26],[20.72727273  9.27272727] ; [55.27272727 24.72727273],0
p2,1,0.593835,0.284394,[23  7] ; [58 23],[21.89189189  8.10810811] ; [59.10810811 21.89189189],0
v3,1,0.622139,0.242872,[ 7 22] ; [22 54],[ 8.00952381 20.99047619] ; [20.99047619 55.00952381],0
u3,1,0.66233,0.190705,[5 1] ; [21  7],[4.58823529 1.41176471] ; [21.41176471  6.58823529],0
s6,1,0.663545,0.189246,[20 10] ; [51 31],[19.01785714 10.98214286] ; [51.98214286 30.01785714],0
b1,1,0.681064,0.168931,[11 19] ; [27 56],[10.08849558 19.91150442] ; [27.91150442 55.08849558],0
