Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,34.235451,[70 12] ; [ 8 21],[57.62162162 24.37837838] ; [20.37837838  8.62162162],1
d3,1,0.0,30.504407,[62 20] ; [ 5 24],[49.4954955 32.5045045] ; [17.5045045 11.4954955],1
a3,1,0.003586,8.482487,[60 22] ; [12 16],[53.67272727 28.32727273] ; [18.32727273  9.67272727],0
a4,1,0.006255,7.475456,[45 37] ; [ 7 21],[38.76363636 43.23636364] ; [13.23636364 14.76363636],0
p8,1,0.007147,7.235736,[18 64] ; [14 15],[23.63963964 58.36036036] ; [ 8.36036036 20.63963964],0
s1,1,0.018109,5.585532,[ 2 79] ; [ 4 24],[ 4.4587156 76.5412844] ; [ 1.5412844 26.4587156],0
d2,1,0.018126,5.583945,[43 38] ; [ 8 21],[37.55454545 43.44545455] ; [13.44545455 15.55454545],0
s7,1,0.025683,4.977215,[40 39] ; [ 7 20],[35.02830189 43.97169811] ; [11.97169811 15.02830189],0
a2,1,0.032596,4.566891,[21 61] ; [ 2 27],[16.99099099 65.00900901] ; [ 6.00900901 22.99099099],0
u2,1,0.041058,4.173606,[15  7] ; [ 6 11],[11.84615385 10.15384615] ; [9.15384615 7.84615385],0
p1,1,0.046228,3.973278,[ 6 76] ; [ 6 23],[ 8.86486486 73.13513514] ; [ 3.13513514 25.86486486],0
r3,1,0.07162,3.245499,[77  5] ; [24  5],[74.61261261  7.38738739] ; [26.38738739  2.61261261],0
a5,1,0.072987,3.214527,[60 22] ; [16 13],[56.14414414 25.85585586] ; [19.85585586  9.14414414],0
b4,1,0.103754,2.646875,[51 31] ; [13 16],[47.27927928 34.72072072] ; [16.72072072 12.27927928],0
s3,1,0.116827,2.459353,[46 36] ; [10 16],[42.51851852 39.48148148] ; [13.48148148 12.51851852],0
s8,1,0.12056,2.410027,[42 40] ; [10 19],[38.41441441 43.58558559] ; [13.58558559 15.41441441],0
a7,1,0.161872,1.956651,[57 25] ; [16 13],[53.92792793 28.07207207] ; [19.07207207  9.92792793],0
v3,1,0.189508,1.721438,[24 50] ; [13 15],[26.84313725 47.15686275] ; [10.15686275 17.84313725],0
b1,1,0.190934,1.710393,[31 51] ; [15 14],[33.98198198 48.01801802] ; [12.01801802 16.98198198],0
b5,1,0.203348,1.618167,[56 26] ; [16 13],[53.18918919 28.81081081] ; [18.81081081 10.18918919],0
v1,1,0.221798,1.492702,[35 45] ; [16 12],[37.77777778 42.22222222] ; [13.22222222 14.77777778],0
s2,1,0.244251,1.35589,[44 38] ; [11 16],[41.37614679 40.62385321] ; [13.62385321 13.37614679],0
n5,1,0.245712,1.347518,[55 26] ; [23  6],[57.43636364 23.56363636] ; [20.56363636  8.43636364],0
r1,1,0.260915,1.263893,[60 22] ; [18 11],[57.62162162 24.37837838] ; [20.37837838  8.62162162],0
u3,1,0.300544,1.071778,[14  8] ; [8 9],[12.41025641  9.58974359] ; [9.58974359 7.41025641],0
