Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00071,11.462016,[8 4] ; [ 4 25],[3.51219512 8.48780488] ; [ 8.48780488 20.51219512],1
p4,1,0.001866,9.677363,[9 4] ; [ 6 24],[4.53488372 8.46511628] ; [10.46511628 19.53488372],0
p11,1,0.002004,9.54601,[11  2] ; [10 20],[6.34883721 6.65116279] ; [14.65116279 15.34883721],0
s4,1,0.00995,6.643819,[4 9] ; [ 1 29],[ 1.51162791 11.48837209] ; [ 3.48837209 26.51162791],0
v3,1,0.00995,6.643819,[4 9] ; [ 1 29],[ 1.51162791 11.48837209] ; [ 3.48837209 26.51162791],0
p10,1,0.017924,5.603593,[9 3] ; [10 19],[5.56097561 6.43902439] ; [13.43902439 15.56097561],0
p2,1,0.020524,5.366792,[11  2] ; [14 16],[7.55813953 5.44186047] ; [17.44186047 12.55813953],0
p7,1,0.029803,4.720608,[8 5] ; [ 8 22],[4.8372093 8.1627907] ; [11.1627907 18.8372093],0
p9,1,0.030489,4.681525,[10  2] ; [13 15],[6.9 5.1] ; [16.1 11.9],0
n5,1,0.032992,4.546206,[11  2] ; [15 15],[7.86046512 5.13953488] ; [18.13953488 11.86046512],0
v4,1,0.042548,4.113283,[10  3] ; [13 17],[6.95348837 6.04651163] ; [16.04651163 13.95348837],0
p6,1,0.046401,3.966981,[4 9] ; [ 2 26],[ 1.90243902 11.09756098] ; [ 4.09756098 23.90243902],0
p3,1,0.048819,3.881562,[6 7] ; [ 5 24],[3.4047619 9.5952381] ; [ 7.5952381 21.4047619],0
a4,1,0.049875,3.845668,[7 6] ; [ 7 23],[4.23255814 8.76744186] ; [ 9.76744186 20.23255814],0
v1,1,0.079084,3.083623,[6 7] ; [ 6 24],[3.62790698 9.37209302] ; [ 8.37209302 21.62790698],0
n6,1,0.082857,3.007958,[10  3] ; [14 15],[7.42857143 5.57142857] ; [16.57142857 12.42857143],0
b4,1,0.085102,2.964672,[5 8] ; [20 10],[7.55813953 5.44186047] ; [17.44186047 12.55813953],0
r4,1,0.090211,2.870604,[4 9] ; [ 3 27],[ 2.11627907 10.88372093] ; [ 4.88372093 25.11627907],0
s8,1,0.123142,2.376896,[ 3 10] ; [ 2 28],[ 1.51162791 11.48837209] ; [ 3.48837209 26.51162791],0
b1,1,0.146212,2.111335,[10  3] ; [16 14],[7.86046512 5.13953488] ; [18.13953488 11.86046512],0
s5,1,0.154257,2.029637,[ 2 11] ; [ 1 29],[ 0.90697674 12.09302326] ; [ 2.09302326 27.90697674],0
r3,1,0.179627,1.800704,[10  3] ; [16 13],[8.04761905 4.95238095] ; [17.95238095 11.04761905],0
n2,1,0.200933,1.635577,[5 1] ; [8 7],[3.71428571 2.28571429] ; [9.28571429 5.71428571],0
s7,1,0.23531,1.408471,[3 8] ; [ 3 23],[1.78378378 9.21621622] ; [ 4.21621622 21.78378378],0
