Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,55.385907,[46 66] ; [245  65],[77.23222749 34.76777251] ; [213.76777251  96.23222749],1
d3,1,0.0,41.390333,[50 62] ; [241  70],[77.04964539 34.95035461] ; [213.95035461  97.04964539],1
a2,1,0.0,26.180147,[ 10 102] ; [106 205],[30.71394799 81.28605201] ; [ 85.28605201 225.71394799],1
u1,1,1.2e-05,19.125503,[  9 103] ; [ 88 223],[25.68321513 86.31678487] ; [ 71.31678487 239.68321513],1
b5,1,8.6e-05,15.419909,[47 65] ; [197 114],[64.60520095 47.39479905] ; [179.39479905 131.60520095],1
p4,1,0.001213,10.469731,[79 33] ; [263  48],[90.55319149 21.44680851] ; [251.44680851  59.55319149],0
s5,1,0.011486,6.388581,[54 51] ; [112 188],[43.03703704 61.96296296] ; [122.96296296 177.03703704],0
b1,1,0.018007,5.595484,[58 54] ; [121 190],[47.39479905 64.60520095] ; [131.60520095 179.39479905],0
n3,1,0.03672,4.363347,[14  7] ; [38  5],[17.0625  3.9375] ; [34.9375  8.0625],0
d1,1,0.051533,3.790858,[63 49] ; [207 104],[71.4893617 40.5106383] ; [198.5106383 112.4893617],0
s8,1,0.051752,3.783784,[68 44] ; [154 154],[59.2 52.8] ; [162.8 145.2],0
p2,1,0.059755,3.54417,[92 19] ; [278  32],[97.55344418 13.44655582] ; [272.44655582  37.55344418],0
s4,1,0.061018,3.509498,[26 86] ; [ 47 259],[19.55980861 92.44019139] ; [ 53.44019139 252.55980861],0
b3,1,0.078096,3.104097,[40 40] ; [ 75 120],[33.45454545 46.54545455] ; [ 81.54545455 113.45454545],0
b2,1,0.078096,3.104097,[40 40] ; [ 75 120],[33.45454545 46.54545455] ; [ 81.54545455 113.45454545],0
p10,1,0.088161,2.907634,[91 20] ; [274  36],[96.23515439 14.76484561] ; [268.76484561  41.23515439],0
v1,1,0.115196,2.481452,[59 49] ; [191 111],[65.85365854 42.14634146] ; [184.14634146 117.85365854],0
u3,1,0.115867,2.472315,[13 12] ; [54 24],[16.26213592  8.73786408] ; [50.73786408 27.26213592],0
r2,1,0.125581,2.3463,[107   4] ; [306   4],[108.89073634   2.10926366] ; [304.10926366   5.89073634],0
s7,1,0.126003,2.341067,[69 39] ; [160 129],[62.29722922 45.70277078] ; [166.70277078 122.29722922],0
v4,1,0.127912,2.317662,[108   4] ; [307   4],[109.88179669   2.11820331] ; [305.11820331   5.88179669],0
