Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,55.385907,[46 66] ; [245  65],[77.23222749 34.76777251] ; [213.76777251  96.23222749],1
p12,1,0.138311,2.196647,[  8 101] ; [ 39 272],[12.19761905 96.80238095] ; [ 34.80238095 276.19761905],0
d5,1,0.157858,1.994622,[89 22] ; [267  44],[93.63981043 17.36018957] ; [262.36018957  48.63981043],0
p9,1,0.173301,1.854153,[95 16] ; [279  30],[98.84285714 12.15714286] ; [275.15714286  33.84285714],0
v2,1,0.179942,1.798105,[61 47] ; [192 109],[66.80684597 41.19315403] ; [186.19315403 114.80684597],0
u4,1,0.226345,1.463685,[  5 107] ; [  7 304],[  3.17730496 108.82269504] ; [  8.82269504 302.17730496],0
s1,1,0.230887,1.435391,[  5 107] ; [  7 302],[  3.19239905 108.80760095] ; [  8.80760095 300.19239905],0
n2,1,0.281959,1.157623,[14  7] ; [34  9],[15.75  5.25] ; [32.25 10.75],0
r1,1,0.293818,1.102045,[93 19] ; [269  40],[96.304038 15.695962] ; [265.695962  43.304038],0
b4,1,0.296638,1.089247,[61 51] ; [187 124],[65.6643026 46.3356974] ; [182.3356974 128.6643026],0
s6,1,0.309132,1.034382,[83 25] ; [219  86],[78.97336562 29.02663438] ; [223.02663438  81.97336562],0
n6,1,0.312958,1.018152,[94 17] ; [274  36],[97.02612827 13.97387173] ; [270.97387173  39.02612827],0
p6,1,0.325725,0.965819,[48 61] ; [152 155],[52.40384615 56.59615385] ; [147.59615385 159.40384615],0
a4,1,0.330932,0.945246,[50 62] ; [155 155],[54.40758294 57.59241706] ; [150.59241706 159.40758294],0
a1,1,0.331656,0.942419,[  9 103] ; [ 17 294],[  6.88416076 105.11583924] ; [ 19.11583924 291.88416076],0
s3,1,0.418787,0.653715,[70 42] ; [179 129],[66.4 45.6] ; [182.6 125.4],0
p7,1,0.498745,0.457605,[83 28] ; [240  68],[85.56801909 25.43198091] ; [237.43198091  70.56801909],0
a5,1,0.532302,0.389996,[91 21] ; [244  67],[88.69976359 23.30023641] ; [246.30023641  64.69976359],0
p11,1,0.536575,0.381925,[90 22] ; [258  53],[92.14184397 19.85815603] ; [255.85815603  55.14184397],0
v3,1,0.539618,0.376248,[53 55] ; [136 162],[50.27586207 57.72413793] ; [138.72413793 159.27586207],0
p5,1,0.564475,0.332016,[22 90] ; [ 53 255],[20. 92.] ; [ 55. 253.],0
n4,1,0.620483,0.24519,[94 17] ; [257  54],[92.32464455 18.67535545] ; [258.67535545  52.32464455],0
a3,1,0.629218,0.233122,[87 25] ; [233  76],[85.13064133 26.86935867] ; [234.86935867  74.13064133],0
r3,1,0.640828,0.21766,[109   3] ; [304   6],[109.61137441   2.38862559] ; [303.38862559   6.61137441],0
u2,1,0.655252,0.199342,[14 11] ; [47 30],[14.95098039 10.04901961] ; [46.04901961 30.95098039],0
n1,1,0.662813,0.190125,[10 11] ; [18 25],[ 9.1875 11.8125] ; [18.8125 24.1875],0
d4,1,0.69542,0.153281,[91 20] ; [260  51],[92.32464455 18.67535545] ; [258.67535545  52.32464455],0
n5,1,0.716133,0.132228,[87 24] ; [248  62],[88.32541568 22.67458432] ; [246.67458432  63.32541568],0
a8,1,0.888727,0.019576,[14 94] ; [ 37 237],[14.41884817 93.58115183] ; [ 36.58115183 237.41884817],0
d2,1,0.902165,0.015111,[60 51] ; [166 145],[59.44549763 51.55450237] ; [166.55450237 144.44549763],0
s2,1,0.906,0.013944,[60 52] ; [167 141],[60.53333333 51.46666667] ; [166.46666667 141.53333333],0
p1,1,0.931153,0.007464,[14 97] ; [ 38 271],[13.74285714 97.25714286] ; [ 38.25714286 270.74285714],0
p8,1,0.947777,0.00429,[73 37] ; [204 105],[72.72076372 37.27923628] ; [204.27923628 104.72076372],0
