Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,91.026163,[230  80] ; [ 5 53],[197.96195652 112.03804348] ; [37.03804348 20.96195652],1
d5,1,0.0,39.739696,[275  35] ; [32 26],[258.61413043  51.38586957] ; [48.38586957  9.61413043],1
d3,1,0.0,38.81628,[242  68] ; [22 36],[222.39130435  87.60869565] ; [41.60869565 16.39130435],1
a3,1,3e-06,21.583778,[268  40] ; [36 22],[255.82513661  52.17486339] ; [48.17486339  9.82513661],1
d2,1,8.5e-05,15.451549,[183 127] ; [18 40],[169.32065217 140.67934783] ; [31.67934783 26.32065217],1
a4,1,0.000142,14.473522,[164 145] ; [15 43],[150.71117166 158.28882834] ; [28.28882834 29.71117166],1
a2,1,0.000832,11.169253,[ 99 211] ; [ 6 52],[ 88.45108696 221.54891304] ; [16.54891304 41.45108696],1
u1,1,0.001075,10.694036,[ 83 227] ; [ 4 54],[ 73.28804348 236.71195652] ; [13.71195652 44.28804348],0
a5,1,0.019807,5.428865,[255  55] ; [40 18],[248.50543478  61.49456522] ; [46.49456522 11.50543478],0
p3,1,0.023932,5.09953,[191 119] ; [26 31],[183.29700272 126.70299728] ; [33.70299728 23.29700272],0
n4,1,0.031803,4.609104,[265  45] ; [43 15],[259.45652174  50.54347826] ; [48.54347826  9.45652174],0
v2,1,0.043695,4.068304,[190 110] ; [28 29],[183.19327731 116.80672269] ; [34.80672269 22.19327731],0
u2,1,0.065898,3.382362,[30 11] ; [11 11],[26.68253968 14.31746032] ; [14.31746032  7.68253968],0
v3,1,0.07041,3.273438,[147 152] ; [21 37],[140.70588235 158.29411765] ; [27.29411765 30.70588235],0
s2,1,0.07459,3.179018,[232  77] ; [37 21],[226.48773842  82.51226158] ; [42.51226158 15.48773842],0
p1,1,0.076402,3.139817,[ 29 279] ; [10 48],[ 32.81967213 275.18032787] ; [ 6.18032787 51.81967213],0
b3,1,0.078759,3.090324,[ 98 120] ; [12 28],[ 92.94573643 125.05426357] ; [17.05426357 22.94573643],0
b2,1,0.078759,3.090324,[ 98 120] ; [12 28],[ 92.94573643 125.05426357] ; [17.05426357 22.94573643],0
p12,1,0.112471,2.519156,[ 38 270] ; [ 3 55],[ 34.50273224 273.49726776] ; [ 6.49726776 51.50273224],0
r1,1,0.114773,2.487243,[265  44] ; [45 13],[261.00817439  47.99182561] ; [48.99182561  9.00817439],0
p9,1,0.126449,2.335561,[294  16] ; [52  6],[291.4673913  18.5326087] ; [54.5326087  3.4673913],0
p4,1,0.136565,2.216248,[217  92] ; [35 23],[212.17438692  96.82561308] ; [39.82561308 18.17438692],0
p11,1,0.148988,2.082581,[264  46] ; [45 13],[260.29891304  49.70108696] ; [48.70108696  9.29891304],0
a1,1,0.154291,2.029304,[ 20 290] ; [ 1 57],[ 17.69021739 292.30978261] ; [ 3.30978261 54.69021739],0
u3,1,0.154999,2.022349,[32 10] ; [13  9],[29.53125 12.46875] ; [15.46875  6.53125],0
b4,1,0.16433,1.933921,[175 135] ; [27 31],[170.16304348 139.83695652] ; [31.83695652 26.16304348],0
s8,1,0.167596,1.904313,[224  84] ; [37 21],[219.63934426  88.36065574] ; [41.36065574 16.63934426],0
s3,1,0.175669,1.833892,[231  76] ; [38 19],[226.87637363  80.12362637] ; [42.12362637 14.87637363],0
s5,1,0.178285,1.811858,[143 153] ; [22 35],[138.35694051 157.64305949] ; [26.64305949 30.35694051],0
v1,1,0.193204,1.693018,[181 120] ; [29 28],[176.56424581 124.43575419] ; [33.43575419 23.56424581],0
s4,1,0.203347,1.618168,[ 62 246] ; [16 42],[ 65.63934426 242.36065574] ; [12.36065574 45.63934426],0
a7,1,0.231245,1.433186,[222  88] ; [37 21],[218.17934783  91.82065217] ; [40.82065217 17.17934783],0
a8,1,0.274471,1.194266,[ 48 233] ; [ 6 48],[ 45.29552239 235.70447761] ; [ 8.70447761 45.29552239],0
n6,1,0.408334,0.683645,[275  31] ; [50  8],[273.21428571  32.78571429] ; [51.78571429  6.21428571],0
n3,1,0.471419,0.518648,[40 18] ; [14  4],[41.21052632 16.78947368] ; [12.78947368  5.21052632],0
p5,1,0.503413,0.447734,[ 53 252] ; [ 8 50],[ 51.25344353 253.74655647] ; [ 9.74655647 48.25344353],0
r3,1,0.556342,0.346077,[298  11] ; [55  3],[297.21253406  11.78746594] ; [55.78746594  2.21253406],0
p7,1,0.573418,0.316997,[222  77] ; [41 17],[220.27170868  78.72829132] ; [42.72829132 15.27170868],0
p6,1,0.579716,0.306694,[144 162] ; [25 33],[142.07142857 163.92857143] ; [26.92857143 31.07142857],0
b5,1,0.606939,0.264656,[177 133] ; [31 27],[175.2173913 134.7826087] ; [32.7826087 25.2173913],0
n2,1,0.623225,0.24136,[46 13] ; [15  3],[46.74025974 12.25974026] ; [14.25974026  3.74025974],0
a6,1,0.671162,0.180246,[206 103] ; [37 21],[204.59673025 104.40326975] ; [38.40326975 19.59673025],0
b1,1,0.702199,0.146194,[120 190] ; [24 34],[121.30434783 188.69565217] ; [22.69565217 35.30434783],0
n5,1,0.703007,0.145363,[255  53] ; [46 11],[253.99452055  54.00547945] ; [47.00547945  9.99452055],0
s6,1,0.738927,0.111072,[256  49] ; [46 10],[255.15235457  49.84764543] ; [46.84764543  9.15235457],0
s1,1,0.748992,0.10238,[ 13 294] ; [ 3 55],[ 13.45753425 293.54246575] ; [ 2.54246575 55.45753425],0
p2,1,0.806426,0.060044,[270  39] ; [50  8],[269.42779292  39.57220708] ; [50.57220708  7.42779292],0
r2,1,0.885322,0.020801,[295  12] ; [55  2],[295.19230769  11.80769231] ; [54.80769231  2.19230769],0
v4,1,0.900387,0.015668,[298  10] ; [54  2],[297.84615385  10.15384615] ; [54.15384615  1.84615385],0
p8,1,0.933702,0.00692,[177 128] ; [34 24],[177.28650138 127.71349862] ; [33.71349862 24.28650138],0
n1,1,0.976852,0.000842,[28 31] ; [8 9],[27.94736842 31.05263158] ; [8.05263158 8.94736842],0
r4,1,0.982388,0.000487,[283  27] ; [53  5],[283.04347826  26.95652174] ; [52.95652174  5.04347826],0
