Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-05,19.602006,[ 7 36] ; [38 26],[18.08411215 24.91588785] ; [26.91588785 37.08411215],1
p4,1,3.4e-05,17.159801,[12 32] ; [44 21],[22.60550459 21.39449541] ; [33.39449541 31.60550459],1
p6,1,0.000103,15.08738,[ 2 41] ; [24 40],[10.44859813 32.55140187] ; [15.55140187 48.44859813],1
b3,1,0.002191,9.382568,[11  5] ; [ 9 28],[6.03773585 9.96226415] ; [13.96226415 23.03773585],0
b2,1,0.002191,9.382568,[11  5] ; [ 9 28],[6.03773585 9.96226415] ; [13.96226415 23.03773585],0
p2,1,0.005429,7.730734,[26 18] ; [54 11],[32.29357798 11.70642202] ; [47.70642202 17.29357798],0
d5,1,0.01119,6.434861,[37  7] ; [40 25],[31.08256881 12.91743119] ; [45.91743119 19.08256881],0
p3,1,0.021036,5.323848,[11 32] ; [31 34],[16.72222222 26.27777778] ; [25.27777778 39.72222222],0
p11,1,0.024214,5.079235,[21 23] ; [45 20],[26.64220183 17.35779817] ; [39.35779817 25.64220183],0
u1,1,0.076089,3.146523,[ 2 42] ; [10 55],[ 4.8440367 39.1559633] ; [ 7.1559633 57.8440367],0
r2,1,0.095137,2.785234,[43  1] ; [58  7],[40.7706422  3.2293578] ; [60.2293578  4.7706422],0
a5,1,0.128364,2.312174,[22 22] ; [42 23],[25.83486239 18.16513761] ; [38.16513761 26.83486239],0
d1,1,0.138064,2.199402,[26 18] ; [29 36],[22.20183486 21.79816514] ; [32.79816514 32.20183486],0
n5,1,0.171288,1.871636,[12 32] ; [26 39],[15.33944954 28.66055046] ; [22.66055046 42.33944954],0
b1,1,0.171288,1.871636,[12 32] ; [26 39],[15.33944954 28.66055046] ; [22.66055046 42.33944954],0
b5,1,0.175007,1.839523,[22 22] ; [41 24],[25.43119266 18.56880734] ; [37.56880734 27.43119266],0
n3,1,0.201224,1.633466,[15  7] ; [17  3],[16.76190476  5.23809524] ; [15.23809524  4.76190476],0
s7,1,0.205354,1.603885,[15 27] ; [29 31],[18.11764706 23.88235294] ; [25.88235294 34.11764706],0
n1,1,0.207178,1.591038,[ 9 14] ; [ 4 15],[ 7.11904762 15.88095238] ; [ 5.88095238 13.11904762],0
a8,1,0.315176,1.008862,[ 1 41] ; [ 4 55],[ 2.07920792 39.92079208] ; [ 2.92079208 56.07920792],0
s1,1,0.34197,0.903032,[ 1 43] ; [ 4 61],[ 2.01834862 41.98165138] ; [ 2.98165138 62.01834862],0
a3,1,0.354106,0.858689,[25 19] ; [42 22],[27.2962963 16.7037037] ; [39.7037037 24.2962963],0
r1,1,0.366991,0.813827,[29 14] ; [49 16],[31.05555556 11.94444444] ; [46.94444444 18.05555556],0
s4,1,0.37349,0.792021,[12 32] ; [23 42],[14.12844037 29.87155963] ; [20.87155963 44.12844037],0
u2,1,0.385429,0.753313,[9 9] ; [14  8],[10.35  7.65] ; [12.65  9.35],0
s8,1,0.3923,0.7318,[18 26] ; [32 33],[20.18348624 23.81651376] ; [29.81651376 35.18348624],0
a4,1,0.433112,0.614463,[15 29] ; [27 38],[16.95412844 27.04587156] ; [25.04587156 39.95412844],0
d3,1,0.452874,0.563448,[26 18] ; [43 22],[27.85321101 16.14678899] ; [41.14678899 23.85321101],0
v1,1,0.484308,0.489146,[21 22] ; [26 36],[19.24761905 23.75238095] ; [27.75238095 34.24761905],0
r4,1,0.493633,0.468598,[35  9] ; [55 10],[36.33027523  7.66972477] ; [53.66972477 11.33027523],0
a2,1,0.505629,0.443103,[ 6 38] ; [12 53],[ 7.26605505 36.73394495] ; [10.73394495 54.26605505],0
v4,1,0.531591,0.39135,[39  5] ; [59  5],[39.92592593  4.07407407] ; [58.07407407  5.92592593],0
v3,1,0.537182,0.380788,[10 30] ; [19 43],[11.37254902 28.62745098] ; [17.62745098 44.37254902],0
v2,1,0.599389,0.275919,[19 20] ; [33 28],[20.28 18.72] ; [31.72 29.28],0
u3,1,0.666115,0.18618,[13  6] ; [13  8],[12.35  6.65] ; [13.65  7.35],0
p5,1,0.683268,0.16647,[ 2 41] ; [ 2 62],[ 1.60747664 41.39252336] ; [ 2.39252336 61.60747664],0
r3,1,0.689092,0.16007,[42  2] ; [63  2],[42.3853211  1.6146789] ; [62.6146789  2.3853211],0
n2,1,0.691884,0.157054,[16  7] ; [15  5],[16.58139535  6.41860465] ; [14.41860465  5.58139535],0
a7,1,0.694107,0.154675,[32 12] ; [45 20],[31.08256881 12.91743119] ; [45.91743119 19.08256881],0
s5,1,0.695332,0.153374,[16 26] ; [26 36],[16.96153846 25.03846154] ; [25.03846154 36.96153846],0
p9,1,0.753015,0.099015,[32  9] ; [49 16],[31.33018868  9.66981132] ; [49.66981132 15.33018868],0
s2,1,0.754974,0.097399,[33 11] ; [47 18],[32.29357798 11.70642202] ; [47.70642202 17.29357798],0
b4,1,0.76216,0.091594,[29 15] ; [41 24],[28.25688073 15.74311927] ; [41.74311927 23.25688073],0
u4,1,0.779287,0.078539,[ 1 43] ; [ 1 64],[ 0.80733945 43.19266055] ; [ 1.19266055 63.80733945],0
d4,1,0.783392,0.075571,[36  8] ; [51 13],[35.44444444  8.55555556] ; [51.55555556 12.44444444],0
a6,1,0.786692,0.073229,[28 16] ; [43 22],[28.66055046 15.33944954] ; [42.33944954 22.66055046],0
s6,1,0.792797,0.069001,[34  9] ; [50 15],[33.44444444  9.55555556] ; [50.55555556 14.44444444],0
p10,1,0.849361,0.036075,[29 13] ; [46 19],[29.43925234 12.56074766] ; [45.56074766 19.43925234],0
n6,1,0.898675,0.016214,[26 18] ; [38 25],[26.31775701 17.68224299] ; [37.68224299 25.31775701],0
d2,1,0.942692,0.005168,[20 24] ; [30 35],[20.18348624 23.81651376] ; [29.81651376 35.18348624],0
p1,1,0.960085,0.002505,[ 4 40] ; [ 6 58],[ 4.07407407 39.92592593] ; [ 5.92592593 58.07407407],0
a1,1,0.986339,0.000293,[ 2 42] ; [ 3 62],[ 2.01834862 41.98165138] ; [ 2.98165138 62.01834862],0
p12,1,0.993089,7.5e-05,[ 2 41] ; [ 3 62],[ 1.99074074 41.00925926] ; [ 3.00925926 61.99074074],0
