Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.469557,[117  16] ; [ 8 29],[97.79411765 35.20588235] ; [27.20588235  9.79411765],1
p11,1,2e-06,22.842462,[100  34] ; [12 25],[87.76608187 46.23391813] ; [24.23391813 12.76608187],1
p2,1,3.4e-05,17.161774,[113  19] ; [20 17],[103.8816568  28.1183432] ; [29.1183432  7.8816568],1
r4,1,0.000105,15.045638,[115  19] ; [21 16],[106.57309942  27.42690058] ; [29.42690058  7.57309942],1
r2,1,0.000541,11.96893,[124   9] ; [27 10],[118.13529412  14.86470588] ; [32.86470588  4.13529412],1
b1,1,0.001281,10.369754,[35 99] ; [20 17],[43.0994152 90.9005848] ; [11.9005848 25.0994152],0
s1,1,0.006393,7.435982,[  2 132] ; [ 4 33],[  4.70175439 129.29824561] ; [ 1.29824561 35.70175439],0
v1,1,0.007368,7.181105,[60 70] ; [ 8 29],[52.93413174 77.06586826] ; [15.06586826 21.93413174],0
d2,1,0.019198,5.483352,[41 93] ; [19 18],[47.01754386 86.98245614] ; [12.98245614 24.01754386],0
r3,1,0.025531,4.987491,[127   7] ; [31  6],[123.8128655  10.1871345] ; [34.1871345  2.8128655],0
v4,1,0.02769,4.847273,[125   7] ; [31  6],[121.84615385  10.15384615] ; [34.15384615  2.84615385],0
v3,1,0.02862,4.790346,[41 85] ; [ 5 31],[35.77777778 90.22222222] ; [10.22222222 25.77777778],0
s2,1,0.029561,4.734651,[63 71] ; [10 27],[57.20467836 76.79532164] ; [15.79532164 21.20467836],0
a5,1,0.033614,4.514247,[84 50] ; [16 21],[78.3625731 55.6374269] ; [21.6374269 15.3625731],0
s8,1,0.051367,3.796269,[48 86] ; [ 7 30],[43.0994152 90.9005848] ; [11.9005848 25.0994152],0
s3,1,0.065274,3.398043,[69 63] ; [13 24],[64.04733728 67.95266272] ; [17.95266272 19.04733728],0
p7,1,0.069006,3.306498,[73 54] ; [15 22],[68.14634146 58.85365854] ; [19.85365854 17.14634146],0
d3,1,0.076543,3.136812,[105  28] ; [24 13],[100.92352941  32.07647059] ; [28.07647059  8.92352941],0
s5,1,0.088116,2.908451,[41 91] ; [ 6 30],[36.92857143 95.07142857] ; [10.07142857 25.92857143],0
v2,1,0.10649,2.605547,[69 55] ; [15 22],[64.69565217 59.30434783] ; [19.30434783 17.69565217],0
p8,1,0.109606,2.559898,[68 65] ; [13 23],[63.74556213 69.25443787] ; [17.25443787 18.74556213],0
s6,1,0.111057,2.539118,[84 49] ; [18 19],[79.8 53.2] ; [22.2 14.8],0
n6,1,0.111105,2.538426,[90 42] ; [20 17],[85.91715976 46.08284024] ; [24.08284024 12.91715976],0
n5,1,0.114679,2.488528,[47 86] ; [ 8 29],[43.02941176 89.97058824] ; [11.97058824 25.02941176],0
p3,1,0.125211,2.350898,[52 82] ; [ 9 27],[48.08235294 85.91764706] ; [12.91764706 23.08235294],0
n2,1,0.153056,2.041528,[28 14] ; [ 9 10],[25.47540984 16.52459016] ; [11.52459016  7.47540984],0
a6,1,0.162852,1.947538,[99 35] ; [23 14],[95.60233918 38.39766082] ; [26.39766082 10.60233918],0
s7,1,0.200158,1.641218,[47 82] ; [ 9 27],[43.78181818 85.21818182] ; [12.21818182 23.78181818],0
r1,1,0.211235,1.562944,[100  33] ; [24 13],[97.01176471 35.98823529] ; [26.98823529 10.01176471],0
b2,1,0.282613,1.154482,[20 39] ; [ 5 18],[17.98780488 41.01219512] ; [ 7.01219512 15.98780488],0
b3,1,0.282613,1.154482,[20 39] ; [ 5 18],[17.98780488 41.01219512] ; [ 7.01219512 15.98780488],0
u2,1,0.372552,0.795136,[31 21] ; [7 8],[29.49253731 22.50746269] ; [8.50746269 6.49253731],0
