Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.283993,[87 21] ; [ 6 26],[71.74285714 36.25714286] ; [21.25714286 10.74285714],1
r3,1,0.0,32.971363,[95 12] ; [13 19],[83.13669065 23.86330935] ; [24.86330935  7.13669065],1
r2,1,8e-06,19.975529,[97 11] ; [17 14],[88.57553957 19.42446043] ; [25.42446043  5.57553957],1
p2,1,3.8e-05,16.956371,[65 43] ; [ 6 26],[54.77142857 53.22857143] ; [16.22857143 15.77142857],1
r1,1,0.000433,12.384805,[80 28] ; [13 19],[71.74285714 36.25714286] ; [21.25714286 10.74285714],1
u3,1,0.000712,11.456715,[30 19] ; [ 2 14],[24.12307692 24.87692308] ; [7.87692308 8.12307692],1
n6,1,0.00127,10.384947,[73 35] ; [11 20],[65.26618705 42.73381295] ; [18.73381295 12.26618705],0
n2,1,0.002665,9.023785,[28 12] ; [ 5 13],[22.75862069 17.24137931] ; [10.24137931  7.75862069],0
p11,1,0.008203,6.98858,[52 56] ; [ 7 25],[45.51428571 62.48571429] ; [13.48571429 18.51428571],0
p7,1,0.008724,6.878409,[48 60] ; [ 6 26],[41.65714286 66.34285714] ; [12.34285714 19.65714286],0
n3,1,0.022504,5.206384,[25 13] ; [ 6 12],[21.03571429 16.96428571] ; [9.96428571 8.03571429],0
s8,1,0.023828,5.107113,[21 85] ; [ 1 31],[16.89855072 89.10144928] ; [ 5.10144928 26.89855072],0
v2,1,0.028253,4.812538,[46 60] ; [ 7 25],[40.71014493 65.28985507] ; [12.28985507 19.71014493],0
u2,1,0.050683,3.818717,[25 22] ; [ 4 12],[21.63492063 25.36507937] ; [7.36507937 8.63492063],0
d5,1,0.054583,3.694774,[77 31] ; [17 15],[72.51428571 35.48571429] ; [21.48571429 10.51428571],0
v1,1,0.062855,3.460391,[43 65] ; [ 7 25],[38.57142857 69.42857143] ; [11.42857143 20.57142857],0
s6,1,0.069047,3.305537,[49 57] ; [ 9 23],[44.55072464 61.44927536] ; [13.44927536 18.55072464],0
p3,1,0.073645,3.199842,[38 69] ; [ 6 26],[33.8705036 73.1294964] ; [10.1294964 21.8705036],0
p4,1,0.087772,2.914769,[45 63] ; [ 8 24],[40.88571429 67.11428571] ; [12.11428571 19.88571429],0
p6,1,0.106002,2.612837,[24 81] ; [ 3 28],[20.84558824 84.15441176] ; [ 6.15441176 24.84558824],0
s1,1,0.108467,2.576421,[  7 100] ; [ 5 27],[ 9.23741007 97.76258993] ; [ 2.76258993 29.23741007],0
a1,1,0.110853,2.542016,[  5 103] ; [ 4 28],[  6.94285714 101.05714286] ; [ 2.05714286 29.94285714],0
s3,1,0.121272,2.400818,[44 63] ; [ 8 23],[40.31884058 66.68115942] ; [11.68115942 19.31884058],0
p8,1,0.133828,2.247524,[32 76] ; [ 5 26],[28.74820144 79.25179856] ; [ 8.25179856 22.74820144],0
a7,1,0.136129,2.221181,[66 41] ; [15 17],[62.35251799 44.64748201] ; [18.64748201 13.35251799],0
v3,1,0.185154,1.755763,[32 72] ; [ 6 26],[29.05882353 74.94117647] ; [ 8.94117647 23.05882353],0
s7,1,0.249688,1.325048,[24 77] ; [ 4 25],[21.75384615 79.24615385] ; [ 6.24615385 22.75384615],0
a6,1,0.251746,1.313586,[63 45] ; [15 17],[60.17142857 47.82857143] ; [17.82857143 14.17142857],0
a5,1,0.251746,1.313586,[63 45] ; [15 17],[60.17142857 47.82857143] ; [17.82857143 14.17142857],0
b5,1,0.352567,0.864198,[64 44] ; [16 16],[61.71428571 46.28571429] ; [18.28571429 13.71428571],0
d4,1,0.359824,0.838508,[76 31] ; [20 12],[73.89928058 33.10071942] ; [22.10071942  9.89928058],0
p12,1,0.361291,0.833399,[  1 106] ; [ 1 31],[  1.53956835 105.46043165] ; [ 0.46043165 31.53956835],0
d3,1,0.387154,0.747863,[60 48] ; [15 17],[57.85714286 50.14285714] ; [17.14285714 14.85714286],0
b4,1,0.419306,0.652258,[66 42] ; [17 15],[64.02857143 43.97142857] ; [18.97142857 13.02857143],0
a2,1,0.42753,0.629523,[20 88] ; [ 4 28],[18.51428571 89.48571429] ; [ 5.48571429 26.51428571],0
s2,1,0.486923,0.483319,[33 72] ; [ 8 24],[31.42335766 73.57664234] ; [ 9.57664234 22.42335766],0
a4,1,0.501252,0.452286,[42 66] ; [10 21],[40.4028777 67.5971223] ; [11.5971223 19.4028777],0
b3,1,0.504967,0.444483,[18 48] ; [ 7 13],[19.18604651 46.81395349] ; [ 5.81395349 14.18604651],0
b2,1,0.504967,0.444483,[18 48] ; [ 7 13],[19.18604651 46.81395349] ; [ 5.81395349 14.18604651],0
n5,1,0.534394,0.386029,[54 54] ; [18 14],[55.54285714 52.45714286] ; [16.45714286 15.54285714],0
d1,1,0.544793,0.366728,[47 61] ; [12 20],[45.51428571 62.48571429] ; [13.48571429 18.51428571],0
p1,1,0.586339,0.296098,[  7 100] ; [ 3 29],[ 7.69784173 99.30215827] ; [ 2.30215827 29.69784173],0
s5,1,0.598515,0.277242,[17 87] ; [ 4 28],[16.05882353 87.94117647] ; [ 4.94117647 27.05882353],0
d2,1,0.698452,0.150087,[51 56] ; [16 15],[51.94927536 55.05072464] ; [15.05072464 15.94927536],0
b1,1,0.712398,0.135893,[58 50] ; [16 16],[57.08571429 50.91428571] ; [16.91428571 15.08571429],0
a3,1,0.766436,0.088233,[59 49] ; [16 15],[58.27338129 49.72661871] ; [16.72661871 14.27338129],0
a8,1,0.812515,0.056256,[ 5 92] ; [ 2 30],[ 5.26356589 91.73643411] ; [ 1.73643411 30.26356589],0
s4,1,0.856832,0.032547,[18 88] ; [ 5 27],[17.66666667 88.33333333] ; [ 5.33333333 26.66666667],0
p5,1,0.899772,0.015863,[  4 104] ; [ 1 30],[  3.88489209 104.11510791] ; [ 1.11510791 29.88489209],0
n1,1,0.901676,0.015263,[14 26] ; [ 6 12],[13.79310345 26.20689655] ; [ 6.20689655 11.79310345],0
n4,1,0.962175,0.002249,[67 41] ; [20 12],[67.11428571 40.88571429] ; [19.88571429 12.11428571],0
