Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,85.223232,[229  36] ; [23 47],[199.34328358  65.65671642] ; [52.65671642 17.34328358],1
d3,1,0.0,37.423008,[250  15] ; [48 22],[235.73134328  29.26865672] ; [62.26865672  7.73134328],1
a2,1,2e-06,22.9854,[103 163] ; [ 6 64],[ 86.29166667 179.70833333] ; [22.70833333 47.29166667],1
r4,1,0.000805,11.229216,[241  25] ; [53 17],[232.75  33.25] ; [61.25  8.75],1
b1,1,0.001113,10.629774,[ 88 178] ; [38 32],[ 99.75 166.25] ; [26.25 43.75],0
r1,1,0.00161,9.948717,[228  37] ; [49 21],[219.11940299  45.88059701] ; [57.88059701 12.11940299],0
u1,1,0.001927,9.618053,[ 74 192] ; [ 7 63],[ 64.125 201.875] ; [16.875 53.125],0
b5,1,0.005055,7.859649,[181  85] ; [35 35],[171.  95.] ; [45. 25.],0
v4,1,0.005387,7.744779,[255  11] ; [60  9],[250.11940299  15.88059701] ; [64.88059701  4.11940299],0
b4,1,0.015025,5.913506,[168  98] ; [33 37],[159.125 106.875] ; [41.875 28.125],0
a8,1,0.015944,5.809021,[ 38 196] ; [ 3 62],[ 32.08695652 201.91304348] ; [ 8.91304348 56.08695652],0
p5,1,0.016157,5.785702,[ 11 253] ; [ 8 60],[ 15.10843373 248.89156627] ; [ 3.89156627 64.10843373],0
d2,1,0.04131,4.16327,[182  83] ; [56 13],[188.83233533  76.16766467] ; [49.16766467 19.83233533],0
n4,1,0.073876,3.194734,[206  60] ; [61  9],[211.375  54.625] ; [55.625 14.375],0
p10,1,0.074211,3.187326,[206  58] ; [46 22],[200.38554217  63.61445783] ; [51.61445783 16.38554217],0
r3,1,0.076896,3.12931,[254  12] ; [63  7],[250.95833333  15.04166667] ; [66.04166667  3.95833333],0
v2,1,0.090628,2.863189,[158  99] ; [33 33],[151.97213622 105.02786378] ; [39.02786378 26.97213622],0
n6,1,0.099332,2.716242,[223  42] ; [53 17],[218.32835821  46.67164179] ; [57.67164179 12.32835821],0
p4,1,0.106328,2.60796,[160 106] ; [33 34],[154.16816817 111.83183183] ; [38.83183183 28.16816817],0
r2,1,0.148097,2.091743,[251  12] ; [60  6],[248.61094225  14.38905775] ; [62.38905775  3.61094225],0
n1,1,0.156301,2.009657,[16 48] ; [ 9 13],[18.60465116 45.39534884] ; [ 6.39534884 15.60465116],0
p2,1,0.169621,1.886289,[214  51] ; [49 18],[209.9246988  55.0753012] ; [53.0753012 13.9246988],0
u3,1,0.175902,1.83191,[40 24] ; [6 8],[37.74358974 26.25641026] ; [8.25641026 5.74358974],0
s7,1,0.223514,1.481664,[106 149] ; [32 32],[110.31347962 144.68652038] ; [27.68652038 36.31347962],0
d5,1,0.24232,1.367046,[260   5] ; [67  3],[258.67164179   6.32835821] ; [68.32835821  1.67164179],0
n5,1,0.331706,0.942224,[189  76] ; [54 16],[192.2238806  72.7761194] ; [50.7761194 19.2238806],0
p9,1,0.333051,0.936997,[214  48] ; [52 16],[211.18787879  50.81212121] ; [54.81212121 13.18787879],0
n2,1,0.369675,0.804757,[39 25] ; [11 11],[37.20930233 26.79069767] ; [12.79069767  9.20930233],0
a1,1,0.400319,0.707368,[ 14 252] ; [ 2 68],[ 12.66666667 253.33333333] ; [ 3.33333333 66.66666667],0
s8,1,0.410544,0.677224,[103 162] ; [31 39],[106. 159.] ; [28. 42.],0
s6,1,0.501963,0.450784,[154 111] ; [37 32],[151.54191617 113.45808383] ; [39.45808383 29.54191617],0
a3,1,0.50451,0.445437,[202  63] ; [56 14],[204.08955224  60.91044776] ; [53.91044776 16.08955224],0
s4,1,0.528164,0.397922,[ 27 237] ; [ 9 61],[ 28.45508982 235.54491018] ; [ 7.54491018 62.45508982],0
p12,1,0.539297,0.376845,[ 17 249] ; [ 3 65],[ 15.92814371 250.07185629] ; [ 4.07185629 63.92814371],0
a4,1,0.551203,0.355166,[143 122] ; [40 29],[145.19461078 119.80538922] ; [37.80538922 31.19461078],0
p7,1,0.559705,0.340216,[155 107] ; [37 30],[152.89969605 109.10030395] ; [39.10030395 27.89969605],0
s1,1,0.585593,0.29728,[  8 256] ; [ 3 66],[  8.72072072 255.27927928] ; [ 2.27927928 66.72072072],0
s3,1,0.618756,0.24762,[127 136] ; [31 38],[125.1626506 137.8373494] ; [32.8373494 36.1626506],0
n3,1,0.677283,0.1732,[41 23] ; [13  9],[40.18604651 23.81395349] ; [13.81395349  8.18604651],0
u2,1,0.708992,0.139286,[40 24] ; [8 6],[39.38461538 24.61538462] ; [8.61538462 5.38461538],0
u4,1,0.717403,0.130994,[  9 257] ; [ 3 67],[  9.5 256.5] ; [ 2.5 67.5],0
a5,1,0.726178,0.12265,[214  52] ; [55 15],[212.95833333  53.04166667] ; [56.04166667 13.95833333],0
p6,1,0.753969,0.098226,[ 84 180] ; [22 43],[ 85.05775076 178.94224924] ; [20.94224924 44.05775076],0
v3,1,0.766009,0.088566,[101 149] ; [28 38],[102.05696203 147.94303797] ; [26.94303797 39.05696203],0
p1,1,0.829659,0.046285,[ 17 248] ; [ 4 66],[ 16.6119403 248.3880597] ; [ 4.3880597 65.6119403],0
p3,1,0.843409,0.03902,[120 144] ; [30 38],[119.27710843 144.72289157] ; [30.72289157 37.27710843],0
p11,1,0.850022,0.035755,[208  58] ; [54 16],[207.41666667  58.58333333] ; [54.58333333 15.41666667],0
b2,1,0.868244,0.027519,[ 57 103] ; [17 29],[ 57.47572816 102.52427184] ; [16.52427184 29.47572816],0
b3,1,0.868244,0.027519,[ 57 103] ; [17 29],[ 57.47572816 102.52427184] ; [16.52427184 29.47572816],0
v1,1,0.873742,0.025251,[128 130] ; [33 35],[127.41717791 130.58282209] ; [33.58282209 34.41717791],0
p8,1,0.89115,0.018728,[132 131] ; [33 34],[131.5 131.5] ; [33.5 33.5],0
s2,1,0.926957,0.008404,[113 152] ; [29 40],[112.66467066 152.33532934] ; [29.33532934 39.66467066],0
d4,1,0.97076,0.001344,[261   4] ; [68  1],[261.03293413   3.96706587] ; [67.96706587  1.03293413],0
