Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,29.025092,[3 7] ; [49  2],[8.52459016 1.47540984] ; [43.47540984  7.52459016],1
s6,1,0.004032,8.269251,[5 5] ; [45  6],[8.19672131 1.80327869] ; [41.80327869  9.19672131],0
b4,1,0.038285,4.292308,[8 2] ; [23 29],[5. 5.] ; [26. 26.],0
v3,1,0.04498,4.019407,[6 4] ; [14 37],[3.27868852 6.72131148] ; [16.72131148 34.27868852],0
r3,1,0.056874,3.62626,[8 2] ; [50  2],[9.35483871 0.64516129] ; [48.64516129  3.35483871],0
p8,1,0.0639,3.433148,[2 8] ; [27 25],[4.67741935 5.32258065] ; [24.32258065 27.67741935],0
a4,1,0.122033,2.391037,[1 9] ; [18 34],[3.06451613 6.93548387] ; [15.93548387 36.06451613],0
s7,1,0.13057,2.285714,[5 5] ; [37 13],[7. 3.] ; [35. 15.],0
a5,1,0.131226,2.277935,[4 6] ; [34 18],[6.12903226 3.87096774] ; [31.87096774 20.12903226],0
p7,1,0.147155,2.101497,[5 5] ; [38 14],[6.93548387 3.06451613] ; [36.06451613 15.93548387],0
a7,1,0.16602,1.91852,[4 6] ; [33 19],[5.96774194 4.03225806] ; [31.03225806 20.96774194],0
b3,1,0.194658,1.682011,[1 7] ; [13 23],[2.54545455 5.45454545] ; [11.45454545 24.54545455],0
b2,1,0.194658,1.682011,[1 7] ; [13 23],[2.54545455 5.45454545] ; [11.45454545 24.54545455],0
b5,1,0.251911,1.312674,[4 6] ; [31 21],[5.64516129 4.35483871] ; [29.35483871 22.64516129],0
p11,1,0.262692,1.254515,[6 4] ; [40 12],[7.41935484 2.58064516] ; [38.58064516 13.41935484],0
d2,1,0.311526,1.024194,[2 8] ; [19 33],[3.38709677 6.61290323] ; [17.61290323 34.38709677],0
p6,1,0.311526,1.024194,[2 8] ; [19 33],[3.38709677 6.61290323] ; [17.61290323 34.38709677],0
s5,1,0.327187,0.96,[2 8] ; [18 32],[3.33333333 6.66666667] ; [16.66666667 33.33333333],0
p5,1,0.341963,0.903057,[2 8] ; [ 5 47],[1.12903226 8.87096774] ; [ 5.87096774 46.12903226],0
n4,1,0.349401,0.875632,[6 4] ; [38 13],[7.21311475 2.78688525] ; [36.78688525 14.21311475],0
u3,1,0.363892,0.824418,[1 2] ; [14  9],[1.73076923 1.26923077] ; [13.26923077  9.73076923],0
v1,1,0.383446,0.759626,[4 6] ; [27 22],[5.25423729 4.74576271] ; [25.74576271 23.25423729],0
a3,1,0.403608,0.697551,[7 3] ; [29 23],[5.80645161 4.19354839] ; [30.19354839 21.80645161],0
p2,1,0.443588,0.586982,[7 3] ; [42 10],[7.90322581 2.09677419] ; [41.09677419 10.90322581],0
u2,1,0.448599,0.574189,[1 2] ; [13 10],[1.61538462 1.38461538] ; [12.38461538 10.61538462],0
n1,1,0.452209,0.56511,[3 1] ; [7 6],[2.35294118 1.64705882] ; [7.64705882 5.35294118],0
a6,1,0.495745,0.464033,[5 5] ; [32 20],[5.96774194 4.03225806] ; [31.03225806 20.96774194],0
s3,1,0.531161,0.392169,[7 2] ; [35 17],[6.19672131 2.80327869] ; [35.80327869 16.19672131],0
p4,1,0.536949,0.381225,[7 3] ; [31 21],[6.12903226 3.87096774] ; [31.87096774 20.12903226],0
d3,1,0.540057,0.375435,[3 7] ; [11 41],[2.25806452 7.74193548] ; [11.74193548 40.25806452],0
n5,1,0.540057,0.375435,[7 3] ; [41 11],[7.74193548 2.25806452] ; [40.25806452 11.74193548],0
p3,1,0.562244,0.335833,[4 6] ; [26 26],[4.83870968 5.16129032] ; [25.16129032 26.83870968],0
a8,1,0.58032,0.305718,[1 8] ; [ 9 39],[1.57894737 7.42105263] ; [ 8.42105263 39.57894737],0
s1,1,0.630527,0.231347,[1 9] ; [ 3 48],[0.6557377 9.3442623] ; [ 3.3442623 47.6557377],0
p1,1,0.657995,0.195968,[1 9] ; [ 8 44],[1.4516129 8.5483871] ; [ 7.5483871 44.4516129],0
r1,1,0.689157,0.16,[8 2] ; [37 13],[7.5 2.5] ; [37.5 12.5],0
n6,1,0.716294,0.132071,[8 2] ; [44  8],[8.38709677 1.61290323] ; [43.61290323  8.38709677],0
b1,1,0.737071,0.112718,[5 5] ; [23 29],[4.51612903 5.48387097] ; [23.48387097 28.51612903],0
s2,1,0.769455,0.0859,[6 3] ; [32 20],[5.60655738 3.39344262] ; [32.39344262 19.60655738],0
r2,1,0.820152,0.051688,[9 1] ; [47  4],[9.18032787 0.81967213] ; [46.81967213  4.18032787],0
d5,1,0.911264,0.01242,[5 5] ; [27 25],[5.16129032 4.83870968] ; [26.83870968 25.16129032],0
v2,1,0.953094,0.00346,[5 5] ; [24 25],[4.91525424 5.08474576] ; [24.08474576 24.91525424],0
s4,1,0.955034,0.003179,[2 8] ; [10 42],[1.93548387 8.06451613] ; [10.06451613 41.93548387],0
r4,1,0.969947,0.001419,[9 1] ; [47  5],[9.03225806 0.96774194] ; [46.96774194  5.03225806],0
