Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.981459,[140  14] ; [1 9],[132.40243902  21.59756098] ; [8.59756098 1.40243902],1
s6,1,0.000343,12.820193,[101  51] ; [1 9],[95.7037037 56.2962963] ; [6.2962963 3.7037037],1
a6,1,0.002758,8.960995,[103  51] ; [2 8],[98.59756098 55.40243902] ; [6.40243902 3.59756098],0
r1,1,0.005783,7.616659,[120  33] ; [4 6],[116.39263804  36.60736196] ; [7.60736196 2.39263804],0
a5,1,0.007244,7.211424,[109  45] ; [3 7],[105.17073171  48.82926829] ; [6.82926829 3.17073171],0
p11,1,0.010135,6.611077,[118  36] ; [4 6],[114.56097561  39.43902439] ; [7.43902439 2.56097561],0
n6,1,0.010561,6.537698,[106  47] ; [3 7],[102.31288344  50.68711656] ; [6.68711656 3.31288344],0
s3,1,0.011147,6.441748,[83 69] ; [1 8],[79.30434783 72.69565217] ; [4.69565217 4.30434783],0
s2,1,0.014905,5.927675,[76 77] ; [1 9],[72.27607362 80.72392638] ; [4.72392638 5.27607362],0
d1,1,0.017612,5.634381,[90 64] ; [2 8],[86.3902439 67.6097561] ; [5.6097561 4.3902439],0
p9,1,0.018238,5.573113,[142  12] ; [7 3],[139.91463415  14.08536585] ; [9.08536585 0.91463415],0
v4,1,0.023241,5.150393,[146   6] ; [8 2],[144.49382716   7.50617284] ; [9.50617284 0.49382716],0
n2,1,0.034678,4.460951,[28 13] ; [1 4],[25.84782609 15.15217391] ; [3.15217391 1.84782609],0
n3,1,0.073818,3.196023,[31  9] ; [2 3],[29.33333333 10.66666667] ; [3.66666667 1.33333333],0
d5,1,0.094191,2.801245,[125  28] ; [6 4],[122.96319018  30.03680982] ; [8.03680982 1.96319018],0
r2,1,0.116474,2.464105,[142  10] ; [8 2],[140.74074074  11.25925926] ; [9.25925926 0.74074074],0
p1,1,0.150139,2.070834,[ 11 141] ; [2 8],[ 12.19753086 139.80246914] ; [0.80246914 9.19753086],0
p6,1,0.171408,1.870584,[ 46 106] ; [1 9],[ 44.09876543 107.90123457] ; [2.90123457 7.09876543],0
d2,1,0.177933,1.814802,[64 90] ; [2 8],[61.97560976 92.02439024] ; [4.02439024 5.97560976],0
b1,1,0.182664,1.775816,[ 46 108] ; [5 5],[ 47.8902439 106.1097561] ; [3.1097561 6.8902439],0
n4,1,0.203124,1.619766,[62 92] ; [2 8],[60.09756098 93.90243902] ; [3.90243902 6.09756098],0
d4,1,0.206255,1.597521,[131  23] ; [7 3],[129.58536585  24.41463415] ; [8.41463415 1.58536585],0
s8,1,0.21665,1.526424,[61 93] ; [2 8],[59.15853659 94.84146341] ; [3.84146341 6.15853659],0
d3,1,0.264062,1.247335,[116  37] ; [6 4],[114.51533742  38.48466258] ; [7.48466258 2.51533742],0
s7,1,0.268757,1.223082,[62 90] ; [2 7],[60.42236025 91.57763975] ; [3.57763975 5.42236025],0
p4,1,0.284881,1.143659,[73 81] ; [3 7],[71.36585366 82.63414634] ; [4.63414634 5.36585366],0
s4,1,0.290836,1.115746,[ 38 116] ; [1 9],[ 36.62195122 117.37804878] ; [2.37804878 7.62195122],0
a3,1,0.296183,1.091301,[102  52] ; [5 5],[100.47560976  53.52439024] ; [6.52439024 3.47560976],0
p7,1,0.318726,0.994166,[93 59] ; [4 5],[91.57763975 60.42236025] ; [5.42236025 3.57763975],0
s1,1,0.354801,0.856212,[  6 148] ; [1 9],[  6.57317073 147.42682927] ; [0.42682927 9.57317073],0
p8,1,0.35965,0.839116,[69 84] ; [6 4],[70.39877301 82.60122699] ; [4.60122699 5.39877301],0
p2,1,0.361063,0.834193,[125  28] ; [7 3],[123.90184049  29.09815951] ; [8.09815951 1.90184049],0
s5,1,0.376455,0.782245,[49 97] ; [2 8],[47.73076923 98.26923077] ; [3.26923077 6.73076923],0
b3,1,0.409113,0.681378,[27 55] ; [1 5],[26.09090909 55.90909091] ; [1.90909091 4.09090909],0
b2,1,0.409113,0.681378,[27 55] ; [1 5],[26.09090909 55.90909091] ; [1.90909091 4.09090909],0
a7,1,0.462739,0.539262,[122  31] ; [7 3],[121.08588957  31.91411043] ; [7.91411043 2.08588957],0
b5,1,0.462796,0.539123,[95 59] ; [5 5],[93.90243902 60.09756098] ; [6.09756098 3.90243902],0
u3,1,0.524695,0.404655,[33 17] ; [4 1],[33.63636364 16.36363636] ; [3.36363636 1.63636364],0
v3,1,0.567282,0.327251,[ 42 106] ; [2 8],[ 41.21518987 106.78481013] ; [2.78481013 7.21518987],0
a2,1,0.569522,0.323482,[ 26 128] ; [1 9],[ 25.35365854 128.64634146] ; [1.64634146 8.35365854],0
u2,1,0.597642,0.278567,[35 16] ; [4 1],[35.51785714 15.48214286] ; [3.48214286 1.51785714],0
a4,1,0.599401,0.2759,[59 95] ; [3 7],[58.2195122 95.7804878] ; [3.7804878 6.2195122],0
b4,1,0.65548,0.199061,[97 57] ; [7 3],[97.65853659 56.34146341] ; [6.34146341 3.65853659],0
n1,1,0.742668,0.107795,[11 30] ; [1 4],[10.69565217 30.30434783] ; [1.30434783 3.69565217],0
v1,1,0.844899,0.038271,[55 94] ; [4 6],[55.28930818 93.71069182] ; [3.71069182 6.28930818],0
p3,1,0.98705,0.000263,[62 92] ; [4 6],[61.97560976 92.02439024] ; [4.02439024 5.97560976],0
