Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,26.97685,[ 22 162] ; [48 83],[ 40.88888889 143.11111111] ; [ 29.11111111 101.88888889],1
p2,1,0.0001,15.13473,[114  72] ; [107  24],[129.67192429  56.32807571] ; [91.32807571 39.67192429],1
r3,1,0.000314,12.98677,[153  31] ; [127   5],[163.03797468  20.96202532] ; [116.96202532  15.03797468],1
v2,1,0.000704,11.478957,[ 72 104] ; [77 50],[86.54785479 89.45214521] ; [62.45214521 64.54785479],1
p3,1,0.001169,10.53862,[ 53 133] ; [61 71],[ 66.67924528 119.32075472] ; [47.32075472 84.67924528],0
p4,1,0.001483,10.099506,[ 69 116] ; [73 59],[ 82.87066246 102.12933754] ; [59.12933754 72.87066246],0
v1,1,0.004941,7.901012,[ 73 106] ; [73 55],[85.12703583 93.87296417] ; [60.87296417 67.12703583],0
s7,1,0.005246,7.79255,[ 68 110] ; [69 58],[79.95409836 98.04590164] ; [57.04590164 69.95409836],0
r4,1,0.007057,7.258279,[141  45] ; [116  16],[150.32075472  35.67924528] ; [106.67924528  25.32075472],0
p10,1,0.007092,7.249591,[125  59] ; [106  24],[135.36305732  48.63694268] ; [95.63694268 34.36305732],0
u2,1,0.011531,6.381593,[22 35] ; [23 12],[27.88043478 29.11956522] ; [17.11956522 17.88043478],0
s3,1,0.012867,6.18735,[88 95] ; [81 49],[98.80830671 84.19169329] ; [70.19169329 59.80830671],0
v4,1,0.018574,5.541216,[157  29] ; [122   9],[163.70347003  22.29652997] ; [115.29652997  15.70347003],0
r1,1,0.018929,5.508103,[125  61] ; [103  27],[134.20253165  51.79746835] ; [93.79746835 36.20253165],0
s2,1,0.019073,5.494792,[ 77 105] ; [73 58],[87.22044728 94.77955272] ; [62.77955272 68.22044728],0
a8,1,0.019192,5.483923,[ 17 154] ; [23 94],[ 23.75 147.25] ; [ 16.25 100.75],0
d5,1,0.020099,5.403236,[139  47] ; [112  19],[147.27444795  38.72555205] ; [103.72555205  27.27444795],0
p12,1,0.043731,4.066925,[ 16 170] ; [  4 128],[ 11.69811321 174.30188679] ; [  8.30188679 123.69811321],0
s6,1,0.04957,3.855961,[107  78] ; [90 41],[115.33227848  69.66772152] ; [81.66772152 49.33227848],0
p9,1,0.061301,3.501843,[134  48] ; [109  23],[140.84713376  41.15286624] ; [102.15286624  29.84713376],0
s8,1,0.073737,3.197811,[ 62 124] ; [57 75],[ 69.60377358 116.39622642] ; [49.39622642 82.60377358],0
b4,1,0.077973,3.106652,[117  69] ; [70 62],[109.37735849  76.62264151] ; [77.62264151 54.37735849],0
p1,1,0.088506,2.901346,[ 16 170] ; [  5 127],[ 12.28301887 173.71698113] ; [  8.71698113 123.28301887],0
v3,1,0.14891,2.083381,[ 59 118] ; [53 75],[ 64.99672131 112.00327869] ; [47.00327869 80.99672131],0
s5,1,0.163265,1.943721,[ 43 135] ; [41 90],[ 48.38834951 129.61165049] ; [35.61165049 95.38834951],0
a1,1,0.165711,1.921325,[ 14 172] ; [  5 127],[ 11.11320755 174.88679245] ; [  7.88679245 124.11320755],0
a2,1,0.196716,1.666589,[ 43 143] ; [39 93],[ 47.96226415 138.03773585] ; [34.03773585 97.96226415],0
d3,1,0.206151,1.598252,[110  76] ; [86 44],[115.36708861  70.63291139] ; [80.63291139 49.36708861],0
d4,1,0.224238,1.47704,[134  51] ; [102  28],[138.6031746  46.3968254] ; [97.3968254 32.6031746],0
s1,1,0.423318,0.641085,[  9 173] ; [  4 125],[  7.60771704 174.39228296] ; [  5.39228296 123.60771704],0
n3,1,0.427505,0.629591,[45 22] ; [24  8],[46.6969697 20.3030303] ; [22.3030303  9.6969697],0
r2,1,0.435906,0.607037,[166  19] ; [120  10],[167.96825397  17.03174603] ; [118.03174603  11.96825397],0
s4,1,0.437152,0.603746,[ 28 155] ; [ 16 115],[ 25.6433121 157.3566879] ; [ 18.3566879 112.6433121],0
u1,1,0.438681,0.599731,[ 33 153] ; [ 28 104],[ 35.67924528 150.32075472] ; [ 25.32075472 106.67924528],0
p5,1,0.445554,0.581938,[  9 175] ; [  9 121],[ 10.5477707 173.4522293] ; [  7.4522293 122.5477707],0
n4,1,0.471419,0.518647,[158  28] ; [115  16],[160.1829653  25.8170347] ; [112.8170347  18.1829653],0
b1,1,0.481913,0.494531,[ 73 113] ; [57 75],[ 76.03773585 109.96226415] ; [53.96226415 78.03773585],0
n2,1,0.601312,0.273021,[50 19] ; [24  7],[51.06 17.94] ; [22.94  8.06],0
d2,1,0.62582,0.237772,[94 88] ; [64 67],[91.87220447 90.12779553] ; [66.12779553 64.87220447],0
n1,1,0.660816,0.192533,[30 37] ; [12 18],[29.01030928 37.98969072] ; [12.98969072 17.01030928],0
a3,1,0.66589,0.186448,[129  56] ; [95 37],[130.72555205  54.27444795] ; [93.27444795 38.72555205],0
u4,1,0.681558,0.168377,[  4 182] ; [  2 130],[  3.50943396 182.49056604] ; [  2.49056604 129.50943396],0
