Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.86998,[316  12] ; [33 20],[300.45144357  27.54855643] ; [48.54855643  4.45144357],1
r2,1,1e-06,24.270018,[318   8] ; [41  9],[311.2606383  14.7393617] ; [47.7393617  2.2606383],1
a5,1,0.000257,13.362958,[270  58] ; [32 21],[259.98950131  68.01049869] ; [42.01049869 10.98950131],1
v4,1,0.000466,12.248514,[316   9] ; [46  7],[311.24338624  13.75661376] ; [50.75661376  2.24338624],1
u1,1,0.003458,8.548511,[ 93 235] ; [ 5 48],[ 84.36745407 243.63254593] ; [13.63254593 39.36745407],0
r3,1,0.007801,7.078551,[320   5] ; [49  4],[317.26190476   7.73809524] ; [51.73809524  1.26190476],0
d2,1,0.012692,6.211589,[177 149] ; [19 34],[168.59102902 157.40897098] ; [27.40897098 25.59102902],0
a4,1,0.020212,5.393498,[161 166] ; [17 36],[153.17368421 173.82631579] ; [24.82631579 28.17368421],0
p2,1,0.022848,5.180007,[280  46] ; [39 14],[274.39050132  51.60949868] ; [44.60949868  8.39050132],0
p4,1,0.022964,5.171264,[211 112] ; [26 27],[203.59308511 119.40691489] ; [33.40691489 19.59308511],0
p9,1,0.027334,4.869603,[283  38] ; [40 12],[277.97050938  43.02949062] ; [45.02949062  6.97050938],0
a2,1,0.036301,4.382926,[109 219] ; [10 43],[102.44619423 225.55380577] ; [16.55380577 36.44619423],0
p10,1,0.056459,3.638462,[276  47] ; [39 13],[271.32  51.68] ; [43.68  8.32],0
s1,1,0.089086,2.890803,[  6 315] ; [ 3 49],[  7.74530831 313.25469169] ; [ 1.25469169 50.74530831],0
a3,1,0.104306,2.638432,[250  77] ; [35 18],[245.25  81.75] ; [39.75 13.25],0
s8,1,0.105059,2.627023,[154 168] ; [19 34],[148.54933333 173.45066667] ; [24.45066667 28.54933333],0
a6,1,0.105832,2.615378,[265  61] ; [38 15],[260.62796834  65.37203166] ; [42.37203166 10.62796834],0
s2,1,0.122329,2.387239,[170 151] ; [22 31],[164.79144385 156.20855615] ; [27.20855615 25.79144385],0
p7,1,0.132888,2.25844,[213 104] ; [30 23],[208.19189189 108.80810811] ; [34.80810811 18.19189189],0
a1,1,0.177497,1.81846,[ 16 312] ; [ 5 48],[ 18.07874016 309.92125984] ; [ 2.92125984 50.07874016],0
p8,1,0.188783,1.727093,[179 141] ; [24 28],[174.62365591 145.37634409] ; [28.37634409 23.62365591],0
n5,1,0.19485,1.68056,[247  77] ; [36 17],[243.21485411  80.78514589] ; [39.78514589 13.21485411],0
s4,1,0.19598,1.67208,[ 45 278] ; [11 42],[ 48.10638298 274.89361702] ; [ 7.89361702 45.10638298],0
s7,1,0.234542,1.413101,[168 143] ; [22 27],[164.13888889 146.86111111] ; [25.86111111 23.13888889],0
b3,1,0.234691,1.412202,[ 68 131] ; [14 17],[ 70.94782609 128.05217391] ; [11.05217391 19.94782609],0
b2,1,0.234691,1.412202,[ 68 131] ; [14 17],[ 70.94782609 128.05217391] ; [11.05217391 19.94782609],0
d1,1,0.274535,1.193945,[223 105] ; [32 21],[219.52755906 108.47244094] ; [35.47244094 17.52755906],0
s6,1,0.34549,0.889954,[228  95] ; [32 18],[225.14745308  97.85254692] ; [34.85254692 15.14745308],0
b4,1,0.354664,0.856699,[201 127] ; [36 17],[204.03149606 123.96850394] ; [32.96850394 20.03149606],0
p6,1,0.356377,0.850621,[126 196] ; [23 27],[128.97311828 193.02688172] ; [20.02688172 29.97311828],0
d4,1,0.358652,0.842607,[281  46] ; [48  5],[283.11315789  43.88684211] ; [45.88684211  7.11315789],0
p1,1,0.363149,0.826972,[ 31 295] ; [ 3 50],[ 29.24538259 296.75461741] ; [ 4.75461741 48.24538259],0
u3,1,0.368942,0.807225,[48 30] ; [9 9],[46.3125 31.6875] ; [10.6875  7.3125],0
d5,1,0.389614,0.740146,[275  52] ; [47  6],[277.08947368  49.91052632] ; [44.91052632  8.08947368],0
n6,1,0.427839,0.628682,[282  42] ; [44  9],[280.16976127  43.83023873] ; [45.83023873  7.16976127],0
b1,1,0.463696,0.536959,[107 221] ; [20 33],[109.33333333 218.66666667] ; [17.66666667 35.33333333],0
a8,1,0.46456,0.534885,[ 46 235] ; [ 6 43],[ 44.27878788 236.72121212] ; [ 7.72121212 41.27878788],0
s3,1,0.468404,0.525738,[179 139] ; [27 26],[176.57142857 141.42857143] ; [29.42857143 23.57142857],0
p11,1,0.487635,0.48174,[267  61] ; [41 12],[265.15485564  62.84514436] ; [42.84514436 10.15485564],0
v3,1,0.495223,0.465158,[178 140] ; [27 26],[175.71428571 142.28571429] ; [29.28571429 23.71428571],0
d3,1,0.500642,0.453576,[265  62] ; [45  8],[266.76315789  60.23684211] ; [43.23684211  9.76315789],0
s5,1,0.516296,0.421287,[110 208] ; [14 33],[108.03287671 209.96712329] ; [15.96712329 31.03287671],0
b5,1,0.553275,0.351484,[209 119] ; [36 17],[210.91863517 117.08136483] ; [34.08136483 18.91863517],0
p12,1,0.675218,0.175559,[ 37 288] ; [ 5 48],[ 36.11111111 288.88888889] ; [ 5.88888889 47.11111111],0
n4,1,0.684177,0.165462,[255  72] ; [40 13],[253.85526316  73.14473684] ; [41.14473684 11.85526316],0
p5,1,0.746117,0.104823,[ 38 288] ; [ 7 46],[ 38.70712401 287.29287599] ; [ 6.29287599 46.70712401],0
u2,1,0.75187,0.099966,[44 33] ; [9 8],[43.41489362 33.58510638] ; [9.58510638 7.41489362],0
n2,1,0.784448,0.074817,[43 13] ; [14  5],[42.56 13.44] ; [14.44  4.56],0
v1,1,0.865137,0.028845,[206 116] ; [32 19],[205.45844504 116.54155496] ; [32.54155496 18.45844504],0
n1,1,0.867941,0.027647,[17 40] ; [ 5 13],[16.72 40.28] ; [ 5.28 12.72],0
p3,1,0.96705,0.001706,[174 151] ; [28 24],[174.13793103 150.86206897] ; [27.86206897 24.13793103],0
u4,1,0.976918,0.000837,[  6 322] ; [ 1 52],[  6.02624672 321.97375328] ; [ 0.97375328 52.02624672],0
n3,1,1.0,0.0,[42 15] ; [14  5],[42. 15.] ; [14.  5.],0
