Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,30.788572,[ 7 28] ; [59 19],[20.44247788 14.55752212] ; [45.55752212 32.44247788],1
r2,1,0.0,27.856457,[21 14] ; [76  2],[30.04424779  4.95575221] ; [66.95575221 11.04424779],1
r3,1,0.0,27.490909,[21 14] ; [75  2],[30.  5.] ; [66. 11.],1
v4,1,2.7e-05,17.587784,[24 10] ; [75  2],[30.32432432  3.67567568] ; [68.67567568  8.32432432],1
s6,1,0.002177,9.394304,[ 8 27] ; [41 35],[15.45045045 19.54954955] ; [33.54954955 42.45045045],0
u3,1,0.014147,6.019673,[10 14] ; [33 13],[14.74285714  9.25714286] ; [28.25714286 17.74285714],0
a6,1,0.019698,5.438493,[11 24] ; [43 35],[16.72566372 18.27433628] ; [37.27433628 40.72566372],0
v2,1,0.025132,5.014769,[ 7 28] ; [31 43],[12.20183486 22.79816514] ; [25.79816514 48.20183486],0
d3,1,0.052527,3.758895,[14 20] ; [47 30],[18.68468468 15.31531532] ; [42.31531532 34.68468468],0
n6,1,0.055302,3.672967,[16 19] ; [50 27],[20.625 14.375] ; [45.375 31.625],0
d5,1,0.055302,3.672967,[16 19] ; [50 27],[20.625 14.375] ; [45.375 31.625],0
n3,1,0.058253,3.586439,[9 9] ; [18  5],[11.85365854  6.14634146] ; [15.14634146  7.85365854],0
a4,1,0.112601,2.517334,[ 2 33] ; [13 65],[ 4.6460177 30.3539823] ; [10.3539823 67.6460177],0
p11,1,0.120222,2.414431,[17 18] ; [50 28],[20.75221239 14.24778761] ; [46.24778761 31.75221239],0
b1,1,0.124508,2.359681,[16 19] ; [24 54],[12.38938053 22.61061947] ; [27.61061947 50.38938053],0
s1,1,0.155903,2.013526,[ 3 32] ; [ 2 75],[ 1.5625 33.4375] ; [ 3.4375 73.5625],0
p5,1,0.165606,1.922279,[ 2 32] ; [ 1 77],[ 0.91071429 33.08928571] ; [ 2.08928571 75.91071429],0
p9,1,0.192344,1.699572,[20 15] ; [51 22],[23.00925926 11.99074074] ; [47.99074074 25.00925926],0
n2,1,0.242908,1.363636,[9 9] ; [15  7],[10.8  7.2] ; [13.2  8.8],0
s3,1,0.25291,1.307158,[13 22] ; [38 40],[15.79646018 19.20353982] ; [35.20353982 42.79646018],0
s8,1,0.259617,1.270797,[ 6 29] ; [21 57],[ 8.36283186 26.63716814] ; [18.63716814 59.36283186],0
a7,1,0.29075,1.116147,[21 14] ; [54 23],[23.4375 11.5625] ; [51.5625 25.4375],0
n1,1,0.308301,1.037938,[ 3 15] ; [ 7 16],[ 4.3902439 13.6097561] ; [ 5.6097561 17.3902439],0
u2,1,0.327274,0.959655,[12 12] ; [28 17],[13.91304348 10.08695652] ; [26.08695652 18.91304348],0
s7,1,0.330523,0.946849,[ 7 28] ; [21 52],[ 9.07407407 25.92592593] ; [18.92592593 54.07407407],0
s2,1,0.331262,0.943956,[11 24] ; [32 46],[13.31858407 21.68141593] ; [29.68141593 48.31858407],0
v3,1,0.364806,0.821281,[ 5 29] ; [16 56],[ 6.73584906 27.26415094] ; [14.26415094 57.73584906],0
d1,1,0.388046,0.745055,[ 8 27] ; [24 54],[ 9.91150442 25.08849558] ; [22.08849558 55.91150442],0
p3,1,0.392827,0.730173,[ 6 29] ; [19 59],[ 7.74336283 27.25663717] ; [17.25663717 60.74336283],0
d4,1,0.444936,0.583519,[22 13] ; [54 23],[23.75 11.25] ; [52.25 24.75],0
p7,1,0.447761,0.576314,[13 20] ; [35 39],[14.80373832 18.19626168] ; [33.19626168 40.80373832],0
a3,1,0.457569,0.551835,[11 23] ; [31 47],[12.75 21.25] ; [29.25 48.75],0
p6,1,0.539715,0.376068,[ 7 28] ; [19 56],[ 8.27272727 26.72727273] ; [17.72727273 57.27272727],0
