Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.021873,5.255834,[31 10] ; [33 29],[25.47572816 15.52427184] ; [38.52427184 23.47572816],0
a8,1,0.02337,5.140791,[ 7 28] ; [ 3 56],[ 3.72340426 31.27659574] ; [ 6.27659574 52.72340426],0
r2,1,0.041227,4.166667,[39  1] ; [51  9],[36.  4.] ; [54.  6.],0
v2,1,0.041244,4.165964,[26 14] ; [27 34],[20.99009901 19.00990099] ; [32.00990099 28.99009901],0
n1,1,0.050924,3.810784,[3 3] ; [ 2 15],[1.30434783 4.69565217] ; [ 3.69565217 13.30434783],0
v3,1,0.061255,3.503077,[16 23] ; [14 46],[11.81818182 27.18181818] ; [18.18181818 41.81818182],0
s5,1,0.069563,3.293308,[10 27] ; [ 7 50],[ 6.69148936 30.30851064] ; [10.30851064 46.69148936],0
p7,1,0.082875,3.007602,[18 23] ; [38 24],[22.29126214 18.70873786] ; [33.70873786 28.29126214],0
b3,1,0.084605,2.974138,[13 16] ; [10 30],[ 9.66666667 19.33333333] ; [13.33333333 26.66666667],0
b2,1,0.084605,2.974138,[13 16] ; [10 30],[ 9.66666667 19.33333333] ; [13.33333333 26.66666667],0
p12,1,0.134786,2.236496,[ 3 37] ; [ 1 61],[ 1.56862745 38.43137255] ; [ 2.43137255 59.56862745],0
u3,1,0.153348,2.038623,[8 5] ; [ 6 11],[6.06666667 6.93333333] ; [7.93333333 9.06666667],0
s1,1,0.166025,1.918469,[ 4 37] ; [ 2 60],[ 2.38834951 38.61165049] ; [ 3.61165049 58.38834951],0
p10,1,0.168678,1.894655,[21 19] ; [41 21],[24.31372549 15.68627451] ; [37.68627451 24.31372549],0
p6,1,0.251165,1.316815,[15 25] ; [16 44],[12.4 27.6] ; [18.6 41.4],0
b4,1,0.259687,1.270427,[24 17] ; [43 19],[26.66990291 14.33009709] ; [40.33009709 21.66990291],0
v4,1,0.274155,1.195838,[38  2] ; [55  7],[36.47058824  3.52941176] ; [56.52941176  5.47058824],0
a5,1,0.331666,0.942382,[32  9] ; [43 19],[29.85436893 11.14563107] ; [45.14563107 16.85436893],0
p11,1,0.331666,0.942382,[32  9] ; [43 19],[29.85436893 11.14563107] ; [45.14563107 16.85436893],0
s8,1,0.3405,0.908548,[17 24] ; [20 42],[14.72815534 26.27184466] ; [22.27184466 39.72815534],0
p1,1,0.343341,0.897916,[ 4 37] ; [ 3 58],[ 2.81372549 38.18627451] ; [ 4.18627451 56.81372549],0
a4,1,0.354458,0.857432,[21 20] ; [26 36],[18.70873786 22.29126214] ; [28.29126214 33.70873786],0
d4,1,0.364724,0.821563,[33  8] ; [54  8],[34.63106796  6.36893204] ; [52.36893204  9.63106796],0
s6,1,0.417244,0.658065,[22 18] ; [29 33],[20. 20.] ; [31. 31.],0
a7,1,0.449693,0.571425,[30 11] ; [41 21],[28.26213592 12.73786408] ; [42.73786408 19.26213592],0
p2,1,0.459507,0.547096,[33  8] ; [46 16],[31.44660194  9.55339806] ; [47.55339806 14.44660194],0
n6,1,0.468411,0.525722,[28 13] ; [38 24],[26.27184466 14.72815534] ; [39.72815534 22.27184466],0
d1,1,0.493949,0.467912,[19 22] ; [33 29],[20.69902913 20.30097087] ; [31.30097087 30.69902913],0
p4,1,0.540034,0.375476,[20 21] ; [26 35],[18.49019608 22.50980392] ; [27.50980392 33.49019608],0
u2,1,0.547403,0.361991,[7 6] ; [11  6],[7.8 5.2] ; [10.2  6.8],0
r1,1,0.576551,0.311844,[33  8] ; [47 15],[31.84466019  9.15533981] ; [48.15533981 13.84466019],0
a6,1,0.593607,0.284747,[25 16] ; [41 21],[26.27184466 14.72815534] ; [39.72815534 22.27184466],0
a3,1,0.639176,0.219822,[28 13] ; [45 17],[29.05825243 11.94174757] ; [43.94174757 18.05825243],0
s2,1,0.645096,0.212139,[16 24] ; [22 40],[14.90196078 25.09803922] ; [23.09803922 38.90196078],0
a1,1,0.670948,0.180495,[ 2 39] ; [ 2 60],[ 1.59223301 39.40776699] ; [ 2.40776699 59.59223301],0
