Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3.6e-05,17.060128,[19  7] ; [13 40],[10.53164557 15.46835443] ; [21.46835443 31.53164557],1
s2,1,0.003164,8.710517,[12 14] ; [ 9 48],[ 6.57831325 19.42168675] ; [14.42168675 42.57831325],0
s3,1,0.004216,8.188219,[13 13] ; [11 46],[ 7.51807229 18.48192771] ; [16.48192771 40.51807229],0
v3,1,0.008813,6.860283,[16 10] ; [17 38],[10.59259259 15.40740741] ; [22.40740741 32.59259259],0
s5,1,0.014689,5.953412,[ 8 16] ; [ 6 50],[ 4.2 19.8] ; [ 9.8 46.2],0
v2,1,0.041902,4.139152,[19  7] ; [27 28],[14.7654321 11.2345679] ; [31.2345679 23.7654321],0
a5,1,0.042631,4.109959,[21  5] ; [33 24],[16.91566265  9.08433735] ; [37.08433735 19.91566265],0
v1,1,0.045553,3.998054,[18  8] ; [26 31],[13.78313253 12.21686747] ; [30.21686747 26.78313253],0
d4,1,0.066299,3.372348,[22  4] ; [37 20],[18.48192771  7.51807229] ; [40.51807229 16.48192771],0
p8,1,0.069456,3.295841,[20  6] ; [32 25],[16.28915663  9.71084337] ; [35.71084337 21.28915663],0
n5,1,0.090159,2.871535,[22  4] ; [38 19],[18.79518072  7.20481928] ; [41.20481928 15.79518072],0
n4,1,0.096372,2.764576,[23  3] ; [41 16],[20.04819277  5.95180723] ; [43.95180723 13.04819277],0
b1,1,0.106568,2.604387,[ 7 19] ; [26 31],[10.3373494 15.6626506] ; [22.6626506 34.3373494],0
d1,1,0.127174,2.326672,[17  9] ; [27 30],[13.78313253 12.21686747] ; [30.21686747 26.78313253],0
a6,1,0.145135,2.12265,[15 11] ; [42 15],[17.85542169  8.14457831] ; [39.14457831 17.85542169],0
p12,1,0.153859,2.03357,[ 3 23] ; [ 2 55],[ 1.56626506 24.43373494] ; [ 3.43373494 53.56626506],0
d2,1,0.193519,1.690622,[14 12] ; [22 35],[11.27710843 14.72289157] ; [24.72289157 32.27710843],0
p9,1,0.227404,1.457028,[23  3] ; [44 13],[20.98795181  5.01204819] ; [46.01204819 10.98795181],0
b4,1,0.230795,1.435952,[16 10] ; [27 30],[13.46987952 12.53012048] ; [29.53012048 27.46987952],0
p10,1,0.243693,1.359105,[21  5] ; [39 18],[18.79518072  7.20481928] ; [41.20481928 15.79518072],0
p11,1,0.271585,1.208722,[22  4] ; [42 15],[20.04819277  5.95180723] ; [43.95180723 13.04819277],0
p3,1,0.276874,1.182369,[17  9] ; [30 27],[14.72289157 11.27710843] ; [32.27710843 24.72289157],0
p7,1,0.282268,1.156137,[18  7] ; [47 10],[19.81707317  5.18292683] ; [45.18292683 11.81707317],0
a3,1,0.320569,0.986624,[20  6] ; [37 19],[18.07317073  7.92682927] ; [38.92682927 17.07317073],0
a2,1,0.346737,0.885364,[ 4 22] ; [14 43],[ 5.63855422 20.36144578] ; [12.36144578 44.63855422],0
r4,1,0.381227,0.766741,[23  3] ; [46 11],[21.61445783  4.38554217] ; [47.38554217  9.61445783],0
b2,1,0.412878,0.670498,[13  7] ; [16 14],[11.6  8.4] ; [17.4 12.6],0
b3,1,0.412878,0.670498,[13  7] ; [16 14],[11.6  8.4] ; [17.4 12.6],0
u1,1,0.423552,0.640438,[ 6 20] ; [ 9 48],[ 4.69879518 21.30120482] ; [10.30120482 46.69879518],0
s4,1,0.528272,0.397715,[ 4 22] ; [ 6 51],[ 3.13253012 22.86746988] ; [ 6.86746988 50.13253012],0
s1,1,0.553038,0.351903,[ 1 24] ; [ 1 55],[ 0.61728395 24.38271605] ; [ 1.38271605 54.61728395],0
a1,1,0.564349,0.33223,[ 1 25] ; [ 1 56],[ 0.62650602 25.37349398] ; [ 1.37349398 55.62650602],0
u2,1,0.61193,0.257374,[4 2] ; [11  9],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
a8,1,0.630527,0.231347,[ 3 19] ; [ 5 46],[ 2.4109589 19.5890411] ; [ 5.5890411 45.4109589],0
p5,1,0.666174,0.18611,[ 2 24] ; [ 3 54],[ 1.56626506 24.43373494] ; [ 3.43373494 53.56626506],0
n6,1,0.667358,0.184708,[22  4] ; [46 11],[21.30120482  4.69879518] ; [46.69879518 10.30120482],0
r3,1,0.692019,0.156908,[23  3] ; [52  5],[23.4939759  2.5060241] ; [51.5060241  5.4939759],0
d5,1,0.750457,0.101147,[19  7] ; [39 17],[18.3902439  7.6097561] ; [39.6097561 16.3902439],0
p2,1,0.779807,0.078159,[25  1] ; [54  3],[24.74698795  1.25301205] ; [54.25301205  2.74698795],0
n2,1,0.799782,0.064327,[2 1] ; [14  5],[2.18181818 0.81818182] ; [13.81818182  5.18181818],0
r1,1,0.80138,0.063283,[18  8] ; [41 16],[18.48192771  7.51807229] ; [40.51807229 16.48192771],0
p4,1,0.817104,0.053487,[18  8] ; [38 19],[17.54216867  8.45783133] ; [38.45783133 18.54216867],0
u3,1,0.829399,0.046429,[3 3] ; [ 9 11],[2.76923077 3.23076923] ; [ 9.23076923 10.76923077],0
n1,1,0.83008,0.046053,[1 1] ; [ 8 11],[0.85714286 1.14285714] ; [ 8.14285714 10.85714286],0
d3,1,0.866355,0.028322,[17  9] ; [37 18],[17.33333333  8.66666667] ; [36.66666667 18.33333333],0
a7,1,0.866735,0.028159,[20  6] ; [44 12],[20.29268293  5.70731707] ; [43.70731707 12.29268293],0
a4,1,0.894727,0.01751,[11 15] ; [25 32],[11.27710843 14.72289157] ; [24.72289157 32.27710843],0
p1,1,0.923244,0.009283,[ 3 23] ; [ 7 50],[ 3.13253012 22.86746988] ; [ 6.86746988 50.13253012],0
b5,1,0.990652,0.000137,[16 10] ; [35 22],[15.97590361 10.02409639] ; [35.02409639 21.97590361],0
