Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,86.823286,[300   2] ; [34 16],[286.55681818  15.44318182] ; [47.44318182  2.55681818],1
r2,1,0.0,70.788153,[294   7] ; [31 17],[280.3008596  20.6991404] ; [44.6991404  3.3008596],1
r1,1,0.0,69.323979,[245  54] ; [14 38],[220.62962963  78.37037037] ; [38.37037037 13.62962963],1
v4,1,0.0,67.773977,[295   7] ; [33 17],[281.40909091  20.59090909] ; [46.59090909  3.40909091],1
n6,1,0.000238,13.50181,[253  48] ; [31 19],[243.54415954  57.45584046] ; [40.45584046  9.54415954],1
a7,1,0.00054,11.97244,[222  79] ; [26 26],[211.4674221  89.5325779] ; [36.5325779 15.4674221],1
b1,1,0.000566,11.885527,[ 99 203] ; [30 22],[110.05084746 191.94915254] ; [18.94915254 33.05084746],1
s6,1,0.001947,9.598791,[210  90] ; [25 27],[200.28409091  99.71590909] ; [34.71590909 17.28409091],0
p10,1,0.003222,8.677278,[266  35] ; [38 14],[259.21813031  41.78186969] ; [44.78186969  7.21813031],0
a6,1,0.003544,8.503986,[222  79] ; [28 24],[213.17280453  87.82719547] ; [36.82719547 15.17280453],0
a2,1,0.004591,8.034013,[ 85 217] ; [ 5 47],[ 76.77966102 225.22033898] ; [13.22033898 38.77966102],0
p11,1,0.010386,6.567432,[231  71] ; [31 21],[223.51412429  78.48587571] ; [38.48587571 13.51412429],0
s8,1,0.01128,6.420698,[132 170] ; [13 39],[123.70056497 178.29943503] ; [21.29943503 30.70056497],0
a1,1,0.013906,6.05003,[ 11 291] ; [ 6 46],[ 14.50282486 287.49717514] ; [ 2.49717514 49.50282486],0
u3,1,0.015158,5.897979,[51 28] ; [ 6 12],[46.42268041 32.57731959] ; [10.57731959  7.42268041],0
d1,1,0.016442,5.754926,[176 126] ; [21 31],[168.06214689 133.93785311] ; [28.93785311 23.06214689],0
v2,1,0.021833,5.259008,[162 125] ; [19 30],[154.60416667 132.39583333] ; [26.39583333 22.60416667],0
d3,1,0.021951,5.249704,[213  87] ; [28 23],[205.98290598  94.01709402] ; [35.01709402 15.98290598],0
s2,1,0.022934,5.17348,[166 133] ; [20 32],[158.44444444 140.55555556] ; [27.55555556 24.44444444],0
d5,1,0.033194,4.535755,[246  54] ; [36 16],[240.34090909  59.65909091] ; [41.65909091 10.34090909],0
u1,1,0.057263,3.614926,[ 63 239] ; [ 5 47],[ 58.01129944 243.98870056] ; [ 9.98870056 42.01129944],0
s7,1,0.063579,3.441472,[144 150] ; [17 32],[138. 156.] ; [23. 26.],0
