Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.097541,[258  27] ; [49 23],[245.08403361  39.91596639] ; [61.91596639 10.08403361],1
b5,1,0.190507,1.71369,[162 125] ; [48 26],[166.95290859 120.04709141] ; [43.04709141 30.95290859],0
s4,1,0.21467,1.539651,[ 58 227] ; [20 54],[ 61.92200557 223.07799443] ; [16.07799443 57.92200557],0
s1,1,0.246808,1.341281,[ 11 274] ; [ 5 66],[ 12.80898876 272.19101124] ; [ 3.19101124 67.80898876],0
a8,1,0.248775,1.330171,[ 48 210] ; [ 8 56],[ 44.86956522 213.13043478] ; [11.13043478 52.86956522],0
v2,1,0.250408,1.321028,[180 100] ; [41 31],[175.79545455 104.20454545] ; [45.20454545 26.79545455],0
u1,1,0.307702,1.040512,[ 76 211] ; [24 50],[ 79.50138504 207.49861496] ; [20.49861496 53.50138504],0
n1,1,0.318979,0.993127,[24 29] ; [17 13],[26.18072289 26.81927711] ; [14.81927711 15.18072289],0
a3,1,0.345038,0.891622,[244  42] ; [59 14],[241.38718663  44.61281337] ; [61.61281337 11.38718663],0
d4,1,0.36476,0.821438,[262  25] ; [65  9],[259.96952909  27.03047091] ; [67.03047091  6.96952909],0
u3,1,0.383377,0.759845,[31 12] ; [9 6],[29.65517241 13.34482759] ; [10.34482759  4.65517241],0
d2,1,0.406814,0.688093,[171 116] ; [48 26],[174.10803324 112.89196676] ; [44.89196676 29.10803324],0
v1,1,0.496824,0.461713,[165 111] ; [41 33],[162.44571429 113.55428571] ; [43.55428571 30.44571429],0
s6,1,0.499189,0.456661,[238  45] ; [62  9],[239.83050847  43.16949153] ; [60.16949153 10.83050847],0
n2,1,0.508664,0.436815,[43 11] ; [22  8],[41.78571429 12.21428571] ; [23.21428571  6.78571429],0
a4,1,0.511505,0.430987,[154 132] ; [43 31],[156.50555556 129.49444444] ; [40.49444444 33.50555556],0
s5,1,0.519666,0.414556,[126 150] ; [34 34],[128.37209302 147.62790698] ; [31.62790698 36.37209302],0
s3,1,0.521973,0.409993,[213  70] ; [53 21],[210.8627451  72.1372549] ; [55.1372549 18.8627451],0
u4,1,0.545545,0.365358,[ 11 276] ; [ 4 70],[ 11.92520776 275.07479224] ; [ 3.07479224 70.92520776],0
d1,1,0.56377,0.333219,[215  72] ; [53 21],[213.06371191  73.93628809] ; [54.93628809 19.06371191],0
a2,1,0.605609,0.266619,[ 88 199] ; [25 49],[ 89.8365651 197.1634349] ; [23.1634349 50.8365651],0
r1,1,0.616145,0.251324,[240  46] ; [63 10],[241.38718663  44.61281337] ; [61.61281337 11.38718663],0
b2,1,0.620936,0.244555,[ 92 126] ; [16 26],[ 90.55384615 127.44615385] ; [17.44615385 24.55384615],0
b3,1,0.620936,0.244555,[ 92 126] ; [16 26],[ 90.55384615 127.44615385] ; [17.44615385 24.55384615],0
s8,1,0.62097,0.244506,[201  84] ; [50 24],[199.26183844  85.73816156] ; [51.73816156 22.26183844],0
r2,1,0.734022,0.115451,[272  10] ; [71  2],[272.46760563   9.53239437] ; [70.53239437  2.46760563],0
n3,1,0.76666,0.088059,[37 16] ; [20 10],[36.39759036 16.60240964] ; [20.60240964  9.39759036],0
v4,1,0.827215,0.047644,[274  10] ; [71  3],[273.68715084  10.31284916] ; [71.31284916  2.68715084],0
s2,1,0.828769,0.046778,[209  77] ; [55 19],[209.73333333  76.26666667] ; [54.26666667 19.73333333],0
a6,1,0.836133,0.042784,[193  93] ; [49 25],[192.25555556  93.74444444] ; [49.74444444 24.25555556],0
p6,1,0.856203,0.032837,[128 154] ; [34 39],[128.68732394 153.31267606] ; [33.31267606 39.68732394],0
d3,1,0.896381,0.016961,[219  68] ; [57 17],[219.42382271  67.57617729] ; [56.57617729 17.42382271],0
r4,1,0.915172,0.011346,[261  26] ; [67  7],[260.76454294  26.23545706] ; [67.23545706  6.76454294],0
a1,1,0.966466,0.001767,[ 19 268] ; [ 5 69],[ 19.08033241 267.91966759] ; [ 4.91966759 69.08033241],0
