Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,77.981128,[28 57] ; [136  18],[58.32635983 26.67364017] ; [105.67364017  48.32635983],1
d5,1,0.0,61.714388,[49 36] ; [149   4],[70.71428571 14.28571429] ; [127.28571429  25.71428571],1
d2,1,0.0,57.691083,[15 70] ; [105  47],[43.03797468 41.96202532] ; [76.96202532 75.03797468],1
d4,1,0.0,51.591579,[56 29] ; [150   2],[73.88185654 11.11814346] ; [132.11814346  19.88185654],1
a5,1,0.0,36.888046,[50 35] ; [142  13],[68. 17.] ; [124.  31.],1
a2,1,0.0,28.202581,[ 5 80] ; [58 97],[22.3125 62.6875] ; [ 40.6875 114.3125],1
a4,1,1e-06,24.785415,[23 62] ; [94 61],[41.4375 43.5625] ; [75.5625 79.4375],1
a3,1,5.4e-05,16.2866,[52 33] ; [130  24],[64.72803347 20.27196653] ; [117.27196653  36.72803347],1
u1,1,0.0001,15.140829,[ 6 79] ; [ 44 111],[17.70833333 67.29166667] ; [ 32.29166667 122.70833333],1
p4,1,0.000288,13.145644,[45 39] ; [117  36],[57.41772152 26.58227848] ; [104.58227848  48.41772152],1
v1,1,0.001895,9.648493,[41 43] ; [106  47],[52.10126582 31.89873418] ; [94.89873418 58.10126582],0
n5,1,0.002626,9.050969,[59 24] ; [134  20],[67.5907173 15.4092827] ; [125.4092827  28.5907173],0
r2,1,0.002887,8.877827,[74  9] ; [151   3],[78.79746835  4.20253165] ; [146.20253165   7.79746835],0
s8,1,0.007475,7.155103,[37 47] ; [95 58],[46.78481013 37.21518987] ; [85.21518987 67.78481013],0
p10,1,0.010985,6.467728,[69 14] ; [145  10],[74.6302521  8.3697479] ; [139.3697479  15.6302521],0
a7,1,0.012737,6.205335,[49 36] ; [113  41],[57.61506276 27.38493724] ; [104.38493724  49.61506276],0
r3,1,0.018956,5.505569,[77  7] ; [151   3],[80.47058824  3.52941176] ; [147.52941176   6.47058824],0
a6,1,0.019633,5.444254,[46 39] ; [106  47],[54.28571429 30.71428571] ; [97.71428571 55.28571429],0
p9,1,0.028231,4.813889,[71 11] ; [145   8],[75.37021277  6.62978723] ; [140.62978723  12.37021277],0
v3,1,0.049284,3.865646,[30 54] ; [74 77],[37.17446809 46.82553191] ; [66.82553191 84.17446809],0
