Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.4e-05,17.835866,[29 49] ; [30  8],[39.67241379 38.32758621] ; [19.32758621 18.67241379],1
v1,1,0.007636,7.116932,[28 53] ; [23 15],[34.71428571 46.28571429] ; [16.28571429 21.71428571],0
r1,1,0.020637,5.357198,[59 21] ; [35  3],[63.72881356 16.27118644] ; [30.27118644  7.72881356],0
b3,1,0.021311,5.301183,[19 25] ; [ 3 18],[14.89230769 29.10769231] ; [ 7.10769231 13.89230769],0
b2,1,0.021311,5.301183,[19 25] ; [ 3 18],[14.89230769 29.10769231] ; [ 7.10769231 13.89230769],0
p6,1,0.05572,3.66042,[24 56] ; [17 18],[28.52173913 51.47826087] ; [12.47826087 22.52173913],0
p4,1,0.056292,3.643382,[33 48] ; [21 14],[37.70689655 43.29310345] ; [16.29310345 18.70689655],0
u1,1,0.071361,3.251429,[19 62] ; [15 23],[23.14285714 57.85714286] ; [10.85714286 27.14285714],0
n1,1,0.093423,2.814384,[22 20] ; [3 9],[19.44444444 22.55555556] ; [5.55555556 6.44444444],0
n4,1,0.106214,2.609665,[49 31] ; [29  9],[52.88135593 27.11864407] ; [25.11864407 12.88135593],0
a2,1,0.108378,2.577717,[28 53] ; [19 19],[31.99159664 49.00840336] ; [15.00840336 22.99159664],0
s8,1,0.110669,2.544649,[29 52] ; [19 18],[32.94915254 48.05084746] ; [15.05084746 21.94915254],0
p10,1,0.117183,2.454568,[44 36] ; [26 11],[47.86324786 32.13675214] ; [22.13675214 14.86324786],0
d3,1,0.120086,2.4162,[72  9] ; [37  1],[74.19327731  6.80672269] ; [34.80672269  3.19327731],0
s2,1,0.130119,2.291084,[36 45] ; [22 15],[39.81355932 41.18644068] ; [18.18644068 18.81355932],0
a3,1,0.13977,2.180487,[63 18] ; [33  4],[65.89830508 15.10169492] ; [30.10169492  6.89830508],0
p12,1,0.163125,1.945012,[ 2 78] ; [ 3 34],[ 3.41880342 76.58119658] ; [ 1.58119658 35.41880342],0
s3,1,0.221763,1.492927,[47 34] ; [17 20],[43.93220339 37.06779661] ; [20.06779661 16.93220339],0
n6,1,0.228163,1.452275,[54 26] ; [29  8],[56.75213675 23.24786325] ; [26.24786325 10.75213675],0
p9,1,0.229096,1.446466,[48 30] ; [27 10],[50.86956522 27.13043478] ; [24.13043478 12.86956522],0
s7,1,0.230179,1.439755,[33 40] ; [18 13],[35.79807692 37.20192308] ; [15.20192308 15.79807692],0
a8,1,0.243897,1.357928,[ 7 65] ; [ 1 31],[ 5.53846154 66.46153846] ; [ 2.46153846 29.53846154],0
p1,1,0.247181,1.339167,[10 71] ; [ 2 35],[ 8.23728814 72.76271186] ; [ 3.76271186 33.23728814],0
b5,1,0.248387,1.332353,[51 30] ; [28 10],[53.77310924 27.22689076] ; [25.22689076 12.77310924],0
a1,1,0.256413,1.288019,[ 4 77] ; [ 4 34],[ 5.44537815 75.55462185] ; [ 2.55462185 35.44537815],0
r4,1,0.273243,1.200392,[61 20] ; [32  6],[63.30252101 17.69747899] ; [29.69747899  8.30252101],0
d2,1,0.291603,1.112205,[63 17] ; [33  5],[65.08474576 14.91525424] ; [30.91525424  7.08474576],0
v4,1,0.295944,1.092383,[71  9] ; [36  2],[72.54237288  7.45762712] ; [34.45762712  3.54237288],0
b4,1,0.301758,1.066408,[43 38] ; [24 14],[45.60504202 35.39495798] ; [21.39495798 16.60504202],0
s6,1,0.306425,1.04602,[47 32] ; [25 11],[49.46086957 29.53913043] ; [22.53913043 13.46086957],0
n2,1,0.314364,1.012253,[26 16] ; [6 7],[24.43636364 17.56363636] ; [7.56363636 5.43636364],0
s5,1,0.358803,0.84208,[25 49] ; [15 20],[27.1559633 46.8440367] ; [12.8440367 22.1559633],0
p8,1,0.385799,0.752143,[27 54] ; [15 21],[29.07692308 51.92307692] ; [12.92307692 23.07692308],0
r2,1,0.4036,0.697576,[73  5] ; [36  1],[73.93043478  4.06956522] ; [35.06956522  1.93043478],0
a5,1,0.44641,0.579751,[61 20] ; [31  7],[62.62184874 18.37815126] ; [29.37815126  8.62184874],0
a4,1,0.449468,0.571994,[49 31] ; [26 12],[50.84745763 29.15254237] ; [24.15254237 13.84745763],0
p3,1,0.452387,0.564663,[34 46] ; [18 18],[35.86206897 44.13793103] ; [16.13793103 19.86206897],0
p7,1,0.531814,0.390924,[33 48] ; [16 18],[34.51304348 46.48695652] ; [14.48695652 19.51304348],0
r3,1,0.548752,0.359557,[66 14] ; [33  5],[67.11864407 12.88135593] ; [31.88135593  6.11864407],0
s4,1,0.569225,0.323981,[18 63] ; [10 27],[19.22033898 61.77966102] ; [ 8.77966102 28.22033898],0
d4,1,0.586949,0.295134,[79  1] ; [37  1],[78.6440678  1.3559322] ; [37.3559322  0.6440678],0
a6,1,0.611675,0.257743,[56 25] ; [28 10],[57.17647059 23.82352941] ; [26.82352941 11.17647059],0
u2,1,0.692103,0.156818,[9 9] ; [3 2],[9.39130435 8.60869565] ; [2.60869565 2.39130435],0
p2,1,0.699904,0.148571,[51 30] ; [24 12],[51.92307692 29.07692308] ; [23.07692308 12.92307692],0
n3,1,0.701991,0.146409,[26 15] ; [9 4],[26.57407407 14.42592593] ; [8.42592593 4.57407407],0
p5,1,0.714143,0.134174,[ 6 75] ; [ 2 34],[ 5.53846154 75.46153846] ; [ 2.46153846 33.53846154],0
n5,1,0.755251,0.097172,[46 34] ; [23 15],[46.77966102 33.22033898] ; [22.22033898 15.77966102],0
s1,1,0.844121,0.038661,[ 5 76] ; [ 2 36],[ 4.76470588 76.23529412] ; [ 2.23529412 35.76470588],0
a7,1,0.849103,0.0362,[61 20] ; [28 10],[60.57983193 20.42016807] ; [28.42016807  9.57983193],0
b1,1,0.936729,0.006301,[39 42] ; [18 20],[38.79831933 42.20168067] ; [18.20168067 19.79831933],0
u3,1,0.964079,0.002028,[11  7] ; [3 2],[10.95652174  7.04347826] ; [3.04347826 1.95652174],0
