Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,74.29243,[ 2 37] ; [190  62],[25.73195876 13.26804124] ; [166.26804124  85.73195876],1
d5,1,0.0,49.516195,[19 20] ; [230  22],[33.37113402  5.62886598] ; [215.62886598  36.37113402],1
d3,1,1e-06,24.466738,[16 23] ; [198  54],[28.68041237 10.31958763] ; [185.31958763  66.68041237],1
d2,1,3e-06,21.906778,[ 7 32] ; [146 105],[20.57586207 18.42413793] ; [132.42413793 118.57586207],1
a4,1,0.000133,14.597608,[ 8 31] ; [134 117],[19.09655172 19.90344828] ; [122.90344828 128.09655172],1
u1,1,0.002746,8.969093,[ 1 38] ; [ 59 193],[ 8.04123711 30.95876289] ; [ 51.95876289 200.04123711],0
a3,1,0.003623,8.463542,[23 16] ; [200  50],[30.09342561  8.90657439] ; [192.90657439  57.09342561],0
a5,1,0.009374,6.750069,[24 15] ; [202  50],[30.28865979  8.71134021] ; [195.71134021  56.28865979],0
p9,1,0.02093,5.332613,[31  8] ; [226  21],[35.04545455  3.95454545] ; [221.95454545  25.04545455],0
s2,1,0.021816,5.260383,[15 23] ; [147 101],[21.52447552 16.47552448] ; [140.47552448 107.52447552],0
s8,1,0.022057,5.241254,[15 24] ; [144 104],[21.60627178 17.39372822] ; [137.39372822 110.60627178],0
a2,1,0.030619,4.674186,[ 5 34] ; [ 74 178],[10.58762887 28.41237113] ; [ 68.41237113 183.58762887],0
p10,1,0.044511,4.037071,[31  8] ; [225  24],[34.66666667  4.33333333] ; [221.33333333  27.66666667],0
p1,1,0.053525,3.727462,[ 8 31] ; [ 25 226],[ 4.43793103 34.56206897] ; [ 28.56206897 222.43793103],0
v1,1,0.090049,2.873496,[23 16] ; [180  69],[27.48958333 11.51041667] ; [175.51041667  73.48958333],0
r3,1,0.14911,2.081336,[37  2] ; [247   4],[38.19310345  0.80689655] ; [245.80689655   5.19310345],0
p11,1,0.181148,1.788182,[30  9] ; [215  37],[32.83505155  6.16494845] ; [212.16494845  39.83505155],0
a6,1,0.197696,1.659317,[23 16] ; [174  77],[26.49310345 12.50689655] ; [170.50689655  80.49310345],0
n1,1,0.207303,1.590163,[4 3] ; [15 31],[2.50943396 4.49056604] ; [16.49056604 29.50943396],0
u2,1,0.230209,1.43957,[7 9] ; [31 20],[9.07462687 6.92537313] ; [28.92537313 22.07462687],0
a8,1,0.244963,1.351802,[ 3 32] ; [ 36 187],[ 5.29069767 29.70930233] ; [ 33.70930233 189.29069767],0
b3,1,0.248983,1.328999,[ 8 18] ; [68 91],[10.68108108 15.31891892] ; [65.31891892 93.68108108],0
b2,1,0.248983,1.328999,[ 8 18] ; [68 91],[10.68108108 15.31891892] ; [65.31891892 93.68108108],0
s6,1,0.264093,1.247173,[23 14] ; [173  70],[25.9 11.1] ; [170.1  72.9],0
p8,1,0.274067,1.196278,[22 17] ; [161  85],[25.04210526 13.95789474] ; [157.95789474  88.04210526],0
s5,1,0.308637,1.0365,[12 26] ; [ 97 144],[14.84587814 23.15412186] ; [ 94.15412186 146.84587814],0
a7,1,0.329848,0.949493,[26 13] ; [186  65],[28.51034483 10.48965517] ; [183.48965517  67.51034483],0
p12,1,0.332673,0.938467,[ 3 36] ; [ 33 217],[ 4.85813149 34.14186851] ; [ 31.14186851 218.85813149],0
u3,1,0.358728,0.842341,[7 9] ; [29 22],[8.59701493 7.40298507] ; [27.40298507 23.59701493],0
r4,1,0.387677,0.746214,[38  1] ; [237  15],[36.8556701  2.1443299] ; [238.1443299  13.8556701],0
s7,1,0.394884,0.72385,[19 17] ; [144  95],[21.33818182 14.66181818] ; [141.66181818  97.33818182],0
p5,1,0.471177,0.519214,[ 5 34] ; [ 44 208],[ 6.56701031 32.43298969] ; [ 42.43298969 209.56701031],0
n6,1,0.477132,0.50541,[34  5] ; [227  23],[35.22145329  3.77854671] ; [225.77854671  24.22145329],0
n5,1,0.524366,0.405298,[31  8] ; [209  41],[32.38754325  6.61245675] ; [207.61245675  42.38754325],0
s3,1,0.564904,0.331283,[25 13] ; [148  95],[23.39501779 14.60498221] ; [149.60498221  93.39501779],0
p7,1,0.578902,0.308012,[28 11] ; [186  59],[29.38732394  9.61267606] ; [184.61267606  60.38732394],0
r1,1,0.617099,0.249966,[34  5] ; [211  40],[32.94827586  6.05172414] ; [212.05172414  38.94827586],0
n3,1,0.622461,0.242424,[6 1] ; [38 11],[5.5 1.5] ; [38.5 10.5],0
v2,1,0.676224,0.174407,[31  8] ; [204  44],[31.93379791  7.06620209] ; [203.06620209  44.93379791],0
p3,1,0.726337,0.122502,[23 16] ; [156  96],[23.98969072 15.01030928] ; [155.01030928  96.98969072],0
p4,1,0.74328,0.107264,[28 11] ; [173  77],[27.12456747 11.87543253] ; [173.87543253  76.12456747],0
b5,1,0.775315,0.08147,[24 15] ; [149 103],[23.18556701 15.81443299] ; [149.81443299 102.18556701],0
n4,1,0.799635,0.064424,[34  5] ; [215  36],[33.4862069  5.5137931] ; [215.5137931  35.4862069],0
b1,1,0.813853,0.055441,[15 24] ; [ 92 160],[14.34020619 24.65979381] ; [ 92.65979381 159.34020619],0
v4,1,0.818251,0.052806,[38  1] ; [245   5],[38.19031142  0.80968858] ; [244.80968858   5.19031142],0
p6,1,0.867263,0.027934,[16 23] ; [104 141],[16.47887324 22.52112676] ; [103.52112676 141.47887324],0
s4,1,0.995723,2.9e-05,[ 5 34] ; [ 32 217],[ 5.01041667 33.98958333] ; [ 31.98958333 217.01041667],0
b4,1,0.997091,1.3e-05,[24 15] ; [155  97],[23.98969072 15.01030928] ; [155.01030928  96.98969072],0
