Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,25.766292,[2 6] ; [87  9],[6.84615385 1.15384615] ; [82.15384615 13.84615385],1
r1,1,9.3e-05,15.273498,[2 6] ; [81 16],[6.32380952 1.67619048] ; [76.67619048 20.32380952],1
n4,1,0.002491,9.146907,[2 6] ; [73 24],[5.71428571 2.28571429] ; [69.28571429 27.71428571],0
r3,1,0.006914,7.295124,[4 4] ; [84 13],[6.7047619 1.2952381] ; [81.2952381 15.7047619],0
p2,1,0.00956,6.715059,[1 7] ; [58 39],[4.4952381 3.5047619] ; [54.5047619 42.4952381],0
n6,1,0.022587,5.2,[2 6] ; [63 33],[5. 3.] ; [60. 36.],0
n5,1,0.048397,3.896141,[2 6] ; [59 38],[4.64761905 3.35238095] ; [56.35238095 40.64761905],0
s1,1,0.089882,2.87649,[2 6] ; [ 7 88],[0.69902913 7.30097087] ; [ 8.30097087 86.69902913],0
p11,1,0.133752,2.248412,[2 6] ; [51 46],[4.03809524 3.96190476] ; [48.96190476 48.03809524],0
d5,1,0.166715,1.912238,[5 3] ; [80 17],[6.47619048 1.52380952] ; [78.52380952 18.47619048],0
a7,1,0.193421,1.691366,[7 1] ; [63 34],[5.33333333 2.66666667] ; [64.66666667 32.33333333],0
s3,1,0.221087,1.497304,[2 6] ; [46 51],[3.65714286 4.34285714] ; [44.34285714 52.65714286],0
p8,1,0.223088,1.484398,[1 6] ; [36 61],[2.49038462 4.50961538] ; [34.50961538 62.49038462],0
p3,1,0.275186,1.190714,[1 6] ; [33 63],[2.31067961 4.68932039] ; [31.68932039 64.31067961],0
p7,1,0.313343,1.016534,[2 6] ; [42 55],[3.35238095 4.64761905] ; [40.64761905 56.35238095],0
s7,1,0.322663,0.97812,[1 6] ; [29 61],[2.16494845 4.83505155] ; [27.83505155 62.16494845],0
b5,1,0.35033,0.872262,[3 5] ; [53 44],[4.26666667 3.73333333] ; [51.73333333 45.26666667],0
n2,1,0.507335,0.43956,[2 2] ; [24 12],[2.6 1.4] ; [23.4 12.6],0
a2,1,0.560828,0.338273,[3 5] ; [27 70],[2.28571429 5.71428571] ; [27.71428571 69.28571429],0
a8,1,0.561551,0.337026,[1 7] ; [ 6 81],[0.58947368 7.41052632] ; [ 6.41052632 80.58947368],0
d2,1,0.564003,0.332821,[4 4] ; [58 38],[4.76923077 3.23076923] ; [57.23076923 38.76923077],0
s2,1,0.576563,0.311824,[2 6] ; [33 62],[2.7184466 5.2815534] ; [32.2815534 62.7184466],0
b1,1,0.588207,0.293153,[4 4] ; [58 39],[4.72380952 3.27619048] ; [57.27619048 39.72380952],0
p1,1,0.595316,0.282118,[1 7] ; [ 7 89],[0.61538462 7.38461538] ; [ 7.38461538 88.61538462],0
d1,1,0.629227,0.233111,[4 4] ; [57 40],[4.64761905 3.35238095] ; [56.35238095 40.64761905],0
b4,1,0.629227,0.233111,[4 4] ; [57 40],[4.64761905 3.35238095] ; [56.35238095 40.64761905],0
v1,1,0.629227,0.233111,[4 4] ; [40 57],[3.35238095 4.64761905] ; [40.64761905 56.35238095],0
s6,1,0.671436,0.179926,[3 5] ; [43 52],[3.57281553 4.42718447] ; [42.42718447 52.57281553],0
a4,1,0.671436,0.179926,[5 3] ; [52 43],[4.42718447 3.57281553] ; [52.57281553 42.42718447],0
a1,1,0.679627,0.170546,[1 7] ; [ 8 89],[0.68571429 7.31428571] ; [ 8.31428571 88.68571429],0
n3,1,0.683257,0.166483,[2 2] ; [20 13],[2.37837838 1.62162162] ; [19.62162162 13.37837838],0
v3,1,0.685741,0.163735,[2 6] ; [30 64],[2.50980392 5.49019608] ; [29.49019608 64.50980392],0
v2,1,0.689203,0.15995,[4 4] ; [41 55],[3.46153846 4.53846154] ; [41.53846154 54.46153846],0
p4,1,0.689921,0.15917,[3 5] ; [43 53],[3.53846154 4.46153846] ; [42.46153846 53.53846154],0
b3,1,0.70185,0.146555,[2 3] ; [19 41],[1.61538462 3.38461538] ; [19.38461538 40.61538462],0
b2,1,0.70185,0.146555,[2 3] ; [19 41],[1.61538462 3.38461538] ; [19.38461538 40.61538462],0
d4,1,0.712989,0.135309,[6 2] ; [78 19],[6.4 1.6] ; [77.6 19.4],0
a6,1,0.770406,0.085173,[6 2] ; [68 29],[5.63809524 2.36190476] ; [68.36190476 28.63809524],0
n1,1,0.77271,0.083424,[2 2] ; [14 19],[1.72972973 2.27027027] ; [14.27027027 18.72972973],0
d3,1,0.794783,0.067655,[5 3] ; [65 32],[5.33333333 2.66666667] ; [64.66666667 32.33333333],0
