Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5.1e-05,16.418681,[18 53] ; [21 10],[27.14705882 43.85294118] ; [11.85294118 19.14705882],1
p7,1,0.000446,12.329403,[20 49] ; [20 10],[27.87878788 41.12121212] ; [12.12121212 17.87878788],1
s2,1,0.002331,9.268514,[17 54] ; [17 14],[23.66666667 47.33333333] ; [10.33333333 20.66666667],0
s8,1,0.007618,7.121045,[ 9 62] ; [11 20],[13.92156863 57.07843137] ; [ 6.07843137 24.92156863],0
d4,1,0.009521,6.722389,[38 33] ; [25  6],[43.85294118 27.14705882] ; [19.14705882 11.85294118],0
p6,1,0.013131,6.151433,[10 59] ; [11 19],[14.63636364 54.36363636] ; [ 6.36363636 23.63636364],0
s6,1,0.015221,5.89069,[21 50] ; [17 14],[26.45098039 44.54901961] ; [11.54901961 19.45098039],0
n6,1,0.015561,5.851817,[36 35] ; [23  7],[41.47524752 29.52475248] ; [17.52475248 12.47524752],0
s3,1,0.018077,5.588624,[20 50] ; [16 14],[25.2 44.8] ; [10.8 19.2],0
p8,1,0.018539,5.544441,[17 52] ; [15 16],[22.08 46.92] ; [ 9.92 21.08],0
p2,1,0.038396,4.287411,[36 33] ; [23  8],[40.71 28.29] ; [18.29 12.71],0
v1,1,0.055999,3.65209,[17 49] ; [14 17],[21.09278351 44.90721649] ; [ 9.90721649 21.09278351],0
b2,1,0.057164,3.617808,[17 25] ; [ 3 16],[13.7704918 28.2295082] ; [ 6.2295082 12.7704918],0
b3,1,0.057164,3.617808,[17 25] ; [ 3 16],[13.7704918 28.2295082] ; [ 6.2295082 12.7704918],0
p9,1,0.073076,3.21253,[37 30] ; [23  8],[41.02040816 25.97959184] ; [18.97959184 12.02040816],0
n2,1,0.079527,3.074542,[16 15] ; [9 2],[18.45238095 12.54761905] ; [6.54761905 4.45238095],0
d3,1,0.087342,2.922686,[30 40] ; [19 12],[33.96039604 36.03960396] ; [15.03960396 15.96039604],0
a6,1,0.093534,2.812478,[33 38] ; [20 11],[36.89215686 34.10784314] ; [16.10784314 14.89215686],0
a5,1,0.101405,2.683306,[31 40] ; [19 12],[34.80392157 36.19607843] ; [15.19607843 15.80392157],0
p10,1,0.121351,2.3998,[31 38] ; [18 11],[34.5 34.5] ; [14.5 14.5],0
a1,1,0.139877,2.17931,[ 9 62] ; [ 1 30],[ 6.96078431 64.03921569] ; [ 3.03921569 27.96078431],0
s1,1,0.139935,2.178674,[ 2 69] ; [ 3 28],[ 3.48039216 67.51960784] ; [ 1.51960784 29.48039216],0
s7,1,0.145837,2.115258,[17 50] ; [12 18],[20.03092784 46.96907216] ; [ 8.96907216 21.03092784],0
d2,1,0.188105,1.732399,[30 40] ; [ 9 22],[27.02970297 42.97029703] ; [11.97029703 19.02970297],0
s5,1,0.201243,1.633333,[ 8 62] ; [ 6 22],[10. 60.] ; [ 4. 24.],0
r3,1,0.205691,1.601497,[38 32] ; [21 10],[40.89108911 29.10891089] ; [18.10891089 12.89108911],0
d5,1,0.226542,1.462439,[39 32] ; [21 10],[41.76470588 29.23529412] ; [18.23529412 12.76470588],0
b4,1,0.227259,1.457937,[39 32] ; [13 18],[36.19607843 34.80392157] ; [15.80392157 15.19607843],0
p11,1,0.245885,1.346536,[37 34] ; [20 11],[39.67647059 31.32352941] ; [17.32352941 13.67647059],0
d1,1,0.284007,1.147814,[22 49] ; [13 18],[24.3627451 46.6372549] ; [10.6372549 20.3627451],0
n3,1,0.299064,1.078365,[17 14] ; [8 3],[18.45238095 12.54761905] ; [6.54761905 4.45238095],0
p5,1,0.299312,1.077258,[ 3 66] ; [ 3 28],[ 4.14 64.86] ; [ 1.86 29.14],0
a7,1,0.36376,0.824869,[32 39] ; [17 14],[34.10784314 36.89215686] ; [14.89215686 16.10784314],0
s4,1,0.389108,0.741726,[13 58] ; [ 8 23],[14.61764706 56.38235294] ; [ 6.38235294 24.61764706],0
b1,1,0.391567,0.734069,[37 34] ; [19 12],[38.98039216 32.01960784] ; [17.01960784 13.98039216],0
n4,1,0.440172,0.595833,[40 31] ; [20 11],[41.76470588 29.23529412] ; [18.23529412 12.76470588],0
u1,1,0.451176,0.567697,[ 5 66] ; [ 1 30],[ 4.17647059 66.82352941] ; [ 1.82352941 29.17647059],0
a2,1,0.451859,0.565984,[ 8 63] ; [ 2 29],[ 6.96078431 64.03921569] ; [ 3.03921569 27.96078431],0
v2,1,0.505154,0.444091,[22 47] ; [12 19],[23.46 45.54] ; [10.54 20.46],0
r2,1,0.584906,0.29837,[37 29] ; [18 11],[38.21052632 27.78947368] ; [16.78947368 12.21052632],0
u3,1,0.595082,0.282477,[10 23] ; [5 8],[10.76086957 22.23913043] ; [4.23913043 8.76086957],0
p1,1,0.663549,0.18924,[ 5 65] ; [ 3 28],[ 5.54455446 64.45544554] ; [ 2.45544554 28.54455446],0
v4,1,0.728248,0.120727,[42 27] ; [20 11],[42.78 26.22] ; [19.22 11.78],0
v3,1,0.767366,0.087511,[13 57] ; [ 5 26],[12.47524752 57.52475248] ; [ 5.52475248 25.47524752],0
a4,1,0.774638,0.081975,[20 50] ; [ 8 23],[19.40594059 50.59405941] ; [ 8.59405941 22.40594059],0
n1,1,0.80401,0.061584,[10 21] ; [4 7],[10.33333333 20.66666667] ; [3.66666667 7.33333333],0
a8,1,0.881347,0.022279,[ 4 64] ; [ 2 28],[ 4.16326531 63.83673469] ; [ 1.83673469 28.16326531],0
n5,1,0.889017,0.019474,[46 25] ; [19 11],[45.69306931 25.30693069] ; [19.30693069 10.69306931],0
b5,1,0.902275,0.015077,[38 33] ; [17 14],[38.28431373 32.71568627] ; [16.71568627 14.28431373],0
u2,1,0.953475,0.003404,[13 20] ; [5 8],[12.91304348 20.08695652] ; [5.08695652 7.91304348],0
a3,1,0.958951,0.002649,[38 32] ; [17 14],[38.11881188 31.88118812] ; [16.88118812 14.11881188],0
