Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.008803,6.862395,[ 4 33] ; [12 20],[ 8.57971014 28.42028986] ; [ 7.42028986 24.57971014],0
a4,1,0.060422,3.52576,[16 21] ; [ 7 25],[12.33333333 24.66666667] ; [10.66666667 21.33333333],0
b3,1,0.064739,3.411621,[8 9] ; [ 4 17],[ 5.36842105 11.63157895] ; [ 6.63157895 14.36842105],0
b2,1,0.064739,3.411621,[8 9] ; [ 4 17],[ 5.36842105 11.63157895] ; [ 6.63157895 14.36842105],0
b1,1,0.097089,2.752716,[15 22] ; [ 7 25],[11.79710145 25.20289855] ; [10.20289855 21.79710145],0
p7,1,0.107871,2.58514,[15 20] ; [20 12],[18.28358209 16.71641791] ; [16.71641791 15.28358209],0
r4,1,0.119169,2.428209,[30  7] ; [30  2],[32.17391304  4.82608696] ; [27.82608696  4.17391304],0
b5,1,0.145819,2.115456,[27 10] ; [18 14],[24.13043478 12.86956522] ; [20.86956522 11.13043478],0
a2,1,0.165802,1.920493,[ 8 29] ; [ 3 29],[ 5.89855072 31.10144928] ; [ 5.10144928 26.89855072],0
v4,1,0.219429,1.5081,[33  4] ; [31  1],[34.31884058  2.68115942] ; [29.68115942  2.31884058],0
a7,1,0.231703,1.430377,[31  6] ; [23  9],[28.95652174  8.04347826] ; [25.04347826  6.95652174],0
p10,1,0.243482,1.360322,[21 15] ; [23  9],[23.29411765 12.70588235] ; [20.70588235 11.29411765],0
a3,1,0.253819,1.302159,[23 14] ; [24  8],[25.20289855 11.79710145] ; [21.79710145 10.20289855],0
s8,1,0.30526,1.051072,[16 21] ; [10 22],[13.94202899 23.05797101] ; [12.05797101 19.94202899],0
p11,1,0.333315,0.935977,[25 12] ; [18 14],[23.05797101 13.94202899] ; [19.94202899 12.05797101],0
b4,1,0.361542,0.832529,[24 13] ; [24  8],[25.73913043 11.26086957] ; [22.26086957  9.73913043],0
s1,1,0.377068,0.78024,[ 3 34] ; [ 1 31],[ 2.14492754 34.85507246] ; [ 1.85507246 30.14492754],0
a1,1,0.377068,0.78024,[ 3 34] ; [ 1 31],[ 2.14492754 34.85507246] ; [ 1.85507246 30.14492754],0
s6,1,0.396964,0.717505,[20 16] ; [21 11],[21.70588235 14.29411765] ; [19.29411765 12.70588235],0
p6,1,0.423864,0.639577,[10 25] ; [ 6 24],[ 8.61538462 26.38461538] ; [ 7.38461538 22.61538462],0
s2,1,0.478453,0.502388,[17 20] ; [12 20],[15.55072464 21.44927536] ; [13.44927536 18.55072464],0
p12,1,0.480552,0.497611,[ 4 32] ; [ 2 30],[ 3.17647059 32.82352941] ; [ 2.82352941 29.17647059],0
s3,1,0.491024,0.474281,[16 21] ; [16 15],[17.41176471 19.58823529] ; [14.58823529 16.41176471],0
n3,1,0.492353,0.47138,[7 4] ; [7 2],[7.7 3.3] ; [6.3 2.7],0
a6,1,0.533211,0.388269,[24 13] ; [23  9],[25.20289855 11.79710145] ; [21.79710145 10.20289855],0
p2,1,0.566438,0.328679,[27  9] ; [22 10],[25.94117647 10.05882353] ; [23.05882353  8.94117647],0
u1,1,0.592325,0.286728,[ 5 32] ; [ 3 29],[ 4.28985507 32.71014493] ; [ 3.71014493 28.28985507],0
d2,1,0.596585,0.280178,[15 22] ; [15 17],[16.08695652 20.91304348] ; [13.91304348 18.08695652],0
p4,1,0.635114,0.225189,[16 20] ; [12 19],[15.04477612 20.95522388] ; [12.95522388 18.04477612],0
s7,1,0.637512,0.222011,[14 20] ; [11 20],[13.07692308 20.92307692] ; [11.92307692 19.07692308],0
d1,1,0.656589,0.197694,[20 17] ; [19 13],[20.91304348 16.08695652] ; [18.08695652 13.91304348],0
d4,1,0.661897,0.191228,[31  6] ; [28  4],[31.63768116  5.36231884] ; [27.36231884  4.63768116],0
p3,1,0.684343,0.165278,[14 22] ; [14 18],[14.82352941 21.17647059] ; [13.17647059 18.82352941],0
p8,1,0.720021,0.128472,[17 19] ; [16 15],[17.73134328 18.26865672] ; [15.26865672 15.73134328],0
d5,1,0.740193,0.109957,[29  8] ; [24  8],[28.42028986  8.57971014] ; [24.57971014  7.42028986],0
r2,1,0.76655,0.088144,[34  3] ; [30  2],[34.31884058  2.68115942] ; [29.68115942  2.31884058],0
v2,1,0.854376,0.033686,[27 10] ; [22  9],[26.66176471 10.33823529] ; [22.33823529  8.66176471],0
u2,1,0.856417,0.032738,[10  4] ; [6 2],[10.18181818  3.81818182] ; [5.81818182 2.18181818],0
p5,1,0.879849,0.022849,[ 3 33] ; [ 3 29],[ 3.17647059 32.82352941] ; [ 2.82352941 29.17647059],0
p9,1,0.880934,0.022436,[25 11] ; [21 10],[24.71641791 11.28358209] ; [21.28358209  9.71641791],0
a5,1,0.883513,0.021467,[26 11] ; [23  9],[26.27536232 10.72463768] ; [22.72463768  9.27536232],0
s5,1,0.891932,0.018458,[11 25] ; [ 9 22],[10.74626866 25.25373134] ; [ 9.25373134 21.74626866],0
n6,1,0.906357,0.013838,[22 14] ; [20 12],[22.23529412 13.76470588] ; [19.76470588 12.23529412],0
r1,1,0.94821,0.004219,[28  9] ; [24  8],[27.88405797  9.11594203] ; [24.11594203  7.88405797],0
n2,1,0.963969,0.002041,[6 5] ; [5 4],[6.05 4.95] ; [4.95 4.05],0
n4,1,0.966223,0.001793,[16 21] ; [14 18],[16.08695652 20.91304348] ; [13.91304348 18.08695652],0
d3,1,0.979699,0.000648,[29  8] ; [25  7],[28.95652174  8.04347826] ; [25.04347826  6.95652174],0
u3,1,1.0,0.0,[8 6] ; [4 3],[8. 6.] ; [4. 3.],0
