Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2e-06,22.336085,[59  6] ; [3 7],[53.73333333 11.26666667] ; [8.26666667 1.73333333],1
r2,1,0.000559,11.906265,[59  7] ; [4 5],[55.44 10.56] ; [7.56 1.44],1
n2,1,0.004974,7.888696,[19  4] ; [1 4],[16.42857143  6.57142857] ; [3.57142857 1.42857143],0
s6,1,0.011079,6.452637,[34 30] ; [1 9],[30.27027027 33.72972973] ; [4.72972973 5.27027027],0
r1,1,0.014513,5.974649,[46 20] ; [3 7],[42.55263158 23.44736842] ; [6.44736842 3.55263158],0
v2,1,0.020274,5.388184,[31 32] ; [1 9],[27.61643836 35.38356164] ; [4.38356164 5.61643836],0
p9,1,0.112123,2.524038,[37 28] ; [3 7],[34.66666667 30.33333333] ; [5.33333333 4.66666667],0
d5,1,0.127062,2.328038,[43 23] ; [4 6],[40.81578947 25.18421053] ; [6.18421053 3.81578947],0
p11,1,0.154152,2.030672,[42 24] ; [4 6],[39.94736842 26.05263158] ; [6.05263158 3.94736842],0
b1,1,0.174667,1.842424,[31 35] ; [7 3],[33. 33.] ; [5. 5.],0
d1,1,0.204645,1.608911,[27 39] ; [2 8],[25.18421053 40.81578947] ; [3.81578947 6.18421053],0
n1,1,0.254478,1.298551,[11 12] ; [1 4],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
a5,1,0.256355,1.288334,[39 27] ; [4 6],[37.34210526 28.65789474] ; [5.65789474 4.34210526],0
a6,1,0.270952,1.21192,[25 41] ; [2 8],[23.44736842 42.55263158] ; [3.55263158 6.44736842],0
p10,1,0.29544,1.094664,[31 34] ; [3 7],[29.46666667 35.53333333] ; [4.53333333 5.46666667],0
u3,1,0.316079,1.005103,[15 14] ; [1 3],[14.06060606 14.93939394] ; [1.93939394 2.06060606],0
d4,1,0.347946,0.880934,[49 17] ; [6 4],[47.76315789 18.23684211] ; [7.23684211 2.76315789],0
s3,1,0.382511,0.762616,[35 30] ; [3 5],[33.83561644 31.16438356] ; [4.16438356 3.83561644],0
u2,1,0.45195,0.565757,[16 13] ; [3 1],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
d2,1,0.456266,0.555039,[28 38] ; [3 7],[26.92105263 39.07894737] ; [4.07894737 5.92105263],0
b4,1,0.464915,0.534036,[41 25] ; [5 5],[39.94736842 26.05263158] ; [6.05263158 3.94736842],0
n6,1,0.497341,0.460606,[34 32] ; [4 6],[33. 33.] ; [5. 5.],0
s2,1,0.510731,0.432569,[27 39] ; [3 7],[26.05263158 39.94736842] ; [3.94736842 6.05263158],0
v1,1,0.545499,0.365442,[26 39] ; [3 7],[25.13333333 39.86666667] ; [3.86666667 6.13333333],0
p7,1,0.55547,0.347609,[33 33] ; [6 4],[33.86842105 32.13157895] ; [5.13157895 4.86842105],0
n4,1,0.587401,0.294421,[27 39] ; [5 5],[27.78947368 38.21052632] ; [4.21052632 5.78947368],0
s1,1,0.639593,0.219274,[ 4 62] ; [1 9],[ 4.34210526 61.65789474] ; [0.65789474 9.34210526],0
p8,1,0.739069,0.110947,[23 42] ; [3 7],[22.53333333 42.46666667] ; [3.46666667 6.53333333],0
n3,1,0.778244,0.079303,[14  7] ; [3 2],[13.73076923  7.26923077] ; [3.26923077 1.73076923],0
d3,1,0.788131,0.07222,[30 36] ; [5 5],[30.39473684 35.60526316] ; [4.60526316 5.39473684],0
p2,1,0.814817,0.054857,[37 29] ; [6 4],[37.34210526 28.65789474] ; [5.65789474 4.34210526],0
a4,1,0.814817,0.054857,[29 37] ; [4 6],[28.65789474 37.34210526] ; [4.34210526 5.65789474],0
s4,1,0.847063,0.037197,[15 51] ; [2 8],[14.76315789 51.23684211] ; [2.23684211 7.76315789],0
b2,1,0.850456,0.035546,[15 27] ; [2 3],[15.19148936 26.80851064] ; [1.80851064 3.19148936],0
b3,1,0.850456,0.035546,[15 27] ; [2 3],[15.19148936 26.80851064] ; [1.80851064 3.19148936],0
a3,1,0.854684,0.033542,[37 28] ; [6 4],[37.26666667 27.73333333] ; [5.73333333 4.26666667],0
v3,1,0.88535,0.020791,[13 46] ; [2 8],[12.82608696 46.17391304] ; [2.17391304 7.82608696],0
p4,1,0.925901,0.00865,[25 40] ; [4 6],[25.13333333 39.86666667] ; [3.86666667 6.13333333],0
p1,1,0.926187,0.008583,[ 6 60] ; [1 9],[ 6.07894737 59.92105263] ; [0.92105263 9.07894737],0
b5,1,0.928819,0.00798,[34 32] ; [5 5],[33.86842105 32.13157895] ; [5.13157895 4.86842105],0
p3,1,0.956527,0.002972,[27 39] ; [4 6],[26.92105263 39.07894737] ; [4.07894737 5.92105263],0
