Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,44.577935,[95  3] ; [37 31],[77.92771084 20.07228916] ; [54.07228916 13.92771084],1
r4,1,0.0,28.698353,[79 21] ; [26 42],[62.5 37.5] ; [42.5 25.5],1
n6,1,0.0,27.470712,[80 20] ; [27 40],[64.07185629 35.92814371] ; [42.92814371 24.07185629],1
p10,1,1e-06,23.721625,[71 28] ; [22 44],[55.8 43.2] ; [37.2 28.8],1
p2,1,1e-06,23.583395,[73 27] ; [24 44],[57.73809524 42.26190476] ; [39.26190476 28.73809524],1
p9,1,3e-06,21.641416,[74 24] ; [25 39],[59.88888889 38.11111111] ; [39.11111111 24.88888889],1
v4,1,0.001399,10.207063,[86 13] ; [45 23],[77.65868263 21.34131737] ; [53.34131737 14.65868263],0
n3,1,0.002862,8.893493,[22  9] ; [ 9 19],[16.28813559 14.71186441] ; [14.71186441 13.28813559],0
n2,1,0.004402,8.11027,[24  7] ; [13 18],[18.5 12.5] ; [18.5 12.5],0
u3,1,0.00443,8.098395,[23 15] ; [ 6 19],[17.49206349 20.50793651] ; [11.50793651 13.49206349],0
v2,1,0.005348,7.75789,[43 52] ; [16 51],[34.59876543 60.40123457] ; [24.40123457 42.59876543],0
u2,1,0.005412,7.736268,[21 17] ; [ 5 20],[15.68253968 22.31746032] ; [10.31746032 14.68253968],0
s1,1,0.005779,7.618076,[ 1 98] ; [ 7 61],[ 4.74251497 94.25748503] ; [ 3.25748503 64.74251497],0
r2,1,0.00774,7.092727,[89 10] ; [49 17],[82.8 16.2] ; [55.2 10.8],0
a7,1,0.024095,5.087811,[72 27] ; [38 30],[65.20958084 33.79041916] ; [44.79041916 23.20958084],0
a1,1,0.024181,5.081601,[ 3 97] ; [ 8 60],[ 6.54761905 93.45238095] ; [ 4.45238095 63.54761905],0
p4,1,0.029409,4.743529,[31 69] ; [11 57],[25. 75.] ; [17. 51.],0
d4,1,0.047937,3.912199,[79 20] ; [45 23],[73.50898204 25.49101796] ; [50.49101796 17.50898204],0
r1,1,0.052403,3.762846,[65 35] ; [34 34],[58.92857143 41.07142857] ; [40.07142857 27.92857143],0
s4,1,0.106471,2.605841,[ 6 94] ; [ 9 59],[ 8.92857143 91.07142857] ; [ 6.07142857 61.92857143],0
b1,1,0.110011,2.554068,[39 61] ; [35 33],[44.04761905 55.95238095] ; [29.95238095 38.04761905],0
v1,1,0.131486,2.274868,[35 62] ; [17 51],[30.56969697 66.43030303] ; [21.43030303 46.56969697],0
n4,1,0.134769,2.236696,[70 30] ; [40 28],[65.47619048 34.52380952] ; [44.52380952 23.47619048],0
p8,1,0.161115,1.963726,[25 74] ; [11 57],[21.34131737 77.65868263] ; [14.65868263 53.34131737],0
b3,1,0.203187,1.619318,[21 36] ; [19 19],[24. 33.] ; [16. 22.],0
b2,1,0.203187,1.619318,[21 36] ; [19 19],[24. 33.] ; [16. 22.],0
a8,1,0.244513,1.354386,[ 9 85] ; [ 3 62],[ 7.09433962 86.90566038] ; [ 4.90566038 60.09433962],0
n5,1,0.276725,1.183102,[65 34] ; [39 29],[61.65269461 37.34730539] ; [42.34730539 25.65269461],0
a2,1,0.281871,1.158045,[13 87] ; [13 55],[15.47619048 84.52380952] ; [10.52380952 57.47619048],0
a5,1,0.290298,1.118238,[64 36] ; [38 30],[60.71428571 39.28571429] ; [41.28571429 26.71428571],0
a6,1,0.316423,1.003676,[65 35] ; [39 29],[61.9047619 38.0952381] ; [42.0952381 25.9047619],0
p5,1,0.338369,0.916599,[ 4 95] ; [ 1 67],[ 2.96407186 96.03592814] ; [ 2.03592814 65.96407186],0
p3,1,0.357917,0.845189,[22 77] ; [11 56],[19.68072289 79.31927711] ; [13.31927711 53.68072289],0
d1,1,0.383098,0.760738,[48 52] ; [28 40],[45.23809524 54.76190476] ; [30.76190476 37.23809524],0
p1,1,0.41754,0.657229,[11 88] ; [ 5 63],[ 9.48502994 89.51497006] ; [ 6.51497006 61.48502994],0
d5,1,0.420369,0.649284,[72 28] ; [45 23],[69.64285714 30.35714286] ; [47.35714286 20.64285714],0
s7,1,0.474267,0.512018,[14 81] ; [12 51],[15.63291139 79.36708861] ; [10.36708861 52.63291139],0
s2,1,0.516027,0.421826,[15 83] ; [ 8 60],[13.57831325 84.42168675] ; [ 9.42168675 58.57831325],0
d3,1,0.595163,0.282353,[60 40] ; [38 30],[58.33333333 41.66666667] ; [39.66666667 28.33333333],0
a4,1,0.635321,0.224913,[44 56] ; [27 40],[42.51497006 57.48502994] ; [28.48502994 38.51497006],0
s5,1,0.680527,0.169534,[ 9 85] ; [ 5 60],[ 8.27672956 85.72327044] ; [ 5.72327044 59.27672956],0
b4,1,0.732111,0.117182,[60 40] ; [39 29],[58.92857143 41.07142857] ; [40.07142857 27.92857143],0
v3,1,0.761608,0.092033,[22 74] ; [16 48],[22.8 73.2] ; [15.2 48.8],0
a3,1,0.775122,0.081614,[62 38] ; [43 24],[62.8742515 37.1257485] ; [42.1257485 24.8742515],0
p12,1,0.786225,0.073558,[ 2 96] ; [ 1 67],[ 1.77108434 96.22891566] ; [ 1.22891566 66.77108434],0
n1,1,0.792623,0.069119,[12 19] ; [11 20],[11.5 19.5] ; [11.5 19.5],0
b5,1,0.792641,0.069107,[55 45] ; [36 32],[54.16666667 45.83333333] ; [36.83333333 31.16666667],0
s8,1,0.812164,0.056471,[13 87] ; [ 8 60],[12.5 87.5] ; [ 8.5 59.5],0
s3,1,0.85686,0.032534,[21 78] ; [15 52],[21.46987952 77.53012048] ; [14.53012048 52.46987952],0
p6,1,0.899697,0.015887,[10 90] ; [ 7 59],[10.24096386 89.75903614] ; [ 6.75903614 59.24096386],0
d2,1,0.900587,0.015605,[40 58] ; [28 39],[40.38787879 57.61212121] ; [27.61212121 39.38787879],0
u1,1,0.950526,0.00385,[10 90] ; [ 7 61],[10.11904762 89.88095238] ; [ 6.88095238 61.11904762],0
