Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000338,12.844851,[31 85] ; [15  8],[38.38848921 77.61151079] ; [ 7.61151079 15.38848921],1
s2,1,0.007182,7.22685,[40 75] ; [17 10],[46.16197183 68.83802817] ; [10.83802817 16.16197183],0
n6,1,0.017228,5.67298,[102  14] ; [18  8],[98.02816901 17.97183099] ; [21.97183099  4.02816901],0
s3,1,0.019624,5.445059,[44 71] ; [17 10],[49.40140845 65.59859155] ; [11.59859155 15.40140845],0
n4,1,0.042432,4.117885,[94 22] ; [17 10],[90.04195804 25.95804196] ; [20.95804196  6.04195804],0
s6,1,0.042505,4.114973,[63 51] ; [20  6],[67.58571429 46.41428571] ; [15.41428571 10.58571429],0
p3,1,0.054134,3.708549,[67 49] ; [21  6],[71.38461538 44.61538462] ; [16.61538462 10.38461538],0
a7,1,0.054947,3.683697,[92 24] ; [16 10],[88.22535211 27.77464789] ; [19.77464789  6.22535211],0
b2,1,0.060379,3.526957,[32 37] ; [ 3 12],[28.75 40.25] ; [6.25 8.75],0
b3,1,0.060379,3.526957,[32 37] ; [ 3 12],[28.75 40.25] ; [6.25 8.75],0
p4,1,0.06156,3.494843,[83 33] ; [24  3],[86.7972028 29.2027972] ; [20.2027972  6.7972028],0
s7,1,0.079606,3.072933,[38 70] ; [14 12],[41.91044776 66.08955224] ; [10.08955224 15.91044776],0
v3,1,0.106947,2.598763,[42 72] ; [ 5 20],[38.54676259 75.45323741] ; [ 8.45323741 16.54676259],0
p8,1,0.12315,2.376794,[72 44] ; [21  6],[75.44055944 40.55944056] ; [17.55944056  9.44055944],0
r3,1,0.148533,2.087254,[111   5] ; [23  3],[109.46478873   6.53521127] ; [24.53521127  1.46478873],0
u1,1,0.173029,1.856499,[21 95] ; [ 2 25],[18.65734266 97.34265734] ; [ 4.34265734 22.65734266],0
r4,1,0.179767,1.799548,[105  11] ; [22  5],[103.02097902  12.97902098] ; [23.97902098  3.02097902],0
a8,1,0.232787,1.42375,[12 90] ; [ 1 25],[10.359375 91.640625] ; [ 2.640625 23.359375],0
a4,1,0.249856,1.324107,[54 61] ; [16 11],[56.69014085 58.30985915] ; [13.30985915 13.69014085],0
d3,1,0.252403,1.309954,[80 35] ; [21  5],[82.37588652 32.62411348] ; [18.62411348  7.37588652],0
r2,1,0.257995,1.279484,[109   6] ; [24  3],[107.71126761   7.28873239] ; [25.28873239  1.71126761],0
p5,1,0.273838,1.19742,[18 98] ; [ 2 25],[16.22377622 99.77622378] ; [ 3.77622378 23.22377622],0
a2,1,0.292782,1.106782,[33 83] ; [ 5 22],[30.82517483 85.17482517] ; [ 7.17482517 19.82517483],0
p11,1,0.31544,1.007761,[92 24] ; [19  8],[90.04195804 25.95804196] ; [20.95804196  6.04195804],0
v1,1,0.343389,0.897739,[61 55] ; [11 15],[58.81690141 57.18309859] ; [13.18309859 12.81690141],0
n5,1,0.351552,0.867847,[86 28] ; [18  9],[84.08510638 29.91489362] ; [19.91489362  7.08510638],0
p1,1,0.36762,0.811693,[ 16 100] ; [ 2 25],[ 14.6013986 101.3986014] ; [ 3.3986014 23.6013986],0
n1,1,0.385223,0.753968,[10 20] ; [4 4],[11.05263158 18.94736842] ; [2.94736842 5.05263158],0
v2,1,0.404547,0.694769,[65 49] ; [13 14],[63.06382979 50.93617021] ; [14.93617021 12.06382979],0
p10,1,0.410819,0.67643,[89 25] ; [23  4],[90.55319149 23.44680851] ; [21.44680851  5.55319149],0
p7,1,0.415955,0.661715,[94 20] ; [24  3],[95.40425532 18.59574468] ; [22.59574468  4.40425532],0
p9,1,0.434852,0.609828,[96 20] ; [24  3],[97.34265734 18.65734266] ; [22.65734266  4.34265734],0
v4,1,0.50174,0.451254,[111   5] ; [25  2],[110.32167832   5.67832168] ; [25.67832168  1.32167832],0
