Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000338,12.844851,[31 85] ; [15  8],[38.38848921 77.61151079] ; [ 7.61151079 15.38848921],1
p2,1,0.50693,0.440399,[104  12] ; [23  4],[103.02097902  12.97902098] ; [23.97902098  3.02097902],0
a3,1,0.506977,0.440302,[80 35] ; [17 10],[78.55633803 36.44366197] ; [18.44366197  8.55633803],0
d4,1,0.532503,0.389613,[88 28] ; [22  5],[89.23076923 26.76923077] ; [20.76923077  6.23076923],0
b5,1,0.57697,0.311158,[67 49] ; [14 13],[65.70629371 50.29370629] ; [15.29370629 11.70629371],0
b4,1,0.7089,0.139378,[69 47] ; [15 12],[68.13986014 47.86013986] ; [15.86013986 11.13986014],0
p12,1,0.735474,0.114144,[ 11 105] ; [ 2 25],[ 10.54545455 105.45454545] ; [ 2.45454545 24.54545455],0
u2,1,0.755028,0.097354,[20 16] ; [5 5],[19.56521739 16.43478261] ; [5.43478261 4.56521739],0
d5,1,0.765826,0.088708,[88 28] ; [19  7],[87.4084507 28.5915493] ; [19.5915493  6.4084507],0
b1,1,0.771297,0.084494,[48 68] ; [12 15],[48.67132867 67.32867133] ; [11.32867133 15.67132867],0
a6,1,0.816794,0.053671,[80 36] ; [18  9],[79.4965035 36.5034965] ; [18.5034965  8.4965035],0
d1,1,0.843181,0.039135,[62 54] ; [15 12],[62.46153846 53.53846154] ; [14.53846154 12.46153846],0
a5,1,0.843506,0.038971,[75 41] ; [18  9],[75.44055944 40.55944056] ; [17.55944056  9.44055944],0
n3,1,0.884061,0.021264,[21  8] ; [6 2],[21.16216216  7.83783784] ; [5.83783784 2.16216216],0
d2,1,0.906832,0.013697,[53 63] ; [12 15],[52.72727273 63.27272727] ; [12.27272727 14.72727273],0
r1,1,0.906832,0.013697,[89 27] ; [21  6],[89.23076923 26.76923077] ; [20.76923077  6.23076923],0
u3,1,0.936475,0.006352,[18 17] ; [5 5],[17.88888889 17.11111111] ; [5.11111111 4.88888889],0
