Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,64.999928,[ 2 45] ; [95 36],[25.61235955 21.38764045] ; [71.38764045 59.61235955],1
d4,1,0.0,41.186069,[18 28] ; [114  17],[34.30508475 11.69491525] ; [97.69491525 33.30508475],1
d3,1,0.0,25.955141,[15 32] ; [96 34],[29.47457627 17.52542373] ; [81.52542373 48.47457627],1
p10,1,1e-06,24.619092,[22 25] ; [109  21],[34.78531073 12.21468927] ; [96.21468927 33.78531073],1
a5,1,2.2e-05,17.970836,[20 27] ; [100  31],[31.68539326 15.31460674] ; [88.31460674 42.68539326],1
n4,1,2.5e-05,17.73195,[23 24] ; [106  25],[34.06179775 12.93820225] ; [94.93820225 36.06179775],1
p9,1,4.5e-05,16.646209,[26 21] ; [110  20],[36.11299435 10.88700565] ; [99.88700565 30.11299435],1
n5,1,0.000442,12.345712,[22 25] ; [98 33],[31.68539326 15.31460674] ; [88.31460674 42.68539326],1
r4,1,0.00174,9.805435,[34 13] ; [119  12],[40.3988764  6.6011236] ; [112.6011236  18.3988764],0
a6,1,0.002352,9.252416,[23 24] ; [96 35],[31.42134831 15.57865169] ; [87.57865169 43.42134831],0
d2,1,0.005336,7.761872,[14 33] ; [70 61],[22.17977528 24.82022472] ; [61.82022472 69.17977528],0
p11,1,0.00595,7.565351,[32 15] ; [113  18],[38.28651685  8.71348315] ; [106.71348315  24.28651685],0
v4,1,0.008144,7.001521,[39  7] ; [126   5],[42.88135593  3.11864407] ; [122.11864407   8.88135593],0
a2,1,0.015825,5.822258,[ 3 44] ; [ 29 102],[ 8.4494382 38.5505618] ; [ 23.5505618 107.4494382],0
s3,1,0.023326,5.144034,[20 26] ; [33 96],[13.93142857 32.06857143] ; [39.06857143 89.93142857],0
s1,1,0.024369,5.068154,[ 4 43] ; [  2 127],[ 1.60227273 45.39772727] ; [  4.39772727 124.60227273],0
a7,1,0.026779,4.904996,[25 22] ; [93 38],[31.15730337 15.84269663] ; [86.84269663 44.15730337],0
p2,1,0.034835,4.453254,[36 11] ; [115  14],[40.32386364  6.67613636] ; [110.67613636  18.32386364],0
p8,1,0.039377,4.244536,[22 24] ; [84 45],[27.86285714 18.13714286] ; [78.13714286 50.86285714],0
a3,1,0.054222,3.705842,[27 19] ; [96 34],[32.14772727 13.85227273] ; [90.85227273 39.14772727],0
v1,1,0.063884,3.433571,[18 28] ; [71 58],[23.39428571 22.60571429] ; [65.60571429 63.39428571],0
r1,1,0.068996,3.306744,[31 16] ; [103  27],[35.5819209 11.4180791] ; [98.4180791 31.5819209],0
b2,1,0.077889,3.108408,[ 9 25] ; [34 43],[13.17117117 20.82882883] ; [29.82882883 47.17117117],0
b3,1,0.077889,3.108408,[ 9 25] ; [34 43],[13.17117117 20.82882883] ; [29.82882883 47.17117117],0
u1,1,0.096671,2.759616,[ 2 45] ; [ 17 114],[ 5.01685393 41.98314607] ; [ 13.98314607 117.01685393],0
