Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0021,9.460052,[ 2 41] ; [5 9],[ 5.28070175 37.71929825] ; [ 1.71929825 12.28070175],0
s4,1,0.008843,6.854254,[ 5 39] ; [6 8],[ 8.34482759 35.65517241] ; [ 2.65517241 11.34482759],0
s3,1,0.012616,6.222222,[ 7 35] ; [7 7],[10.5 31.5] ; [ 3.5 10.5],0
s2,1,0.01656,5.742439,[ 4 40] ; [5 9],[ 6.82758621 37.17241379] ; [ 2.17241379 11.82758621],0
n2,1,0.029075,4.763175,[ 8 13] ; [8 2],[10.83870968 10.16129032] ; [5.16129032 4.83870968],0
d3,1,0.032157,4.590126,[17 27] ; [10  4],[20.48275862 23.51724138] ; [6.51724138 7.48275862],0
s6,1,0.035206,4.435143,[ 7 37] ; [6 8],[ 9.86206897 34.13793103] ; [ 3.13793103 10.86206897],0
p2,1,0.052953,3.745413,[15 28] ; [9 5],[18.10526316 24.89473684] ; [5.89473684 8.10526316],0
p4,1,0.057458,3.609285,[10 33] ; [7 7],[12.8245614 30.1754386] ; [4.1754386 9.8245614],0
p9,1,0.061369,3.5,[15 27] ; [9 5],[18. 24.] ; [6. 8.],0
a2,1,0.065608,3.38961,[ 4 40] ; [ 4 10],[ 6.06896552 37.93103448] ; [ 1.93103448 12.06896552],0
p10,1,0.076179,3.144587,[16 27] ; [9 5],[18.85964912 24.14035088] ; [6.14035088 7.85964912],0
u1,1,0.077108,3.124833,[ 1 43] ; [ 2 12],[ 2.27586207 41.72413793] ; [ 0.72413793 13.27586207],0
p11,1,0.078226,3.101389,[11 33] ; [7 7],[13.65517241 30.34482759] ; [4.34482759 9.65517241],0
n6,1,0.106322,2.60805,[17 26] ; [9 5],[19.61403509 23.38596491] ; [6.38596491 7.61403509],0
v4,1,0.1215,2.39788,[21 23] ; [10  4],[23.51724138 20.48275862] ; [7.48275862 6.51724138],0
b4,1,0.126687,2.332635,[26 18] ; [5 9],[23.51724138 20.48275862] ; [7.48275862 6.51724138],0
p5,1,0.134481,2.24,[ 3 39] ; [ 3 11],[ 4.5 37.5] ; [ 1.5 12.5],0
v1,1,0.201074,1.634556,[11 33] ; [6 8],[12.89655172 31.10344828] ; [4.10344828 9.89655172],0
a7,1,0.223273,1.483211,[17 27] ; [8 6],[18.96551724 25.03448276] ; [6.03448276 7.96551724],0
a3,1,0.237656,1.394443,[23 20] ; [10  4],[24.89473684 18.10526316] ; [8.10526316 5.89473684],0
p8,1,0.264349,1.245839,[ 9 34] ; [5 9],[10.56140351 32.43859649] ; [ 3.43859649 10.56140351],0
r1,1,0.272286,1.205195,[12 32] ; [6 8],[13.65517241 30.34482759] ; [4.34482759 9.65517241],0
a5,1,0.280186,1.166187,[21 23] ; [9 5],[22.75862069 21.24137931] ; [7.24137931 6.75862069],0
a4,1,0.312926,1.018288,[15 28] ; [7 7],[16.59649123 26.40350877] ; [5.40350877 8.59649123],0
b5,1,0.361697,0.831991,[19 25] ; [8 6],[20.48275862 23.51724138] ; [6.51724138 7.48275862],0
n4,1,0.363636,0.825296,[28 16] ; [7 7],[26.55172414 17.44827586] ; [8.44827586 5.55172414],0
p3,1,0.381637,0.765421,[11 32] ; [ 2 12],[ 9.80701754 33.19298246] ; [ 3.19298246 10.80701754],0
p12,1,0.384392,0.756609,[ 1 43] ; [ 1 13],[ 1.51724138 42.48275862] ; [ 0.48275862 13.51724138],0
u3,1,0.399765,0.709034,[ 6 15] ; [2 2],[ 6.72 14.28] ; [1.28 2.72],0
v3,1,0.403233,0.698664,[ 8 36] ; [ 4 10],[ 9.10344828 34.89655172] ; [ 2.89655172 11.10344828],0
p1,1,0.407393,0.686396,[ 7 37] ; [ 1 13],[ 6.06896552 37.93103448] ; [ 1.93103448 12.06896552],0
d4,1,0.431156,0.619708,[23 21] ; [9 5],[24.27586207 19.72413793] ; [7.72413793 6.27586207],0
a6,1,0.445891,0.581076,[20 24] ; [8 6],[21.24137931 22.75862069] ; [6.75862069 7.24137931],0
n5,1,0.456965,0.553318,[30 14] ; [11  3],[31.10344828 12.89655172] ; [9.89655172 4.10344828],0
u2,1,0.524471,0.405093,[ 7 14] ; [2 2],[ 7.56 13.44] ; [1.44 2.56],0
n1,1,0.530057,0.394282,[ 8 13] ; [5 5],[ 8.80645161 12.19354839] ; [4.19354839 5.80645161],0
b2,1,0.630843,0.23092,[12 17] ; [4 8],[11.31707317 17.68292683] ; [4.68292683 7.31707317],0
b3,1,0.630843,0.23092,[12 17] ; [4 8],[11.31707317 17.68292683] ; [4.68292683 7.31707317],0
d1,1,0.663888,0.188835,[13 31] ; [5 9],[13.65517241 30.34482759] ; [4.34482759 9.65517241],0
s5,1,0.697949,0.150614,[ 5 39] ; [ 2 11],[ 5.40350877 38.59649123] ; [ 1.59649123 11.40350877],0
d2,1,0.704428,0.143906,[19 24] ; [7 7],[19.61403509 23.38596491] ; [6.38596491 7.61403509],0
p7,1,0.750032,0.101504,[12 30] ; [4 8],[12.44444444 29.55555556] ; [3.55555556 8.44444444],0
s1,1,0.82105,0.051164,[ 4 40] ; [ 1 13],[ 3.79310345 40.20689655] ; [ 1.20689655 12.79310345],0
v2,1,0.858994,0.031561,[ 7 36] ; [ 2 12],[ 6.78947368 36.21052632] ; [ 2.21052632 11.78947368],0
d5,1,0.864846,0.028971,[24 20] ; [8 6],[24.27586207 19.72413793] ; [7.72413793 6.27586207],0
b1,1,0.897435,0.016616,[26 18] ; [8 6],[25.79310345 18.20689655] ; [8.20689655 5.79310345],0
n3,1,0.918931,0.010359,[ 8 13] ; [4 6],[ 8.12903226 12.87096774] ; [3.87096774 6.12903226],0
r2,1,0.981048,0.000564,[26 16] ; [8 5],[25.96363636 16.03636364] ; [8.03636364 4.96363636],0
