Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00084,11.150601,[23  6] ; [25 35],[15.64044944 13.35955056] ; [32.35955056 27.64044944],1
p12,1,0.007161,7.232143,[ 5 25] ; [ 1 59],[ 2. 28.] ; [ 4. 56.],0
s7,1,0.013528,6.098695,[19  9] ; [22 34],[13.66666667 14.33333333] ; [27.33333333 28.66666667],0
r1,1,0.016732,5.72422,[26  4] ; [38 23],[21.0989011  8.9010989] ; [42.9010989 18.0989011],0
s6,1,0.016963,5.700148,[21  9] ; [26 34],[15.66666667 14.33333333] ; [31.33333333 28.66666667],0
n6,1,0.05155,3.790304,[25  4] ; [40 20],[21.17977528  7.82022472] ; [43.82022472 16.17977528],0
s8,1,0.059892,3.540385,[15 14] ; [19 42],[10.95555556 18.04444444] ; [23.04444444 37.95555556],0
n1,1,0.092258,2.834526,[2 8] ; [17 17],[4.31818182 5.68181818] ; [14.68181818 19.31818182],0
p10,1,0.096916,2.755567,[21  9] ; [31 29],[17.33333333 12.66666667] ; [34.66666667 25.33333333],0
a1,1,0.128867,2.306096,[ 5 25] ; [ 4 57],[ 2.96703297 27.03296703] ; [ 6.03296703 54.96703297],0
r3,1,0.136209,2.220273,[27  3] ; [47 14],[24.3956044  5.6043956] ; [49.6043956 11.3956044],0
v4,1,0.136209,2.220273,[27  3] ; [47 14],[24.3956044  5.6043956] ; [49.6043956 11.3956044],0
a6,1,0.155975,2.012823,[22  7] ; [37 24],[19.01111111  9.98888889] ; [39.98888889 21.01111111],0
n4,1,0.156714,2.005647,[24  6] ; [40 21],[21.0989011  8.9010989] ; [42.9010989 18.0989011],0
p5,1,0.164069,1.936317,[ 4 26] ; [ 3 57],[ 2.33333333 27.66666667] ; [ 4.66666667 55.33333333],0
u3,1,0.19043,1.714286,[6 1] ; [8 6],[4.66666667 2.33333333] ; [9.33333333 4.66666667],0
s2,1,0.203321,1.61836,[15 15] ; [22 39],[12.1978022 17.8021978] ; [24.8021978 36.1978022],0
u1,1,0.214788,1.538859,[10 20] ; [13 48],[ 7.58241758 22.41758242] ; [15.41758242 45.58241758],0
n2,1,0.22192,1.491913,[4 6] ; [21 13],[5.68181818 4.31818182] ; [19.31818182 14.68181818],0
p9,1,0.231445,1.431959,[21  9] ; [33 25],[18.40909091 11.59090909] ; [35.59090909 22.40909091],0
u2,1,0.278503,1.174381,[5 2] ; [6 7],[3.85 3.15] ; [7.15 5.85],0
b4,1,0.308604,1.036642,[21  9] ; [36 25],[18.79120879 11.20879121] ; [38.20879121 22.79120879],0
r4,1,0.353384,0.861269,[23  7] ; [41 20],[21.0989011  8.9010989] ; [42.9010989 18.0989011],0
r2,1,0.369438,0.805556,[28  1] ; [53  5],[27.  2.] ; [54.  4.],0
n5,1,0.383423,0.759697,[21  9] ; [37 24],[19.12087912 10.87912088] ; [38.87912088 22.12087912],0
v1,1,0.383693,0.758836,[13 17] ; [20 39],[11.12359551 18.87640449] ; [21.87640449 37.12359551],0
a2,1,0.392654,0.730707,[11 19] ; [17 44],[ 9.23076923 20.76923077] ; [18.76923077 42.23076923],0
p11,1,0.40891,0.681967,[18 12] ; [31 30],[16.15384615 13.84615385] ; [32.84615385 28.15384615],0
a7,1,0.437932,0.601694,[23  7] ; [42 19],[21.42857143  8.57142857] ; [43.57142857 17.42857143],0
d2,1,0.440095,0.596036,[23  6] ; [43 17],[21.50561798  7.49438202] ; [44.49438202 15.50561798],0
d3,1,0.445569,0.5819,[26  3] ; [51 10],[24.81111111  4.18888889] ; [52.18888889  8.81111111],0
b2,1,0.478546,0.502174,[ 6 14] ; [18 28],[ 7.27272727 12.72727273] ; [16.72727273 29.27272727],0
b3,1,0.478546,0.502174,[ 6 14] ; [18 28],[ 7.27272727 12.72727273] ; [16.72727273 29.27272727],0
p8,1,0.514095,0.425724,[ 6 24] ; [16 45],[ 7.25274725 22.74725275] ; [14.74725275 46.25274725],0
p1,1,0.525772,0.402556,[ 1 29] ; [ 4 57],[ 1.64835165 28.35164835] ; [ 3.35164835 57.64835165],0
s5,1,0.584549,0.298938,[ 9 21] ; [14 43],[ 7.93103448 22.06896552] ; [15.06896552 41.93103448],0
b1,1,0.593884,0.28432,[12 18] ; [28 33],[13.18681319 16.81318681] ; [26.81318681 34.18681319],0
