Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000105,15.045733,[253  99] ; [32 35],[239.42720764 112.57279236] ; [45.57279236 21.42720764],1
v1,1,0.001442,10.151775,[173 172] ; [19 47],[161.16788321 183.83211679] ; [30.83211679 35.16788321],0
d1,1,0.002896,8.871691,[201 151] ; [25 42],[189.86157518 162.13842482] ; [36.13842482 30.86157518],0
a2,1,0.004401,8.110286,[ 80 272] ; [ 5 62],[ 71.40811456 280.59188544] ; [13.59188544 53.40811456],0
s7,1,0.005426,7.731659,[146 193] ; [16 49],[135.93564356 203.06435644] ; [26.06435644 38.93564356],0
v2,1,0.007389,7.175997,[180 152] ; [23 41],[170.19191919 161.80808081] ; [32.80808081 31.19191919],0
r2,1,0.012831,6.192212,[344   7] ; [61  5],[340.89928058  10.10071942] ; [64.10071942  1.89928058],0
d3,1,0.018561,5.542428,[253  98] ; [38 28],[244.94244604 106.05755396] ; [46.05755396 19.94244604],0
u1,1,0.019674,5.440552,[ 53 299] ; [ 3 64],[ 47.04534606 304.95465394] ; [ 8.95465394 58.04534606],0
a7,1,0.035006,4.444878,[263  89] ; [41 25],[256.  96.] ; [48. 18.],0
d5,1,0.037224,4.340127,[280  71] ; [45 21],[273.56115108  77.43884892] ; [51.43884892 14.56115108],0
r3,1,0.05159,3.789002,[346   4] ; [64  3],[344.12470024   5.87529976] ; [65.87529976  1.12470024],0
s6,1,0.052675,3.7542,[227 118] ; [34 30],[220.15892421 124.84107579] ; [40.84107579 23.15892421],0
d4,1,0.053076,3.741534,[291  59] ; [49 18],[285.37170264  64.62829736] ; [54.62829736 12.37170264],0
s8,1,0.054714,3.690778,[137 212] ; [18 49],[130.03605769 218.96394231] ; [24.96394231 42.03605769],0
u3,1,0.058904,3.567976,[67 43] ; [12 17],[62.51798561 47.48201439] ; [16.48201439 12.51798561],0
a4,1,0.059926,3.539429,[153 197] ; [21 46],[146.04316547 203.95683453] ; [27.95683453 39.04316547],0
a3,1,0.063881,3.433653,[240 111] ; [38 29],[233.44019139 117.55980861] ; [44.55980861 22.44019139],0
n4,1,0.113587,2.503585,[253  97] ; [42 25],[247.60191847 102.39808153] ; [47.39808153 19.60191847],0
p2,1,0.115199,2.481412,[277  74] ; [47 20],[272.06698565  78.93301435] ; [51.93301435 15.06698565],0
n2,1,0.132121,2.267408,[70 25] ; [22  3],[72.83333333 22.16666667] ; [19.16666667  5.83333333],0
s3,1,0.138037,2.199712,[190 153] ; [30 36],[184.49877751 158.50122249] ; [35.50122249 30.49877751],0
