Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.256401,[24 35] ; [218  57],[42.74850299 16.25149701] ; [199.25149701  75.74850299],1
n4,1,1e-06,24.121357,[33 26] ; [233  43],[46.84776119 12.15223881] ; [219.15223881  56.84776119],1
v4,1,0.000378,12.638023,[49  9] ; [266  10],[54.7005988  3.2994012] ; [260.2994012  15.7005988],1
p9,1,0.000395,12.556937,[38 21] ; [228  42],[47.70212766 11.29787234] ; [218.29787234  51.70212766],1
p11,1,0.000569,11.875293,[36 23] ; [225  51],[45.96716418 13.03283582] ; [215.03283582  60.96716418],1
p10,1,0.000571,11.868754,[34 24] ; [218  55],[44.1570997 13.8429003] ; [207.8429003  65.1570997],1
r3,1,0.002125,9.43863,[51  8] ; [266  10],[55.82985075  3.17014925] ; [261.17014925  14.82985075],0
p2,1,0.002816,8.922902,[37 20] ; [226  48],[45.29003021 11.70996979] ; [217.70996979  56.29003021],0
r4,1,0.003009,8.80211,[45 14] ; [249  27],[51.77910448  7.22089552] ; [242.22089552  33.77910448],0
s1,1,0.005943,7.567478,[ 5 53] ; [  5 269],[ 1.74698795 56.25301205] ; [  8.25301205 265.74698795],0
b1,1,0.020768,5.346165,[30 29] ; [ 96 180],[22.19104478 36.80895522] ; [103.80895522 172.19104478],0
s7,1,0.025078,5.018487,[16 38] ; [122 142],[23.43396226 30.56603774] ; [114.56603774 149.43396226],0
a8,1,0.025088,5.017814,[ 2 49] ; [ 39 208],[ 7.01677852 43.98322148] ; [ 33.98322148 213.01677852],0
p6,1,0.039998,4.217956,[11 43] ; [ 95 179],[17.45121951 36.54878049] ; [ 88.54878049 185.45121951],0
a5,1,0.062238,3.476726,[42 17] ; [226  50],[47.2 11.8] ; [220.8  55.2],0
u2,1,0.069095,3.304385,[13  3] ; [35 27],[9.84615385 6.15384615] ; [38.15384615 23.84615385],0
r2,1,0.073425,3.204733,[52  6] ; [258  12],[54.81707317  3.18292683] ; [255.18292683  14.81707317],0
p8,1,0.08715,2.926241,[23 35] ; [141 130],[28.9118541 29.0881459] ; [135.0881459 135.9118541],0
s8,1,0.096926,2.755414,[18 41] ; [116 159],[23.67065868 35.32934132] ; [110.32934132 164.67065868],0
p3,1,0.097761,2.741703,[20 37] ; [129 145],[25.65861027 31.34138973] ; [123.34138973 150.65861027],0
a7,1,0.099332,2.716242,[42 17] ; [223  53],[46.67164179 12.32835821] ; [218.32835821  57.67164179],0
p4,1,0.104778,2.631273,[28 30] ; [164 110],[33.54216867 24.45783133] ; [158.45783133 115.54216867],0
p12,1,0.13097,2.280973,[ 1 57] ; [ 19 256],[ 3.48348348 54.51651652] ; [ 16.51651652 258.48348348],0
v3,1,0.149585,2.076477,[17 36] ; [112 150],[21.7047619 31.2952381] ; [107.2952381 154.7047619],0
u1,1,0.153021,2.041876,[10 49] ; [ 71 205],[14.26567164 44.73432836] ; [ 66.73432836 209.26567164],0
n2,1,0.162662,1.949301,[ 8 10] ; [42 25],[10.58823529  7.41176471] ; [39.41176471 27.58823529],0
b3,1,0.164222,1.93491,[10 28] ; [ 64 103],[13.71707317 24.28292683] ; [ 60.28292683 106.71707317],0
b2,1,0.164222,1.93491,[10 28] ; [ 64 103],[13.71707317 24.28292683] ; [ 60.28292683 106.71707317],0
v1,1,0.223672,1.480654,[25 34] ; [136 130],[29.22769231 29.77230769] ; [131.77230769 134.22769231],0
s2,1,0.227429,1.456866,[21 38] ; [121 153],[25.15915916 33.84084084] ; [116.84084084 157.15915916],0
r1,1,0.263628,1.249604,[46 13] ; [231  44],[48.93113772 10.06886228] ; [228.06886228  46.93113772],0
s6,1,0.265009,1.242399,[30 29] ; [161 113],[33.84084084 25.15915916] ; [157.15915916 116.84084084],0
b4,1,0.269503,1.219273,[39 20] ; [161 115],[35.2238806 23.7761194] ; [164.7761194 111.2238806],0
n3,1,0.310576,1.028226,[9 8] ; [45 23],[10.8  6.2] ; [43.2 24.8],0
b5,1,0.348446,0.879109,[41 18] ; [174 102],[37.86567164 21.13432836] ; [177.13432836  98.86567164],0
v2,1,0.357381,0.847076,[29 25] ; [162 106],[32.0310559 21.9689441] ; [158.9689441 109.0310559],0
u3,1,0.372577,0.795051,[11  5] ; [35 27],[9.43589744 6.56410256] ; [36.56410256 25.43589744],0
u4,1,0.39016,0.738444,[ 1 58] ; [ 11 265],[ 2.11343284 56.88656716] ; [  9.88656716 266.11343284],0
a3,1,0.413951,0.667426,[43 16] ; [214  61],[45.39820359 13.60179641] ; [211.60179641  63.39820359],0
s3,1,0.436897,0.604418,[25 33] ; [133 140],[27.6858006 30.3141994] ; [130.3141994 142.6858006],0
d2,1,0.467186,0.528625,[39 19] ; [198  77],[41.27927928 16.72072072] ; [195.72072072  79.27927928],0
d3,1,0.511893,0.430195,[53  5] ; [244  32],[51.5748503  6.4251497] ; [245.4251497  30.5748503],0
p7,1,0.517186,0.419502,[31 26] ; [160 111],[33.19207317 23.80792683] ; [157.80792683 113.19207317],0
d5,1,0.563935,0.332937,[56  2] ; [270   6],[56.61077844  1.38922156] ; [269.38922156   6.61077844],0
a1,1,0.582255,0.302604,[ 2 57] ; [ 14 262],[ 2.81791045 56.18208955] ; [ 13.18208955 262.81791045],0
a6,1,0.595834,0.281326,[42 16] ; [209  67],[43.58682635 14.41317365] ; [207.41317365  68.58682635],0
p1,1,0.67491,0.175912,[ 3 56] ; [ 18 257],[ 3.70958084 55.29041916] ; [ 17.29041916 257.70958084],0
n1,1,0.680865,0.169154,[ 6 12] ; [19 48],[ 5.29411765 12.70588235] ; [19.70588235 47.29411765],0
a4,1,0.68136,0.168599,[31 28] ; [152 122],[32.42342342 26.57657658] ; [150.57657658 123.42342342],0
s4,1,0.861167,0.030586,[ 6 53] ; [ 30 244],[ 6.37837838 52.62162162] ; [ 29.62162162 244.37837838],0
d4,1,0.863088,0.029737,[56  1] ; [272   4],[56.14414414  0.85585586] ; [271.85585586   4.14414414],0
p5,1,0.921743,0.009651,[ 3 55] ; [ 15 258],[ 3.15407855 54.84592145] ; [ 14.84592145 258.15407855],0
a2,1,0.951906,0.003638,[19 40] ; [ 90 186],[19.19701493 39.80298507] ; [ 89.80298507 186.19701493],0
