Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-05,16.429996,[23 78] ; [37 33],[35.43859649 65.56140351] ; [24.56140351 45.43859649],1
v2,1,0.000654,11.614455,[34 67] ; [42 28],[44.88888889 56.11111111] ; [31.11111111 38.88888889],1
n4,1,0.000913,10.996574,[50 53] ; [53 19],[60.62285714 42.37714286] ; [42.37714286 29.62285714],1
p3,1,0.001865,9.677594,[32 72] ; [39 33],[41.95454545 62.04545455] ; [29.04545455 42.95454545],0
p5,1,0.003493,8.530029,[ 4 99] ; [12 59],[ 9.47126437 93.52873563] ; [ 6.52873563 64.47126437],0
p9,1,0.004964,7.892441,[67 33] ; [61 10],[74.85380117 25.14619883] ; [53.14619883 17.85380117],0
n5,1,0.009753,6.679529,[56 47] ; [53 19],[64.15428571 38.84571429] ; [44.84571429 27.15428571],0
p12,1,0.014453,5.981998,[  1 102] ; [ 6 66],[ 4.12 98.88] ; [ 2.88 69.12],0
r2,1,0.02465,5.048324,[91 13] ; [69  2],[95.08571429  8.91428571] ; [64.91428571  6.08571429],0
s4,1,0.034642,4.462711,[24 77] ; [ 8 64],[18.68208092 82.31791908] ; [13.31791908 58.68208092],0
p10,1,0.050559,3.822827,[67 34] ; [56 14],[72.64912281 28.35087719] ; [50.35087719 19.64912281],0
s6,1,0.060916,3.512281,[55 48] ; [48 23],[60.97126437 42.02873563] ; [42.02873563 28.97126437],0
p6,1,0.070676,3.267251,[26 77] ; [26 42],[31.32163743 71.67836257] ; [20.67836257 47.32163743],0
v4,1,0.074212,3.18732,[93 10] ; [70  2],[95.93714286  7.06285714] ; [67.06285714  4.93714286],0
p4,1,0.075687,3.15516,[39 64] ; [37 35],[44.73142857 58.26857143] ; [31.26857143 40.73142857],0
a4,1,0.084667,2.972949,[12 92] ; [15 56],[16.04571429 87.95428571] ; [10.95428571 60.04571429],0
u2,1,0.096114,2.768865,[24 26] ; [25 13],[27.84090909 22.15909091] ; [21.15909091 16.84090909],0
r4,1,0.110331,2.549467,[83 21] ; [64  8],[86.86363636 17.13636364] ; [60.13636364 11.86363636],0
p1,1,0.125573,2.346393,[ 6 96] ; [ 9 63],[ 8.79310345 93.20689655] ; [ 6.20689655 65.79310345],0
a6,1,0.129251,2.301473,[59 45] ; [49 23],[63.81818182 40.18181818] ; [44.18181818 27.81818182],0
b1,1,0.157145,2.001484,[38 66] ; [19 53],[33.68181818 70.31818182] ; [23.31818182 48.68181818],0
d2,1,0.169204,1.889985,[23 81] ; [10 62],[19.5 84.5] ; [13.5 58.5],0
n2,1,0.175575,1.834689,[21  7] ; [7 6],[19.12195122  8.87804878] ; [8.87804878 4.12195122],0
n6,1,0.186477,1.745233,[78 26] ; [60 12],[81.54545455 22.45454545] ; [56.45454545 15.54545455],0
b4,1,0.292047,1.110162,[66 38] ; [40 32],[62.63636364 41.36363636] ; [43.36363636 28.63636364],0
d5,1,0.297556,1.085117,[72 32] ; [55 17],[75.04545455 28.95454545] ; [51.95454545 20.04545455],0
s2,1,0.314973,1.009708,[49 55] ; [28 43],[45.76 58.24] ; [31.24 39.76],0
b3,1,0.326199,0.96393,[13 41] ; [13 26],[15.09677419 38.90322581] ; [10.90322581 28.09677419],0
b2,1,0.326199,0.96393,[13 41] ; [13 26],[15.09677419 38.90322581] ; [10.90322581 28.09677419],0
s1,1,0.343383,0.89776,[ 4 99] ; [ 5 65],[ 5.3583815 97.6416185] ; [ 3.6416185 66.3583815],0
n1,1,0.344471,0.893722,[ 9 20] ; [6 7],[10.35714286 18.64285714] ; [4.64285714 8.35714286],0
p2,1,0.403006,0.699337,[79 24] ; [59 13],[81.22285714 21.77714286] ; [56.77714286 15.22285714],0
s8,1,0.408295,0.683761,[30 74] ; [25 47],[32.5 71.5] ; [22.5 49.5],0
d1,1,0.41332,0.66923,[37 67] ; [30 42],[39.59090909 64.40909091] ; [27.40909091 44.59090909],0
d3,1,0.459889,0.546166,[66 37] ; [50 22],[68.27428571 34.72571429] ; [47.72571429 24.27428571],0
p7,1,0.485379,0.486754,[52 47] ; [40 29],[54.21428571 44.78571429] ; [37.78571429 31.21428571],0
a3,1,0.49714,0.461037,[53 51] ; [32 38],[50.8045977 53.1954023] ; [34.1954023 35.8045977],0
u1,1,0.498074,0.459039,[ 5 99] ; [ 2 70],[ 4.13636364 99.86363636] ; [ 2.86363636 69.13636364],0
r1,1,0.665838,0.18651,[69 35] ; [50 22],[70.31818182 33.68181818] ; [48.68181818 23.31818182],0
s7,1,0.67746,0.172999,[36 65] ; [26 41],[37.27380952 63.72619048] ; [24.72619048 42.27380952],0
n3,1,0.685653,0.163832,[23  6] ; [11  2],[23.47619048  5.52380952] ; [10.52380952  2.47619048],0
s5,1,0.699792,0.148689,[22 81] ; [16 51],[23.02352941 79.97647059] ; [14.97647059 52.02352941],0
a1,1,0.708348,0.139932,[  2 102] ; [ 2 70],[  2.36363636 101.63636364] ; [ 1.63636364 70.36363636],0
a8,1,0.717894,0.130519,[12 87] ; [ 9 55],[12.75460123 86.24539877] ; [ 8.24539877 55.75460123],0
p8,1,0.718598,0.12984,[47 56] ; [30 40],[45.84393064 57.15606936] ; [31.15606936 38.84393064],0
d4,1,0.724566,0.12416,[80 24] ; [57 15],[80.95454545 23.04545455] ; [56.04545455 15.95454545],0
u3,1,0.73986,0.11025,[27 23] ; [23 17],[27.77777778 22.22222222] ; [22.22222222 17.77777778],0
p11,1,0.877197,0.023877,[74 30] ; [52 20],[74.45454545 29.54545455] ; [51.54545455 20.45454545],0
r3,1,0.957473,0.002844,[97  6] ; [67  4],[97.08045977  5.91954023] ; [66.91954023  4.08045977],0
s3,1,0.997141,1.3e-05,[53 50] ; [36 34],[52.98843931 50.01156069] ; [36.01156069 33.98843931],0
b5,1,1.0,0.0,[65 39] ; [45 27],[65. 39.] ; [45. 27.],0
