Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.3e-05,18.95929,[16 24] ; [99 30],[27.21893491 12.78106509] ; [87.78106509 41.21893491],1
a6,1,4.5e-05,16.633217,[17 23] ; [99 30],[27.4556213 12.5443787] ; [88.5443787 40.4556213],1
a2,1,0.000312,12.997702,[ 1 39] ; [39 90],[ 9.46745562 30.53254438] ; [30.53254438 98.46745562],1
r3,1,0.007713,7.098983,[33  7] ; [123   6],[36.92307692  3.07692308] ; [119.07692308   9.92307692],0
p11,1,0.021244,5.306624,[24 16] ; [101  28],[29.58579882 10.41420118] ; [95.41420118 33.58579882],0
b5,1,0.023064,5.163649,[18 22] ; [84 45],[24.14201183 15.85798817] ; [77.85798817 51.14201183],0
r2,1,0.026615,4.915608,[34  4] ; [126   3],[36.40718563  1.59281437] ; [123.59281437   5.40718563],0
p10,1,0.046317,3.970023,[26 13] ; [103  23],[30.49090909  8.50909091] ; [98.50909091 27.49090909],0
v4,1,0.072623,3.222709,[36  4] ; [125   4],[38.10650888  1.89349112] ; [122.89349112   6.10650888],0
u1,1,0.077464,3.117316,[ 3 37] ; [ 25 104],[ 6.62721893 33.37278107] ; [ 21.37278107 107.62721893],0
s6,1,0.077633,3.113771,[17 22] ; [74 50],[21.77300613 17.22699387] ; [69.22699387 54.77300613],0
a4,1,0.093289,2.816686,[12 28] ; [58 71],[16.56804734 23.43195266] ; [53.43195266 75.56804734],0
r4,1,0.0965,2.762459,[32  8] ; [116  13],[35.0295858  4.9704142] ; [112.9704142  16.0295858],0
s7,1,0.099687,2.710545,[ 7 30] ; [40 81],[11.00632911 25.99367089] ; [35.99367089 85.00632911],0
u3,1,0.103281,2.65414,[3 8] ; [22 18],[5.39215686 5.60784314] ; [19.60784314 20.39215686],0
r1,1,0.155872,2.013828,[28 12] ; [104  25],[31.24260355  8.75739645] ; [100.75739645  28.24260355],0
p9,1,0.157257,2.000403,[28 12] ; [100  24],[31.2195122  8.7804878] ; [96.7804878 27.2195122],0
s2,1,0.195168,1.678169,[11 29] ; [50 79],[14.43786982 25.56213018] ; [46.56213018 82.43786982],0
p6,1,0.204125,1.612614,[ 8 30] ; [40 86],[11.12195122 26.87804878] ; [36.87804878 89.12195122],0
a5,1,0.209405,1.575533,[25 15] ; [94 35],[28.16568047 11.83431953] ; [90.83431953 38.16568047],0
p1,1,0.223383,1.482507,[ 2 38] ; [ 15 114],[ 4.02366864 35.97633136] ; [ 12.97633136 116.02366864],0
d1,1,0.231066,1.434286,[18 22] ; [72 57],[21.30177515 18.69822485] ; [68.69822485 60.30177515],0
b4,1,0.289828,1.120422,[23 17] ; [86 43],[25.79881657 14.20118343] ; [83.20118343 45.79881657],0
v2,1,0.293694,1.10261,[26 13] ; [94 31],[28.53658537 10.46341463] ; [91.46341463 33.53658537],0
p3,1,0.30587,1.048424,[16 22] ; [66 62],[18.77108434 19.22891566] ; [63.22891566 64.77108434],0
b3,1,0.310491,1.028586,[ 5 16] ; [26 47],[ 6.92553191 14.07446809] ; [24.07446809 48.92553191],0
b2,1,0.310491,1.028586,[ 5 16] ; [26 47],[ 6.92553191 14.07446809] ; [24.07446809 48.92553191],0
n3,1,0.35092,0.870129,[11  2] ; [17  7],[9.83783784 3.16216216] ; [18.16216216  5.83783784],0
s4,1,0.417693,0.656796,[ 6 34] ; [ 13 113],[ 4.57831325 35.42168675] ; [ 14.42168675 111.57831325],0
s5,1,0.50185,0.451021,[ 8 32] ; [32 95],[ 9.58083832 30.41916168] ; [30.41916168 96.58083832],0
s3,1,0.541531,0.37271,[15 24] ; [55 70],[16.64634146 22.35365854] ; [53.35365854 71.64634146],0
p2,1,0.567216,0.327362,[28 10] ; [100  28],[29.30120482  8.69879518] ; [98.69879518 29.30120482],0
u2,1,0.574306,0.31553,[5 6] ; [22 18],[5.82352941 5.17647059] ; [21.17647059 18.82352941],0
p7,1,0.579029,0.307806,[25 13] ; [76 49],[23.54601227 14.45398773] ; [77.45398773 47.54601227],0
a8,1,0.581608,0.303643,[ 3 34] ; [ 13 102],[ 3.89473684 33.10526316] ; [ 12.10526316 102.89473684],0
s1,1,0.589971,0.29039,[ 2 38] ; [  4 122],[ 1.44578313 38.55421687] ; [  4.55421687 121.44578313],0
n5,1,0.607309,0.264112,[31  9] ; [94 34],[29.76190476 10.23809524] ; [95.23809524 32.76190476],0
p8,1,0.618735,0.24765,[18 20] ; [66 61],[19.34545455 18.65454545] ; [64.65454545 62.34545455],0
a1,1,0.627231,0.235835,[ 3 37] ; [  7 122],[ 2.36686391 37.63313609] ; [  7.63313609 121.36686391],0
a3,1,0.652538,0.202715,[29 11] ; [88 40],[27.85714286 12.14285714] ; [89.14285714 38.85714286],0
d2,1,0.6657,0.186673,[20 20] ; [59 69],[18.80952381 21.19047619] ; [60.19047619 67.80952381],0
n6,1,0.670119,0.181463,[32  8] ; [107  22],[32.89940828  7.10059172] ; [106.10059172  22.89940828],0
b1,1,0.694225,0.15455,[15 25] ; [44 85],[13.96449704 26.03550296] ; [45.03550296 83.96449704],0
p4,1,0.739017,0.110993,[20 17] ; [72 54],[20.88343558 16.11656442] ; [71.11656442 54.88343558],0
n2,1,0.798074,0.065455,[8 4] ; [17  7],[8.33333333 3.66666667] ; [16.66666667  7.33333333],0
p5,1,0.852815,0.034421,[ 5 34] ; [ 15 113],[ 4.67065868 34.32934132] ; [ 15.32934132 112.67065868],0
n1,1,0.881318,0.02229,[3 9] ; [ 5 17],[2.82352941 9.17647059] ; [ 5.17647059 16.82352941],0
v1,1,0.895114,0.017381,[23 16] ; [77 51],[23.35329341 15.64670659] ; [76.64670659 51.35329341],0
n4,1,0.902437,0.015027,[31  9] ; [98 30],[30.71428571  9.28571429] ; [98.28571429 29.71428571],0
d4,1,0.915445,0.011273,[31  9] ; [101  28],[31.24260355  8.75739645] ; [100.75739645  28.24260355],0
d5,1,0.980231,0.000614,[30 10] ; [97 32],[30.0591716  9.9408284] ; [96.9408284 32.0591716],0
