Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.242477,[66 19] ; [10 23],[54.74576271 30.25423729] ; [21.25423729 11.74576271],1
a6,1,1.1e-05,19.36783,[67 18] ; [12 21],[56.90677966 28.09322034] ; [22.09322034 10.90677966],1
p2,1,5.9e-05,16.139241,[71 13] ; [16 17],[62.46153846 21.53846154] ; [24.53846154  8.46153846],1
s6,1,0.001128,10.604559,[72 13] ; [18 14],[65.38461538 19.61538462] ; [24.61538462  7.38461538],0
n6,1,0.002148,9.418787,[56 27] ; [12 21],[48.65517241 34.34482759] ; [19.34482759 13.65517241],0
a1,1,0.008072,7.01742,[ 1 84] ; [ 4 29],[ 3.60169492 81.39830508] ; [ 1.39830508 31.60169492],0
v3,1,0.009441,6.737444,[27 52] ; [ 3 28],[21.54545455 57.45454545] ; [ 8.45454545 22.54545455],0
d1,1,0.010711,6.512714,[48 37] ; [10 23],[41.77966102 43.22033898] ; [16.22033898 16.77966102],0
p9,1,0.012077,6.299523,[69 13] ; [20 12],[64.01754386 17.98245614] ; [24.98245614  7.01754386],0
d5,1,0.019267,5.477132,[65 20] ; [18 15],[59.78813559 25.21186441] ; [23.21186441  9.78813559],0
v2,1,0.019294,5.474654,[44 33] ; [10 21],[38.5 38.5] ; [15.5 15.5],0
r2,1,0.024197,5.080444,[82  3] ; [28  5],[79.23728814  5.76271186] ; [30.76271186  2.23728814],0
r1,1,0.032173,4.589275,[65 19] ; [19 14],[60.30769231 23.69230769] ; [23.69230769  9.30769231],0
d4,1,0.034509,4.469331,[73 12] ; [22 10],[69.01709402 15.98290598] ; [25.98290598  6.01709402],0
b5,1,0.037309,4.336243,[54 31] ; [14 19],[48.98305085 36.01694915] ; [19.01694915 13.98305085],0
s2,1,0.043575,4.072959,[67 18] ; [20 13],[62.66949153 22.33050847] ; [24.33050847  8.66949153],0
p10,1,0.062377,3.473027,[63 19] ; [19 13],[58.98245614 23.01754386] ; [23.01754386  8.98245614],0
a4,1,0.068392,3.32119,[26 59] ; [16 17],[30.25423729 54.74576271] ; [11.74576271 21.25423729],0
p8,1,0.070597,3.269089,[40 42] ; [10 23],[35.65217391 46.34782609] ; [14.34782609 18.65217391],0
b1,1,0.074303,3.18531,[24 61] ; [15 18],[28.09322034 56.90677966] ; [10.90677966 22.09322034],0
a2,1,0.083506,2.995316,[16 69] ; [ 2 31],[12.96610169 72.03389831] ; [ 5.03389831 27.96610169],0
n1,1,0.089907,2.87604,[ 7 22] ; [7 7],[ 9.44186047 19.55813953] ; [4.55813953 9.44186047],0
v4,1,0.097125,2.752134,[79  5] ; [27  5],[76.75862069  7.24137931] ; [29.24137931  2.75862069],0
r3,1,0.106357,2.607537,[82  2] ; [30  3],[80.41025641  3.58974359] ; [31.58974359  1.41025641],0
u1,1,0.10988,2.555946,[11 74] ; [ 1 32],[ 8.6440678 76.3559322] ; [ 3.3559322 29.6440678],0
b2,1,0.111479,2.533131,[16 21] ; [ 5 17],[13.16949153 23.83050847] ; [ 7.83050847 14.16949153],0
b3,1,0.111479,2.533131,[16 21] ; [ 5 17],[13.16949153 23.83050847] ; [ 7.83050847 14.16949153],0
n2,1,0.135397,2.229502,[19 10] ; [13  2],[21.09090909  7.90909091] ; [10.90909091  4.09090909],0
s8,1,0.201625,1.630563,[42 43] ; [12 21],[38.89830508 46.10169492] ; [15.10169492 17.89830508],0
r4,1,0.254015,1.301085,[72 13] ; [25  8],[69.87288136 15.12711864] ; [27.12711864  5.87288136],0
d2,1,0.257078,1.284426,[34 51] ; [17 16],[36.73728814 48.26271186] ; [14.26271186 18.73728814],0
n5,1,0.282222,1.156358,[33 52] ; [ 9 23],[30.51282051 54.48717949] ; [11.48717949 20.51282051],0
s7,1,0.39468,0.724475,[37 44] ; [11 19],[35.02702703 45.97297297] ; [12.97297297 17.02702703],0
u3,1,0.446931,0.578423,[22 10] ; [8 6],[20.86956522 11.13043478] ; [9.13043478 4.86956522],0
a8,1,0.522492,0.408971,[ 3 76] ; [ 2 28],[ 3.62385321 75.37614679] ; [ 1.37614679 28.62385321],0
u2,1,0.610534,0.259398,[18 14] ; [9 5],[18.7826087 13.2173913] ; [8.2173913 5.7826087],0
b4,1,0.632959,0.22807,[53 32] ; [19 14],[51.86440678 33.13559322] ; [20.13559322 12.86440678],0
n3,1,0.664542,0.188053,[21  8] ; [11  3],[21.58139535  7.41860465] ; [10.41860465  3.58139535],0
s1,1,0.676884,0.173655,[ 4 80] ; [ 1 32],[ 3.58974359 80.41025641] ; [ 1.41025641 31.58974359],0
s4,1,0.692564,0.156324,[29 56] ; [10 23],[28.09322034 56.90677966] ; [10.90677966 22.09322034],0
p7,1,0.694107,0.154675,[45 32] ; [20 12],[45.91743119 31.08256881] ; [19.08256881 12.91743119],0
p12,1,0.706276,0.142025,[ 4 81] ; [ 1 31],[ 3.63247863 81.36752137] ; [ 1.36752137 30.63247863],0
a5,1,0.760167,0.093184,[49 36] ; [18 15],[48.26271186 36.73728814] ; [18.73728814 14.26271186],0
p11,1,0.768189,0.086875,[54 31] ; [20 13],[53.30508475 31.69491525] ; [20.69491525 12.30508475],0
p4,1,0.806684,0.059881,[42 43] ; [15 17],[41.41025641 43.58974359] ; [15.58974359 16.41025641],0
s5,1,0.870277,0.026669,[33 49] ; [13 18],[33.38053097 48.61946903] ; [12.61946903 18.38053097],0
p1,1,0.909415,0.012945,[ 7 76] ; [ 3 30],[ 7.15517241 75.84482759] ; [ 2.84482759 30.15517241],0
p6,1,0.919405,0.010238,[20 63] ; [ 8 24],[20.20869565 62.79130435] ; [ 7.79130435 24.20869565],0
v1,1,0.946611,0.004484,[36 45] ; [14 18],[35.84070796 45.15929204] ; [14.15929204 17.84070796],0
a3,1,0.950985,0.003778,[51 34] ; [19 13],[50.85470085 34.14529915] ; [19.14529915 12.85470085],0
p3,1,0.956433,0.002985,[31 53] ; [12 21],[30.87179487 53.12820513] ; [12.12820513 20.87179487],0
