Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.706439,[100  19] ; [ 1 17],[87.72992701 31.27007299] ; [13.27007299  4.72992701],1
v4,1,2.6e-05,17.710527,[106  13] ; [9 9],[99.89051095 19.10948905] ; [15.10948905  2.89051095],1
v2,1,0.000115,14.869832,[61 51] ; [ 1 17],[53.41538462 58.58461538] ; [8.58461538 9.41538462],1
r2,1,0.000588,11.813321,[106  12] ; [10  7],[101.39259259  16.60740741] ; [14.60740741  2.39259259],1
p2,1,0.000731,11.40766,[85 31] ; [ 6 12],[78.7761194 37.2238806] ; [12.2238806  5.7761194],1
p11,1,0.001417,10.183616,[74 45] ; [ 4 14],[67.75182482 51.24817518] ; [10.24817518  7.75182482],0
r1,1,0.002675,9.016581,[92 26] ; [ 8 10],[86.76470588 31.23529412] ; [13.23529412  4.76470588],0
b1,1,0.003327,8.619112,[55 64] ; [15  3],[60.80291971 58.19708029] ; [9.19708029 8.80291971],0
s2,1,0.00368,8.43522,[56 62] ; [ 2 16],[50.32352941 67.67647059] ; [ 7.67647059 10.32352941],0
p4,1,0.004562,8.045538,[54 62] ; [ 2 16],[48.47761194 67.52238806] ; [ 7.52238806 10.47761194],0
s6,1,0.009386,6.747942,[65 53] ; [ 4 14],[59.86764706 58.13235294] ; [9.13235294 8.86764706],0
p9,1,0.031686,4.615385,[82 35] ; [ 8 10],[78. 39.] ; [12.  6.],0
a6,1,0.050244,3.833283,[81 38] ; [ 8 10],[77.30656934 41.69343066] ; [11.69343066  6.30656934],0
p6,1,0.065871,3.383028,[28 84] ; [ 1 17],[24.98461538 87.01538462] ; [ 4.01538462 13.98461538],0
p8,1,0.089848,2.877087,[43 73] ; [ 3 15],[39.82089552 76.17910448] ; [ 6.17910448 11.82089552],0
n2,1,0.105457,2.621011,[28 10] ; [3 4],[26.17777778 11.82222222] ; [4.82222222 2.17777778],0
a4,1,0.11485,2.48618,[43 76] ; [10  8],[46.03649635 72.96350365] ; [ 6.96350365 11.03649635],0
p10,1,0.156079,2.011806,[72 44] ; [ 8 10],[69.25373134 46.74626866] ; [10.74626866  7.25373134],0
p7,1,0.159676,1.977289,[57 57] ; [ 5 11],[54.36923077 59.63076923] ; [7.63076923 8.36923077],0
s8,1,0.167191,1.907947,[39 80] ; [ 3 15],[36.48175182 82.51824818] ; [ 5.51824818 12.48175182],0
a1,1,0.21469,1.539512,[  5 114] ; [ 2 16],[  6.08029197 112.91970803] ; [ 0.91970803 17.08029197],0
d5,1,0.261372,1.261475,[99 20] ; [13  5],[97.28467153 21.71532847] ; [14.71532847  3.28467153],0
n3,1,0.27282,1.202513,[24 13] ; [3 4],[22.70454545 14.29545455] ; [4.29545455 2.70454545],0
b5,1,0.290287,1.11829,[75 44] ; [9 9],[72.96350365 46.03649635] ; [11.03649635  6.96350365],0
v3,1,0.295948,1.092363,[31 78] ; [ 3 15],[29.18110236 79.81889764] ; [ 4.81889764 13.18110236],0
a5,1,0.369355,0.805834,[79 40] ; [10  8],[77.30656934 41.69343066] ; [11.69343066  6.30656934],0
a7,1,0.372998,0.793653,[85 34] ; [11  7],[83.38686131 35.61313869] ; [12.61313869  5.38686131],0
d1,1,0.398176,0.713827,[72 47] ; [9 9],[70.35766423 48.64233577] ; [10.64233577  7.35766423],0
d3,1,0.416404,0.660443,[90 29] ; [12  6],[88.59854015 30.40145985] ; [13.40145985  4.59854015],0
s3,1,0.428308,0.627406,[67 50] ; [8 9],[65.48507463 51.51492537] ; [9.51492537 7.48507463],0
n5,1,0.433707,0.612875,[44 74] ; [ 5 13],[42.51470588 75.48529412] ; [ 6.48529412 11.51470588],0
s5,1,0.441251,0.593027,[28 84] ; [ 3 15],[26.70769231 85.29230769] ; [ 4.29230769 13.70769231],0
s7,1,0.559517,0.340541,[38 73] ; [ 4 11],[37. 74.] ; [ 5. 10.],0
n4,1,0.636508,0.223338,[60 59] ; [ 8 10],[59.06569343 59.93430657] ; [8.93430657 9.06569343],0
v1,1,0.636764,0.223,[52 64] ; [ 7 11],[51.07462687 64.92537313] ; [ 7.92537313 10.07462687],0
u3,1,0.641034,0.217392,[26 11] ; [3 2],[25.54761905 11.45238095] ; [3.45238095 1.54761905],0
p3,1,0.707466,0.140821,[44 72] ; [ 6 12],[43.28358209 72.71641791] ; [ 6.71641791 11.28358209],0
a3,1,0.723315,0.125339,[81 38] ; [13  5],[81.64963504 37.35036496] ; [12.35036496  5.64963504],0
a8,1,0.750151,0.101404,[  9 102] ; [ 1 16],[  8.671875 102.328125] ; [ 1.328125 15.671875],0
n1,1,0.80251,0.06255,[14 23] ; [3 4],[14.29545455 22.70454545] ; [2.70454545 4.29545455],0
s1,1,0.812135,0.056488,[  5 111] ; [ 1 17],[  5.19402985 110.80597015] ; [ 0.80597015 17.19402985],0
u2,1,0.83126,0.045405,[28  9] ; [4 1],[28.19047619  8.80952381] ; [3.80952381 1.19047619],0
b4,1,0.854016,0.033855,[70 49] ; [11  7],[70.35766423 48.64233577] ; [10.64233577  7.35766423],0
s4,1,0.918771,0.0104,[21 98] ; [ 3 15],[20.84671533 98.15328467] ; [ 3.15328467 14.84671533],0
a2,1,0.918771,0.0104,[21 98] ; [ 3 15],[20.84671533 98.15328467] ; [ 3.15328467 14.84671533],0
p1,1,0.932892,0.007091,[  6 112] ; [ 1 17],[  6.07352941 111.92647059] ; [ 0.92647059 17.07352941],0
p5,1,0.93932,0.005795,[  6 111] ; [ 1 17],[  6.06666667 110.93333333] ; [ 0.93333333 17.06666667],0
b3,1,0.950903,0.003791,[20 51] ; [3 8],[19.91463415 51.08536585] ; [3.08536585 7.91463415],0
b2,1,0.950903,0.003791,[20 51] ; [3 8],[19.91463415 51.08536585] ; [3.08536585 7.91463415],0
d2,1,0.952528,0.003544,[52 67] ; [ 8 10],[52.11678832 66.88321168] ; [ 7.88321168 10.11678832],0
