Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,132.61061,[ 63 199] ; [115  21],[117.1758794 144.8241206] ; [60.8241206 75.1758794],1
s6,1,0.0,67.461148,[ 93 172] ; [106  29],[131.8375 133.1625] ; [67.1625 67.8375],1
s7,1,0.0,56.425534,[ 49 203] ; [76 57],[ 81.81818182 170.18181818] ; [43.18181818 89.81818182],1
s8,1,0.0,53.699093,[ 44 221] ; [70 66],[ 75.33665835 189.66334165] ; [38.66334165 97.33665835],1
s4,1,0.000674,11.559613,[ 26 238] ; [ 30 104],[ 37.14572864 226.85427136] ; [ 18.85427136 115.14572864],1
r3,1,0.001532,10.039669,[224  40] ; [129   6],[233.56390977  30.43609023] ; [119.43609023  15.56390977],0
p4,1,0.001543,10.026738,[117 147] ; [83 53],[132. 132.] ; [68. 68.],0
p10,1,0.002413,9.205365,[166  95] ; [106  29],[179.27272727  81.72727273] ; [92.72727273 42.27272727],0
a8,1,0.004047,8.262523,[ 19 224] ; [ 23 107],[ 27.36193029 215.63806971] ; [ 14.63806971 115.36193029],0
r4,1,0.004525,8.06009,[195  70] ; [117  19],[206.18453865  58.81546135] ; [105.81546135  30.18453865],0
d1,1,0.006289,7.465651,[110 155] ; [76 60],[122.91770574 142.08229426] ; [63.08229426 72.91770574],0
p6,1,0.009029,6.817048,[ 58 202] ; [46 87],[ 68.80407125 191.19592875] ; [35.19592875 97.80407125],0
p7,1,0.015554,5.852625,[130 130] ; [83 49],[141.2755102 118.7244898] ; [71.7244898 60.2755102],0
n6,1,0.020003,5.411628,[189  75] ; [111  24],[198.4962406  65.5037594] ; [101.5037594  33.4962406],0
v4,1,0.022751,5.187407,[225  38] ; [126   9],[231.94221106  31.05778894] ; [119.05778894  15.94221106],0
r1,1,0.028018,4.826968,[173  90] ; [104  32],[182.5839599  80.4160401] ; [94.4160401 41.5839599],0
u1,1,0.033819,4.503808,[ 27 238] ; [ 24 112],[ 33.7032419 231.2967581] ; [ 17.2967581 118.7032419],0
d2,1,0.038607,4.278075,[ 96 168] ; [64 72],[105.6 158.4] ; [54.4 81.6],0
r2,1,0.045821,3.988164,[221  40] ; [123  11],[227.30126582  33.69873418] ; [116.69873418  17.30126582],0
p9,1,0.06597,3.380547,[183  76] ; [107  28],[190.63451777  68.36548223] ; [99.36548223 35.63451777],0
d4,1,0.080246,3.059919,[184  80] ; [106  30],[191.4  72.6] ; [98.6 37.4],0
n5,1,0.139053,2.188407,[171  91] ; [98 37],[177.52644836  84.47355164] ; [91.47355164 43.52644836],0
p12,1,0.142833,2.147165,[  5 258] ; [  6 129],[  7.26884422 255.73115578] ; [  3.73115578 131.26884422],0
p2,1,0.147828,2.094521,[196  68] ; [109  26],[201.80451128  62.19548872] ; [103.19548872  31.80451128],0
a3,1,0.158929,1.984384,[157 106] ; [91 45],[163.46867168  99.53132832] ; [84.53132832 51.46867168],0
p11,1,0.15939,1.980005,[185  80] ; [104  32],[190.98503741  74.01496259] ; [98.01496259 37.98503741],0
u4,1,0.215052,1.537085,[  2 263] ; [  3 133],[  3.3042394 261.6957606] ; [  1.6957606 134.3042394],0
d5,1,0.221988,1.491474,[189  76] ; [104  31],[194.1125  70.8875] ; [98.8875 36.1125],0
p3,1,0.277176,1.180883,[ 91 173] ; [54 81],[ 95.93984962 168.06015038] ; [49.06015038 85.93984962],0
b1,1,0.285749,1.139542,[108 157] ; [63 73],[113.00498753 151.99501247] ; [57.99501247 78.00498753],0
a1,1,0.287668,1.130503,[  8 257] ; [  7 129],[  9.9127182 255.0872818] ; [  5.0872818 130.9127182],0
n4,1,0.318178,0.99642,[176  89] ; [97 39],[180.41147132  84.58852868] ; [92.58852868 43.41147132],0
v2,1,0.319867,0.989491,[ 90 165] ; [53 78],[ 94.46891192 160.53108808] ; [48.53108808 82.46891192],0
a7,1,0.333507,0.935234,[184  81] ; [100  35],[188.15  76.85] ; [95.85 39.15],0
u3,1,0.358533,0.843024,[52 55] ; [25 19],[54.56291391 52.43708609] ; [22.43708609 21.56291391],0
d3,1,0.372257,0.796116,[158 106] ; [87 48],[162.10526316 101.89473684] ; [82.89473684 52.10526316],0
a2,1,0.419691,0.65118,[ 44 221] ; [ 27 109],[ 46.9201995 218.0798005] ; [ 24.0798005 111.9201995],0
s1,1,0.463303,0.537903,[  8 255] ; [  6 128],[  9.27455919 253.72544081] ; [  4.72544081 129.27455919],0
n3,1,0.493803,0.468229,[59 31] ; [21  8],[60.50420168 29.49579832] ; [19.49579832  9.50420168],0
p1,1,0.500975,0.45287,[ 15 249] ; [ 10 125],[ 16.54135338 247.45864662] ; [  8.45864662 126.54135338],0
p8,1,0.50701,0.440232,[114 148] ; [63 71],[117.10606061 144.89393939] ; [59.89393939 74.10606061],0
p5,1,0.538665,0.378019,[ 12 252] ; [  8 126],[ 13.26633166 250.73366834] ; [  6.73366834 127.26633166],0
a6,1,0.567968,0.326094,[179  86] ; [88 48],[176.44638404  88.55361596] ; [90.55361596 45.44638404],0
