Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,35.904907,[ 32 131] ; [82 77],[ 57.70807453 105.29192547] ; [ 56.29192547 102.70807453],1
p3,1,0.0,29.594142,[ 19 144] ; [ 61 101],[ 40.12307692 122.87692308] ; [ 39.87692308 122.12307692],1
p2,1,0.000148,14.403653,[102  61] ; [132  30],[117.36  45.64] ; [116.64  45.36],1
p6,1,0.000156,14.299591,[ 16 147] ; [ 41 117],[ 28.94392523 134.05607477] ; [ 28.05607477 129.94392523],1
a8,1,0.004148,8.217921,[ 14 140] ; [ 31 118],[ 22.87128713 131.12871287] ; [ 22.12871287 126.87128713],0
n6,1,0.008987,6.825353,[122  41] ; [139  22],[131.30555556  31.69444444] ; [129.69444444  31.30555556],0
v2,1,0.014399,5.988544,[67 84] ; [91 65],[77.71335505 73.28664495] ; [80.28664495 75.71335505],0
n3,1,0.024841,5.034965,[34 17] ; [34  5],[38.53333333 12.46666667] ; [29.46666667  9.53333333],0
r2,1,0.053964,3.713799,[162   1] ; [155   6],[159.47839506   3.52160494] ; [157.52160494   3.47839506],0
s8,1,0.081077,3.043172,[ 52 111] ; [66 94],[ 59.54798762 103.45201238] ; [ 58.45201238 101.54798762],0
u3,1,0.082202,3.020811,[34 20] ; [24 28],[29.54716981 24.45283019] ; [28.45283019 23.54716981],0
n5,1,0.090163,2.871465,[96 66] ; [110  51],[103.31888545  58.68111455] ; [102.68111455  58.31888545],0
s7,1,0.093579,2.811697,[ 52 105] ; [66 90],[59.1884984 97.8115016] ; [58.8115016 97.1884984],0
p10,1,0.105246,2.624198,[110  51] ; [123  38],[116.5  44.5] ; [116.5  44.5],0
n4,1,0.109739,2.557969,[105  58] ; [117  44],[111.68518519  51.31481481] ; [110.31481481  50.68518519],0
a6,1,0.12627,2.337767,[114  49] ; [99 61],[107.48916409  55.51083591] ; [105.51083591  54.48916409],0
r3,1,0.154695,2.025333,[157   6] ; [160   2],[158.98769231   4.01230769] ; [158.01230769   3.98769231],0
b4,1,0.163217,1.944163,[100  63] ; [87 75],[93.78769231 69.21230769] ; [93.21230769 68.78769231],0
b1,1,0.190626,1.712775,[ 54 109] ; [65 97],[ 59.68307692 103.31692308] ; [ 59.31692308 102.68307692],0
s5,1,0.208707,1.580372,[ 36 116] ; [ 48 112],[ 40.92307692 111.07692308] ; [ 43.07692308 116.92307692],0
v1,1,0.220388,1.501844,[65 96] ; [75 84],[70.4375 90.5625] ; [69.5625 89.4375],0
v4,1,0.243678,1.359189,[154   8] ; [157   4],[155.98142415   6.01857585] ; [155.01857585   5.98142415],0
s6,1,0.250916,1.318199,[86 74] ; [95 63],[91.06918239 68.93081761] ; [89.93081761 68.06918239],0
s3,1,0.265589,1.239391,[76 84] ; [87 75],[80.99378882 79.00621118] ; [82.00621118 79.99378882],0
p11,1,0.265992,1.237301,[117  46] ; [125  37],[121.37230769  41.62769231] ; [120.62769231  41.37230769],0
a7,1,0.303758,1.057625,[115  48] ; [105  56],[110.67901235  52.32098765] ; [109.32098765  51.67901235],0
s1,1,0.310408,1.028939,[  3 157] ; [  6 154],[  4.5 155.5] ; [  4.5 155.5],0
u4,1,0.317299,1.000048,[  3 160] ; [  1 161],[  2.00615385 160.99384615] ; [  1.99384615 160.00615385],0
v3,1,0.319405,0.991383,[ 47 105] ; [ 58 102],[ 51.15384615 100.84615385] ; [ 53.84615385 106.15384615],0
s2,1,0.358336,0.843716,[64 96] ; [73 89],[68.07453416 91.92546584] ; [68.92546584 93.07453416],0
s4,1,0.363536,0.825641,[ 29 132] ; [ 23 138],[ 26. 135.] ; [ 26. 135.],0
a4,1,0.364536,0.822205,[69 93] ; [ 61 101],[65. 97.] ; [65. 97.],0
u2,1,0.380237,0.769936,[29 24] ; [24 28],[26.75238095 26.24761905] ; [26.24761905 25.75238095],0
p9,1,0.445977,0.580856,[123  37] ; [127  31],[125.78616352  34.21383648] ; [124.21383648  33.78616352],0
d5,1,0.49278,0.47045,[121  42] ; [124  36],[123.6377709  39.3622291] ; [121.3622291  38.6377709],0
r1,1,0.514054,0.425807,[132  31] ; [134  26],[134.23529412  28.76470588] ; [131.76470588  28.23529412],0
a1,1,0.514206,0.425499,[  4 159] ; [  6 156],[  5.01538462 157.98461538] ; [  4.98461538 157.01538462],0
b5,1,0.535641,0.383679,[107  56] ; [101  61],[104.32  58.68] ; [103.68  58.32],0
n1,1,0.597975,0.278061,[23 30] ; [14 23],[21.78888889 31.21111111] ; [15.21111111 21.78888889],0
d1,1,0.618563,0.247892,[77 86] ; [81 81],[79.24307692 83.75692308] ; [78.75692308 83.24307692],0
d4,1,0.6211,0.244324,[130  33] ; [124  36],[128.17956656  34.82043344] ; [125.82043344  34.17956656],0
d3,1,0.80391,0.061648,[100  63] ; [96 64],[98.91021672 64.08978328] ; [97.08978328 62.91021672],0
p1,1,0.81338,0.055728,[  9 153] ; [  8 153],[  8.52631579 153.47368421] ; [  8.47368421 152.52631579],0
p12,1,0.813412,0.055709,[  9 152] ; [  8 152],[  8.52647975 152.47352025] ; [  8.47352025 151.52647975],0
a3,1,0.841613,0.039932,[109  53] ; [110  51],[109.83900929  52.16099071] ; [109.16099071  51.83900929],0
b2,1,0.859549,0.031311,[29 55] ; [34 61],[29.56424581 54.43575419] ; [33.43575419 61.56424581],0
b3,1,0.859549,0.031311,[29 55] ; [34 61],[29.56424581 54.43575419] ; [33.43575419 61.56424581],0
a5,1,0.875327,0.024616,[109  54] ; [107  55],[108.33230769  54.66769231] ; [107.66769231  54.33230769],0
u1,1,0.883928,0.021314,[ 21 142] ; [ 20 142],[ 20.56307692 142.43692308] ; [ 20.43692308 141.56307692],0
a2,1,0.90813,0.013317,[ 31 132] ; [ 30 132],[ 30.59384615 132.40615385] ; [ 30.40615385 131.59384615],0
n2,1,0.936558,0.006336,[43 11] ; [30  8],[42.84782609 11.15217391] ; [30.15217391  7.84782609],0
d2,1,0.946293,0.004538,[66 96] ; [65 96],[65.70278638 96.29721362] ; [65.29721362 95.70278638],0
p5,1,1.0,0.0,[  5 157] ; [  5 157],[  5. 157.] ; [  5. 157.],0
