Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.017631,5.632411,[4 4] ; [ 7 42],[1.54385965 6.45614035] ; [ 9.45614035 39.54385965],0
p6,1,0.020921,5.333333,[3 5] ; [ 4 44],[1. 7.] ; [ 6. 42.],0
p11,1,0.042428,4.118034,[5 3] ; [13 36],[2.52631579 5.47368421] ; [15.47368421 33.52631579],0
v1,1,0.059099,3.5625,[5 3] ; [14 35],[2.66666667 5.33333333] ; [16.33333333 32.66666667],0
s2,1,0.069324,3.298948,[3 5] ; [ 6 43],[1.26315789 6.73684211] ; [ 7.73684211 41.26315789],0
a3,1,0.085882,2.949911,[7 1] ; [26 21],[4.8 3.2] ; [28.2 18.8],0
p5,1,0.090412,2.867021,[2 6] ; [ 3 44],[0.72727273 7.27272727] ; [ 4.27272727 42.72727273],0
n6,1,0.12663,2.333333,[6 2] ; [22 26],[4. 4.] ; [24. 24.],0
p12,1,0.136048,2.222101,[1 7] ; [ 1 48],[0.28070175 7.71929825] ; [ 1.71929825 47.28070175],0
u1,1,0.136048,2.222101,[1 7] ; [ 1 48],[0.28070175 7.71929825] ; [ 1.71929825 47.28070175],0
s6,1,0.136535,2.216588,[4 4] ; [12 37],[2.24561404 5.75438596] ; [13.75438596 35.24561404],0
n2,1,0.138792,2.191304,[4 1] ; [10 13],[2.5 2.5] ; [11.5 11.5],0
a2,1,0.150229,2.069928,[2 6] ; [ 4 45],[0.84210526 7.15789474] ; [ 5.15789474 43.84210526],0
s1,1,0.150229,2.069928,[2 6] ; [ 4 45],[0.84210526 7.15789474] ; [ 5.15789474 43.84210526],0
a5,1,0.17174,1.867687,[6 2] ; [24 25],[4.21052632 3.78947368] ; [25.78947368 23.21052632],0
b4,1,0.207623,1.587923,[3 5] ; [30 19],[4.63157895 3.36842105] ; [28.36842105 20.63157895],0
v3,1,0.218428,1.514668,[3 5] ; [ 9 40],[1.68421053 6.31578947] ; [10.31578947 38.68421053],0
r1,1,0.280789,1.163265,[4 4] ; [15 34],[2.66666667 5.33333333] ; [16.33333333 32.66666667],0
n5,1,0.290483,1.117382,[7 1] ; [34 15],[5.75438596 2.24561404] ; [35.24561404 13.75438596],0
a6,1,0.301028,1.069634,[5 3] ; [21 28],[3.64912281 4.35087719] ; [22.35087719 26.64912281],0
b5,1,0.301028,1.069634,[5 3] ; [21 28],[3.64912281 4.35087719] ; [22.35087719 26.64912281],0
d4,1,0.355233,0.854677,[3 5] ; [27 22],[4.21052632 3.78947368] ; [25.78947368 23.21052632],0
d5,1,0.355233,0.854677,[3 5] ; [27 22],[4.21052632 3.78947368] ; [25.78947368 23.21052632],0
b1,1,0.394213,0.725908,[6 2] ; [29 20],[4.9122807 3.0877193] ; [30.0877193 18.9122807],0
n4,1,0.405343,0.69242,[4 4] ; [32 17],[5.05263158 2.94736842] ; [30.94736842 18.05263158],0
p2,1,0.430223,0.622222,[4 4] ; [17 31],[3. 5.] ; [18. 30.],0
p1,1,0.440973,0.59375,[2 6] ; [ 7 42],[1.26315789 6.73684211] ; [ 7.73684211 41.26315789],0
s3,1,0.481225,0.496086,[2 5] ; [ 8 38],[1.32075472 5.67924528] ; [ 8.67924528 37.32075472],0
n3,1,0.50198,0.450747,[3 2] ; [10 13],[2.32142857 2.67857143] ; [10.67857143 12.32142857],0
p8,1,0.545972,0.364583,[3 5] ; [13 35],[2.28571429 5.71428571] ; [13.71428571 34.28571429],0
p4,1,0.545972,0.364583,[3 5] ; [13 35],[2.28571429 5.71428571] ; [13.71428571 34.28571429],0
s5,1,0.549819,0.357642,[2 6] ; [ 8 41],[1.40350877 6.59649123] ; [ 8.59649123 40.40350877],0
p10,1,0.579266,0.307422,[4 4] ; [19 29],[3.28571429 4.71428571] ; [19.71428571 28.28571429],0
b3,1,0.591119,0.2886,[2 5] ; [13 20],[2.625 4.375] ; [12.375 20.625],0
b2,1,0.591119,0.2886,[2 5] ; [13 20],[2.625 4.375] ; [12.375 20.625],0
d3,1,0.625697,0.237941,[4 4] ; [20 29],[3.36842105 4.63157895] ; [20.63157895 28.36842105],0
a7,1,0.625697,0.237941,[4 4] ; [20 29],[3.36842105 4.63157895] ; [20.63157895 28.36842105],0
d1,1,0.665912,0.186421,[2 6] ; [16 33],[2.52631579 5.47368421] ; [15.47368421 33.52631579],0
v2,1,0.680381,0.169697,[2 6] ; [ 9 39],[1.57142857 6.42857143] ; [ 9.42857143 38.57142857],0
p7,1,0.755632,0.096859,[3 5] ; [15 32],[2.61818182 5.38181818] ; [15.38181818 31.61818182],0
d2,1,0.824483,0.049188,[3 5] ; [20 28],[3.28571429 4.71428571] ; [19.71428571 28.28571429],0
r4,1,0.844462,0.03849,[1 7] ; [ 5 44],[0.84210526 7.15789474] ; [ 5.15789474 43.84210526],0
r2,1,0.849224,0.036141,[5 3] ; [31 16],[5.23636364 2.76363636] ; [30.76363636 16.23636364],0
v4,1,0.872266,0.02585,[4 4] ; [26 23],[4.21052632 3.78947368] ; [25.78947368 23.21052632],0
p9,1,0.875923,0.024379,[3 5] ; [19 28],[3.2 4.8] ; [18.8 28.2],0
n1,1,0.886731,0.02029,[2 3] ; [10 13],[2.14285714 2.85714286] ; [ 9.85714286 13.14285714],0
a4,1,0.94238,0.005224,[3 5] ; [17 30],[2.90909091 5.09090909] ; [17.09090909 29.90909091],0
p3,1,1.0,0.0,[2 6] ; [12 36],[2. 6.] ; [12. 36.],0
