Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000151,14.359091,[ 6 38] ; [6 2],[10.15384615 33.84615385] ; [1.84615385 6.15384615],1
s8,1,0.000736,11.396104,[ 5 39] ; [5 3],[ 8.46153846 35.53846154] ; [1.53846154 6.46153846],1
p3,1,0.001261,10.39847,[ 7 37] ; [6 3],[10.79245283 33.20754717] ; [2.20754717 6.79245283],0
r1,1,0.001546,10.023357,[14 30] ; [8 1],[18.26415094 25.73584906] ; [3.73584906 5.26415094],0
p8,1,0.0089,6.842876,[ 8 35] ; [5 3],[10.96078431 32.03921569] ; [2.03921569 5.96078431],0
p9,1,0.014114,6.0238,[12 29] ; [6 2],[15.06122449 25.93877551] ; [2.93877551 5.06122449],0
s5,1,0.01796,5.600011,[ 5 38] ; [4 5],[ 7.44230769 35.55769231] ; [1.55769231 7.44230769],0
n6,1,0.02781,4.839828,[21 22] ; [8 1],[23.98076923 19.01923077] ; [5.01923077 3.98076923],0
n3,1,0.03308,4.541625,[ 7 17] ; [4 1],[ 9.10344828 14.89655172] ; [1.89655172 3.10344828],0
d1,1,0.034355,4.476956,[13 31] ; [6 3],[15.77358491 28.22641509] ; [3.22641509 5.77358491],0
p10,1,0.039008,4.260524,[13 30] ; [6 3],[15.71153846 27.28846154] ; [3.28846154 5.71153846],0
n2,1,0.044136,4.051339,[ 9 15] ; [5 1],[11.2 12.8] ; [2.8 3.2],0
p2,1,0.092754,2.825913,[16 28] ; [6 3],[18.26415094 25.73584906] ; [3.73584906 5.26415094],0
a7,1,0.092754,2.825913,[16 28] ; [6 3],[18.26415094 25.73584906] ; [3.73584906 5.26415094],0
p6,1,0.100762,2.693446,[ 5 38] ; [3 6],[ 6.61538462 36.38461538] ; [1.38461538 7.61538462],0
v2,1,0.108681,2.573297,[ 6 37] ; [3 5],[ 7.58823529 35.41176471] ; [1.41176471 6.58823529],0
a4,1,0.12907,2.303659,[16 27] ; [1 8],[14.05769231 28.94230769] ; [2.94230769 6.05769231],0
s2,1,0.151583,2.056244,[ 6 38] ; [3 6],[ 7.47169811 36.52830189] ; [1.52830189 7.47169811],0
b4,1,0.15953,1.978674,[23 21] ; [7 2],[24.90566038 19.09433962] ; [5.09433962 3.90566038],0
s7,1,0.174407,1.844652,[ 8 33] ; [3 4],[ 9.39583333 31.60416667] ; [1.60416667 5.39583333],0
n1,1,0.197213,1.662896,[ 9 15] ; [4 2],[10.4 13.6] ; [2.6 3.4],0
b5,1,0.19846,1.653669,[19 25] ; [6 3],[20.75471698 23.24528302] ; [4.24528302 4.75471698],0
p12,1,0.204862,1.607373,[ 1 43] ; [1 8],[ 1.66037736 42.33962264] ; [0.33962264 8.66037736],0
p7,1,0.27542,1.18955,[11 31] ; [4 5],[12.35294118 29.64705882] ; [2.64705882 6.35294118],0
v3,1,0.298581,1.080519,[ 5 39] ; [2 6],[ 5.92307692 38.07692308] ; [1.07692308 6.92307692],0
p11,1,0.306572,1.045386,[12 32] ; [4 5],[13.28301887 30.71698113] ; [2.71698113 6.28301887],0
u3,1,0.315286,1.008403,[ 5 15] ; [2 2],[ 5.83333333 14.16666667] ; [1.16666667 2.83333333],0
p4,1,0.328324,0.955498,[12 31] ; [4 5],[13.23076923 29.76923077] ; [2.76923077 6.23076923],0
s4,1,0.400259,0.707548,[ 9 35] ; [3 6],[ 9.96226415 34.03773585] ; [2.03773585 6.96226415],0
d3,1,0.419216,0.652511,[18 26] ; [5 4],[19.09433962 24.90566038] ; [3.90566038 5.09433962],0
d5,1,0.42928,0.624771,[23 21] ; [6 3],[24.0754717 19.9245283] ; [4.9245283 4.0754717],0
d4,1,0.42928,0.624771,[23 21] ; [6 3],[24.0754717 19.9245283] ; [4.9245283 4.0754717],0
n4,1,0.487028,0.483087,[29 15] ; [7 2],[29.88679245 14.11320755] ; [6.11320755 2.88679245],0
a6,1,0.503809,0.446904,[20 24] ; [3 6],[19.09433962 24.90566038] ; [3.90566038 5.09433962],0
d2,1,0.621438,0.243851,[20 23] ; [5 4],[20.67307692 22.32692308] ; [4.32692308 4.67307692],0
p5,1,0.6721,0.179156,[ 3 40] ; [1 8],[ 3.30769231 39.69230769] ; [0.69230769 8.30769231],0
u2,1,0.711138,0.137143,[ 8 12] ; [2 2],[ 8.33333333 11.66666667] ; [1.66666667 2.33333333],0
a5,1,0.761303,0.092276,[22 22] ; [5 4],[22.41509434 21.58490566] ; [4.58490566 4.41509434],0
p1,1,0.838452,0.041565,[ 6 38] ; [1 8],[ 5.81132075 38.18867925] ; [1.18867925 7.81132075],0
s1,1,0.850157,0.03569,[ 4 40] ; [1 8],[ 4.1509434 39.8490566] ; [0.8490566 8.1509434],0
n5,1,0.859921,0.031143,[33 11] ; [7 2],[33.20754717 10.79245283] ; [6.79245283 2.20754717],0
s3,1,0.888899,0.019515,[13 29] ; [3 6],[13.17647059 28.82352941] ; [2.82352941 6.17647059],0
b1,1,0.955765,0.003077,[24 20] ; [5 4],[24.0754717 19.9245283] ; [4.9245283 4.0754717],0
a3,1,0.988676,0.000201,[24 19] ; [5 4],[23.98076923 19.01923077] ; [5.01923077 3.98076923],0
