Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,167.823265,[707  50] ; [13 28],[683.0075188  73.9924812] ; [36.9924812  4.0075188],1
r1,1,0.0,33.137393,[612 141] ; [18 23],[597.46851385 155.53148615] ; [32.53148615  8.46851385],1
p11,1,0.0,29.682627,[594 163] ; [17 24],[579.60776942 177.39223058] ; [31.39223058  9.60776942],1
r2,1,3e-06,22.13514,[722  30] ; [31  8],[715.87357775  36.12642225] ; [37.12642225  1.87357775],1
p9,1,0.00015,14.373493,[620 127] ; [23 16],[611.09541985 135.90458015] ; [31.90458015  7.09541985],1
a6,1,0.000698,11.495186,[523 232] ; [18 23],[513.13442211 241.86557789] ; [27.86557789 13.13442211],1
d4,1,0.000771,11.31006,[620 135] ; [25 16],[611.77763819 143.22236181] ; [33.22236181  7.77763819],1
p7,1,0.000947,10.927601,[461 278] ; [14 25],[451.18894602 287.81105398] ; [23.81105398 15.18894602],1
v2,1,0.001079,10.687606,[409 316] ; [12 28],[398.9869281 326.0130719] ; [22.0130719 17.9869281],0
v1,1,0.001679,9.871031,[384 354] ; [11 30],[374.21052632 363.78947368] ; [20.78947368 20.21052632],0
p10,1,0.001737,9.80909,[593 155] ; [24 17],[584.93789607 163.06210393] ; [32.06210393  8.93789607],0
p2,1,0.001786,9.757374,[624 130] ; [26 15],[616.47798742 137.52201258] ; [33.52201258  7.47798742],0
s6,1,0.001846,9.697179,[488 258] ; [17 24],[478.69123253 267.30876747] ; [26.30876747 14.69123253],0
d1,1,0.002531,9.117761,[440 317] ; [14 27],[430.67418546 326.32581454] ; [23.32581454 17.67418546],0
a7,1,0.002547,9.106309,[551 204] ; [21 20],[542.53768844 212.46231156] ; [29.46231156 11.53768844],0
s3,1,0.002897,8.870923,[412 335] ; [12 27],[402.96183206 344.03816794] ; [21.03816794 17.96183206],0
d5,1,0.005424,7.732498,[612 142] ; [26 15],[605.09685535 148.90314465] ; [32.90314465  8.09685535],0
d3,1,0.005449,7.723994,[524 230] ; [20 21],[515.94465409 238.05534591] ; [28.05534591 12.94465409],0
a5,1,0.009115,6.800095,[549 208] ; [22 19],[541.66290727 215.33709273] ; [29.33709273 11.66290727],0
a2,1,0.011376,6.405647,[186 571] ; [ 3 38],[179.28947368 577.71052632] ; [ 9.71052632 31.28947368],0
b1,1,0.014063,6.030192,[280 477] ; [23 18],[287.43233083 469.56766917] ; [15.56766917 25.43233083],0
n6,1,0.014959,5.921253,[627 127] ; [28 13],[621.22012579 132.77987421] ; [33.77987421  7.22012579],0
s2,1,0.023017,5.167209,[374 375] ; [13 28],[366.91518987 382.08481013] ; [20.08481013 20.91518987],0
v3,1,0.024632,5.049598,[274 455] ; [ 8 32],[267.33159948 461.66840052] ; [14.66840052 25.33159948],0
u1,1,0.033429,4.523685,[134 623] ; [ 2 39],[129.01253133 627.98746867] ; [ 6.98746867 34.01253133],0
p3,1,0.035796,4.406795,[347 407] ; [12 29],[340.48553459 413.51446541] ; [18.51446541 22.48553459],0
s7,1,0.041862,4.140785,[332 393] ; [11 27],[325.91743119 399.08256881] ; [17.08256881 20.91743119],0
p4,1,0.049556,3.856411,[420 332] ; [16 24],[413.97979798 338.02020202] ; [22.02020202 17.97979798],0
n4,1,0.060048,3.536066,[560 194] ; [25 16],[554.83018868 199.16981132] ; [30.16981132 10.83018868],0
a4,1,0.06911,3.304033,[337 418] ; [12 28],[331.44025157 423.55974843] ; [17.55974843 22.44025157],0
s8,1,0.107842,2.585557,[316 437] ; [12 29],[311.06297229 441.93702771] ; [16.93702771 24.06297229],0
n3,1,0.173699,1.850727,[130  45] ; [12  8],[127.43589744  47.56410256] ; [14.56410256  5.43589744],0
n2,1,0.198148,1.655974,[132  44] ; [13  8],[129.54314721  46.45685279] ; [15.45685279  5.54314721],0
a1,1,0.218837,1.511982,[ 27 730] ; [ 3 38],[ 28.45864662 728.54135338] ; [ 1.54135338 39.45864662],0
s4,1,0.2526,1.308868,[130 618] ; [10 31],[132.72496831 615.27503169] ; [ 7.27503169 33.72496831],0
d2,1,0.290779,1.116013,[358 396] ; [16 25],[354.71194969 399.28805031] ; [19.28805031 21.71194969],0
a3,1,0.331503,0.943017,[526 228] ; [25 15],[523.2418136 230.7581864] ; [27.7581864 12.2418136],0
p8,1,0.356267,0.85101,[364 381] ; [17 24],[361.1259542 383.8740458] ; [19.8740458 21.1259542],0
p6,1,0.379263,0.77309,[249 495] ; [11 30],[246.42038217 497.57961783] ; [13.57961783 27.42038217],0
p12,1,0.400692,0.706247,[ 41 710] ; [ 1 40],[ 39.82575758 711.17424242] ; [ 2.17424242 38.82575758],0
b5,1,0.401649,0.703383,[474 283] ; [23 18],[471.46491228 285.53508772] ; [25.53508772 15.46491228],0
s1,1,0.447392,0.577252,[ 21 723] ; [ 2 39],[ 21.79872611 722.20127389] ; [ 1.20127389 39.79872611],0
n1,1,0.448372,0.574764,[ 60 114] ; [ 9 12],[ 61.56923077 112.43076923] ; [ 7.43076923 13.56923077],0
s5,1,0.538309,0.378683,[216 515] ; [10 30],[214.27496757 516.72503243] ; [11.72503243 28.27496757],0
u2,1,0.586007,0.296623,[126 101] ; [10  6],[127.04526749  99.95473251] ; [8.95473251 7.04526749],0
b4,1,0.657583,0.196472,[435 322] ; [25 16],[436.36591479 320.63408521] ; [23.63408521 17.36591479],0
p1,1,0.770241,0.085299,[ 45 707] ; [ 2 39],[ 44.56998739 707.43001261] ; [ 2.43001261 38.56998739],0
b2,1,0.83728,0.042179,[153 283] ; [10 17],[153.49460043 282.50539957] ; [ 9.50539957 17.49460043],0
b3,1,0.83728,0.042179,[153 283] ; [10 17],[153.49460043 282.50539957] ; [ 9.50539957 17.49460043],0
u3,1,0.843059,0.039197,[134  94] ; [9 7],[133.62295082  94.37704918] ; [9.37704918 6.62295082],0
n5,1,0.915007,0.01139,[537 214] ; [29 12],[536.69949495 214.30050505] ; [29.30050505 11.69949495],0
